Geneid	Chr	Start	End	Strand	Length	counts	Length_kb	RPK	CPM	TPM
YAL051W	chrI	48564	51707	+	3144	4118	3.144	1309.79643765903	118.035334814766	37.5430454245438
YAL049C	chrI	51691	54082	-	2392	3773	2.392	1577.34113712375	108.146507590119	45.2117506647655
YAL048C	chrI	52801	54789	-	1989	39	1.989	19.6078431372549	1.11786742539482	0.562024849368938
YAL047W-A	chrI	54209	55065	+	857	0	0.857	0	0	0
YAL047C	chrI	54931	56886	-	1956	1253	1.956	640.593047034765	35.9150739492232	18.3614897490916
YAL046C	chrI	56907	57544	-	638	0	0.638	0	0	0
YAL045C	chrI	57488	57796	-	309	0	0.309	0	0	0
YAL044W-A	chrI	56955	57990	+	1036	0	1.036	0	0	0
YAL044C	chrI	57756	58614	-	859	3617	0.859	4210.71012805588	103.67503788854	120.6927099983
YAL043C	chrI	58499	61083	-	2585	5169	2.585	1999.61315280464	148.16042876579	57.31544633106
YAL042C-A	chrI	61231	61608	-	378	0	0.378	0	0	0
YAL042W	chrI	61259	62680	+	1422	11180	1.422	7862.16596343179	320.455328613181	225.355364706878
YAL041W	chrI	62773	65501	+	2729	5324	2.729	1950.89776474899	152.603235200052	55.9191041407298
YAL040C	chrI	65456	67848	-	2393	2657	2.393	1110.32177183452	76.1583012634367	31.8254497548837
YAL039C	chrI	68629	70088	-	1460	3380	1.46	2315.06849315068	96.8818435342175	66.3574270782312
YAL038W	chrI	71479	73450	+	1972	138694	1.972	70331.6430020284	3975.42319737715	2015.93468426833
YAL037C-B	chrI	72326	73300	-	975	0	0.975	0	0	0
YAL037C-A	chrI	73371	73710	-	340	0	0.34	0	0	0
YAL037W	chrI	73453	76400	+	2948	187	2.948	63.4328358208955	5.36003098843156	1.81819232986145
YAL036C	chrI	74176	76207	-	2032	0	2.032	0	0	0
YAL035W	chrI	76364	79559	+	3196	19432	3.196	6080.10012515644	556.984610519797	174.275535206445
YAL034C-B	chrI	79446	79873	-	428	0	0.428	0	0	0
YAL034W-A	chrI	79674	80747	+	1074	300	1.074	279.329608938547	8.59898019534475	8.00649925078655
YAL034C	chrI	80549	82602	-	2054	1763	2.054	858.325219084713	50.5333402813093	24.602405200248
YAL033W	chrI	82685	83397	+	713	1117	0.713	1566.61991584853	32.0168695940003	44.9044454333805
YAL032C	chrI	83192	84590	-	1399	1346	1.399	962.115796997856	38.5807578097801	27.577382280043
YAL031W-A	chrI	84669	84977	+	309	0	0.309	0	0	0
YAL031C	chrI	84587	87078	-	2492	1913	2.492	767.656500802568	54.8328303789817	22.0035434907631
YAL030W	chrI	87264	88061	+	798	1614	0.798	2022.55639097744	46.2625134509548	57.9730744999433
YAL029C	chrI	87855	92270	-	4416	12449	4.416	2819.06702898551	356.829014839489	80.8036718386525
YAL028W	chrI	92409	94566	+	2158	849	2.158	393.419833178869	24.3351139528257	11.2766978465364
YAL027W	chrI	94595	95583	+	989	662	0.989	669.362992922144	18.9750829643941	19.1861303987807
YAL026C-A	chrI	95386	95823	-	438	0	0.438	0	0	0
YAL026C	chrI	95630	99697	-	4068	10098	4.068	2482.30088495575	289.441673375304	71.1508538287376
YAL025C	chrI	99939	101168	-	1230	3404	1.23	2767.47967479675	97.5697619498451	79.3250097153212
YAL024C	chrI	101565	105872	-	4308	3900	4.308	905.292479108635	111.786742539482	25.948640329499
YAL023C	chrI	106141	108718	-	2578	28523	2.578	11064.0031031808	817.562373706061	317.130478551614
YAL022C	chrI	108731	110471	-	1741	4047	1.741	2324.52613440551	116.000242835201	66.6285139777144
YAL021C	chrI	110536	113406	-	2871	7004	2.871	2439.56809474051	200.757524293982	69.9259924395619
YAL020C	chrI	113468	114672	-	1205	1358	1.205	1126.97095435685	38.9247170175939	32.3026697241443
YAL019W-A	chrI	114250	114819	+	570	0	0.57	0	0	0
YAL019W	chrI	114788	118363	+	3576	8798	3.576	2460.29082774049	252.179425862144	70.5199736750961
YAL018C	chrI	118426	119591	-	1166	58	1.166	49.7427101200686	1.66246950443332	1.42578859728415
YAL017W	chrI	120225	124295	+	4071	6699	4.071	1645.54163596168	192.015227762048	47.1665997941656
YAL016C-B	chrI	124307	124492	-	186	33	0.186	177.41935483871	0.945887821487923	5.08541839509636
YAL016C-A	chrI	124755	125069	-	315	0	0.315	0	0	0
YAL016W	chrI	124786	126883	+	2098	8032	2.098	3828.40800762631	230.223363096697	109.73468212426
YAL015C	chrI	126756	128110	-	1355	2115	1.355	1560.88560885609	60.6228103771805	44.7400814591738
YAL014C	chrI	128031	129072	-	1042	2419	1.042	2321.4971209213	69.3364436417965	66.5416925545072
YAL013W	chrI	129194	130593	+	1400	936	1.4	668.571428571429	26.8288182094756	19.1634415781969
YAL012W	chrI	130436	132100	+	1665	18899	1.665	11350.7507507508	541.707089039402	325.349603026668
YAL011W	chrI	132169	134210	+	2042	1207	2.042	591.087169441724	34.5965636526037	16.9424895458392
YAL010C	chrI	134001	135743	-	1743	1180	1.743	676.993689041882	33.8226554350227	19.4048510814817
YAL009W	chrI	135408	136780	+	1373	1039	1.373	756.73707210488	29.7811347432107	21.6905569870435
YAL008W	chrI	136431	137718	+	1288	1453	1.288	1128.10559006211	41.6477274127864	32.3351920906727
YAL007C	chrI	137408	138453	-	1046	0	1.046	0	0	0
YAL005C	chrI	139357	141684	-	2328	0	2.328	0	0	0
YAL004W	chrI	137649	142152	+	4504	136	4.504	30.1953818827709	3.89820435522295	0.865498302669395
YAL003W	chrI	142032	143496	+	1465	43201	1.465	29488.7372013652	1238.28181139696	845.243557267551
YAL002W	chrI	143550	147630	+	4081	7432	4.081	1821.12227395246	213.025402706007	52.1993145567281
YAL001C	chrI	147594	151166	-	3573	3777	3.573	1057.09487825357	108.26116065939	30.299793075676
YAR002W	chrI	152204	154114	+	1911	3199	1.911	1673.99267399267	91.6937921496929	47.9820995027174
YAR002C-A	chrI	153765	154750	-	986	8479	0.986	8599.39148073022	243.035843587761	246.486656782719
YAR003W	chrI	154905	156909	+	2005	2404	2.005	1199.00249376559	68.9064946320293	34.3673289935308
YAR007C	chrI	156681	158715	-	2035	2926	2.035	1437.83783783784	83.8687201719292	41.2131303056163
YAR008W	chrI	158847	159972	+	1126	910	1.126	808.170515097691	26.0835732592124	23.164807512622
YAR014C	chrI	166565	169021	-	2457	5871	2.457	2389.49938949939	168.282042422897	68.4908597569788
YAR015W	chrI	169272	172008	+	2737	4843	2.737	1769.45560833029	138.816203620182	50.7183791085795
YAR018C	chrI	170177	171735	-	1559	0	1.559	0	0	0
YAR019C	chrI	172126	175168	-	3043	2264	3.043	744.002628984555	64.8936372075351	21.3255462397421
YAR019W-A	chrI	174998	175330	+	333	43	0.333	129.129129129129	1.23252049466608	3.70126274674499
YAR020C	chrI	176856	177023	-	168	138	0.168	821.428571428571	3.95553088985859	23.5448267253487
YAR023C	chrI	179099	180697	-	1599	873	1.599	545.966228893058	25.0230323684532	15.6491759652616
YAR027W	chrI	183671	184687	+	1017	3753	1.017	3690.26548672566	107.573242243763	105.775066119728
YAR028W	chrI	184821	185977	+	1157	83	1.157	71.7372515125324	2.37905118737872	2.05622401674911
YAR029W	chrI	185009	186754	+	1746	0	1.746	0	0	0
YAR030C	chrI	186033	186857	-	825	0	0.825	0	0	0
YAR031W	chrI	186836	187732	+	897	1437	0.897	1602.00668896321	41.1891151357014	45.9187459706816
YAR033W	chrI	187843	189258	+	1416	1342	1.416	947.74011299435	38.4661047405089	27.1653282065741
YAR035W	chrI	190156	192365	+	2210	589	2.21	266.515837104072	16.8826644501935	7.63921468334549
YAR035C-A	chrI	192337	192417	-	81	3	0.081	37.037037037037	0.0859898019534475	1.06160249325244
YAR042W	chrI	192583	196349	+	3767	11048	3.767	2932.83780196443	316.671777327229	84.0647139175018
YAR047C	chrI	201467	201787	-	321	183	0.321	570.093457943925	5.2453779191603	16.3407411811847
YAR050W	chrI	203403	208016	+	4614	1682	4.614	364.542696142176	48.2116156285662	10.4489847482805
YAR053W	chrI	208193	209632	+	1440	382	1.44	265.277777777778	10.9493681154057	7.60372785792059
YAR060C	chrI	217157	217492	-	336	57	0.336	169.642857142857	1.6338062371155	4.86251856284376
YAR064W	chrI	220198	220497	+	300	197	0.3	656.666666666667	5.64666366160972	18.8222122053657
YAR066W	chrI	221049	221660	+	612	351	0.612	573.529411764706	10.0608068285534	16.4392268440414
YAR068W	chrI	222406	222891	+	486	302	0.486	621.399176954733	8.65630672998039	17.8113307201243
YAR069C	chrI	224011	224304	-	294	46	0.294	156.462585034014	1.31851029661953	4.48472890006642
YAR070C	chrI	224563	224862	-	300	21	0.3	70	0.601928613674133	2.00642871224711
YAR071W	chrI	225460	226863	+	1404	546	1.404	388.888888888889	15.6501439555275	11.1468261791506
YAR073W	chrI	227742	228953	+	1212	50	1.212	41.2541254125413	1.43316336589079	1.18247802466237
YAR075W	chrI	228844	229317	+	474	1	0.474	2.10970464135021	0.0286632673178158	0.0604710280966579
YBL113C	chrII	280	2658	-	2379	989	2.379	415.720891130727	28.3479713773199	11.9159190320807
YBL113W-A	chrII	646	1128	+	483	0	0.483	0	0	0
YBL112C	chrII	2582	2899	-	318	106	0.318	333.333333333333	3.03830633568848	9.55442243927195
YBL111C	chrII	2907	5009	-	2103	870	2.103	413.694721825963	24.9370425664998	11.857842399667
YBL109W	chrII	5790	6125	+	336	4	0.336	11.9047619047619	0.114653069271263	0.341229372831141
YBL108C-A	chrII	7605	7733	-	129	17	0.129	131.782945736434	0.487275544402869	3.77732980157263
YBL108W	chrII	8177	8482	+	306	0	0.306	0	0	0
YBL107W-A	chrII	9268	9372	+	105	26	0.105	247.619047619048	0.745244950263212	7.09757095488773
YBL107C	chrII	9730	10563	-	834	1116	0.834	1338.12949640288	31.9882063266825	38.35516346125
YBL106C	chrII	10847	13879	-	3033	3426	3.033	1129.5746785361	98.2003538308371	32.3773009663162
YBL105C	chrII	14104	17965	-	3862	8005	3.862	2072.76022786121	229.449454879116	59.4120804969228
YBL104C	chrII	18076	21318	-	3243	3754	3.243	1157.57015109467	107.601905511081	33.1797426799509
YBL103C	chrII	21573	23802	-	2230	2184	2.23	979.372197309417	62.6005758221098	28.0720070951165
YBL102W	chrII	23879	24968	+	1090	2192	1.09	2011.00917431193	62.8298819606523	57.6420935418829
YBL101C	chrII	24777	28406	-	3630	5578	3.63	1536.6391184573	159.883705098777	44.0450978233545
YBL100W-C	chrII	28372	29119	+	748	195	0.748	260.695187165775	5.58933712697409	7.47237583820065
YBL100C	chrII	36989	37303	-	315	0	0.315	0	0	0
YBL099W	chrII	36702	39100	+	2399	14184	2.399	5912.46352646936	406.5597836359	169.470522566027
YBL098W	chrII	39145	40527	+	1383	3643	1.383	2634.12870571222	104.420282838803	75.5027352413616
YBL097W	chrII	40831	43095	+	2265	758	2.265	334.657836644592	21.7267566269044	9.59238703174587
YBL096C	chrII	43132	44042	-	911	0	0.911	0	0	0
YBL095W	chrII	42052	44341	+	2290	0	2.29	0	0	0
YBL094C	chrII	43765	44097	-	333	0	0.333	0	0	0
YBL093C	chrII	43818	45023	-	1206	2660	1.206	2205.63847429519	76.2442910653901	63.2208051951825
YBL092W	chrII	45281	45977	+	697	6549	0.697	9395.98278335725	187.715737664376	269.319566232964
YBL091C-A	chrII	46322	47201	-	880	8857	0.88	10064.7727272727	253.870558633895	288.489271174881
YBL091C	chrII	47010	48690	-	1681	7622	1.681	4534.20582986318	218.471423496392	129.965153775367
YBL090W	chrII	48785	49634	+	850	1658	0.85	1950.58823529412	47.5236972129387	55.910232015222
YBL089W	chrII	49510	51278	+	1769	2049	1.769	1158.28151498021	58.7310347342047	33.2001326931626
YBL088C	chrII	51019	59382	-	8364	10103	8.364	1207.91487326638	289.584989711893	34.6227869095999
YBL087C	chrII	59593	60845	-	1253	18928	1.253	15106.1452513966	542.538323791618	432.991479482537
YBL086C	chrII	61142	62726	-	1585	1336	1.585	842.902208201893	38.294125136602	24.1603313164681
YBL085W	chrII	63674	66938	+	3265	4783	3.265	1464.93108728943	137.096407581113	41.9897113571556
YBL084C	chrII	67169	69445	-	2277	1796	2.277	788.757136583224	51.4792281027973	22.6083566547199
YBL083C	chrII	69658	71093	-	1436	0	1.436	0	0	0
YBL082C	chrII	69715	71394	-	1680	55	1.68	32.7380952380952	1.57647970247987	0.938380775285638
YBL081W	chrII	71317	73109	+	1793	378	1.793	210.819854991634	10.8347150461344	6.04278585952838
YBL080C	chrII	72944	74748	-	1805	1101	1.805	609.972299168975	31.5582573169152	17.4837990675431
YBL079W	chrII	75259	79767	+	4509	18285	4.509	4055.22288755822	524.107842906263	116.235937659406
YBL078C	chrII	79873	80803	-	931	738	0.931	792.696025778733	21.1534912805481	22.721258088666
YBL077W	chrII	80897	81328	+	432	0	0.432	0	0	0
YBL076C	chrII	80935	84307	-	3373	49318	3.373	14621.4052772013	1413.61501758004	419.097248022544
YBL075C	chrII	84418	86984	-	2567	2615	2.567	1018.69887027659	74.9544440360884	29.1992380350948
YBL074C	chrII	86433	87808	-	1376	563	1.376	409.156976744186	16.1374194999303	11.727775799368
YBL073W	chrII	87646	87957	+	312	64	0.312	205.128205128205	1.83444910834021	5.87964457801351
YBL072C	chrII	88246	89440	-	1195	40354	1.195	33769.0376569038	1156.67748934314	967.930953425222
YBL071C-B	chrII	89458	89556	-	99	11	0.099	111.111111111111	0.315295940495974	3.18480747975732
YBL071W-A	chrII	89935	90746	+	812	0	0.812	0	0	0
YBL071C	chrII	89856	90544	-	689	6	0.689	8.70827285921626	0.171979603906895	0.249607552840196
YBL070C	chrII	90605	90925	-	321	0	0.321	0	0	0
YBL069W	chrII	90631	92191	+	1561	0	1.561	0	0	0
YBL068W-A	chrII	90847	92228	+	1382	2	1.382	1.44717800289436	0.0573265346356317	0.0414808499534238
YBL068W	chrII	92356	93912	+	1557	3914	1.557	2513.80860629416	112.188028281931	72.0539680680355
YBL067C	chrII	93639	95882	-	2244	6571	2.244	2928.25311942959	188.346329545368	83.9333019364385
YBL066C	chrII	96669	100115	-	3447	2525	3.447	732.521032782129	72.374749977485	20.9964461785567
YBL065W	chrII	99963	100307	+	345	1	0.345	2.89855072463768	0.0286632673178158	0.0830819342545387
YBL064C	chrII	100299	101420	-	1122	4451	1.122	3967.02317290553	127.580202831598	113.707845660961
YBL063W	chrII	101886	105221	+	3336	2031	3.336	608.812949640288	58.215095922484	17.4505683220875
YBL062W	chrII	105308	105688	+	381	0	0.381	0	0	0
YBL061C	chrII	105195	107545	-	2351	3747	2.351	1593.78987664823	107.401262639856	45.6832252827971
YBL060W	chrII	107701	110033	+	2333	902	2.333	386.626660951564	25.8542671206699	11.0819833350492
YBL059C-A	chrII	108799	111201	-	2403	1079	2.403	449.022055763629	30.9276654359233	12.8704392159481
YBL059W	chrII	110594	111244	+	651	2	0.651	3.07219662058372	0.0573265346356317	0.0880591929886815
YBL058W	chrII	111409	112864	+	1456	4901	1.456	3366.07142857143	140.478673124615	96.4826051680051
YBL057C	chrII	112277	113447	-	1171	429	1.171	366.353543979505	12.296541679343	10.5008895639137
YBL056W	chrII	113041	115581	+	2541	7916	2.541	3115.30893349075	226.89842408783	89.2949327382252
YBL055C	chrII	115477	117224	-	1748	4065	1.748	2325.51487414188	116.516181646921	66.6568544890855
YBL054W	chrII	116976	119359	+	2384	3149	2.384	1320.88926174497	90.2606287838021	37.8610020066284
YBL053W	chrII	119335	119709	+	375	0	0.375	0	0	0
YBL052C	chrII	119308	122141	-	2834	2772	2.834	978.122794636556	79.4545770049855	28.0361951323167
YBL051C	chrII	122304	124832	-	2529	3379	2.529	1336.10122578094	96.8531802668997	38.2970265982205
YBL050W	chrII	125042	126230	+	1189	2975	1.189	2502.10260723297	85.2732202705021	71.7184358877226
YBL049W	chrII	126606	127508	+	903	1223	0.903	1354.37430786268	35.0551759296888	38.8207928346498
YBL048W	chrII	127299	127610	+	312	24	0.312	76.9230769230769	0.68791841562758	2.20486671675507
YBL047C	chrII	127672	132213	-	4542	17180	4.542	3782.47468075738	492.434932520076	108.418082897419
YBL046W	chrII	132406	133937	+	1532	1231	1.532	803.524804177546	35.2844820682313	23.0316462586366
YBL045C	chrII	133824	135777	-	1954	6511	1.954	3332.13920163767	186.626533506299	95.5099966767139
YBL044W	chrII	135998	136366	+	369	18	0.369	48.780487804878	0.515938811720685	1.39820816184468
YBL043W	chrII	136495	137655	+	1161	366	1.161	315.245478036176	10.4907558383206	9.03596540768355
YBL042C	chrII	138150	140349	-	2200	9161	2.2	4164.09090909091	262.584191898511	119.35645086296
YBL041W	chrII	140938	142040	+	1103	5846	1.103	5300.09066183137	167.565460739951	151.917915448732
YBL040C	chrII	141955	143165	-	1211	4066	1.211	3357.55573905863	116.544844914239	96.2385176831042
YBL039W-B	chrII	143086	143749	+	664	515	0.664	775.602409638554	14.7615826686752	22.231299199812
YBL039C	chrII	143726	145807	-	2082	0	2.082	0	0	0
YBL039C-A	chrII	143805	145725	-	1921	0	1.921	0	0	0
YBL038W	chrII	146128	147061	+	934	2020	0.934	2162.7408993576	57.899799981988	61.9912205374604
YBL037W	chrII	147209	150286	+	3078	2829	3.078	919.103313840156	81.088383242101	26.3445039772908
YBL036C	chrII	150307	152281	-	1975	3826	1.975	1937.21518987342	109.665660757963	55.5269168394751
YBL035C	chrII	151364	153712	-	2349	1239	2.349	527.458492975734	35.5137882067738	15.1186837832158
YBL034C	chrII	153848	158389	-	4542	4946	4.542	1088.94760017613	141.768520153917	31.2127961589426
YBL033C	chrII	158483	159721	-	1239	3254	1.239	2626.31154156578	93.2702718521728	75.2786697757649
YBL032W	chrII	160086	161542	+	1457	6105	1.457	4190.1166781057	174.989246975266	120.102434437382
YBL031W	chrII	161663	162887	+	1225	607	1.225	495.510204081633	17.3986032619142	14.2029414382973
YBL030C	chrII	162683	164145	-	1463	5752	1.463	3931.64730006835	164.871113612077	112.693857561228
YBL029C-A	chrII	164358	166047	-	1690	1160	1.69	686.390532544379	33.2493900886664	19.6741953187375
YBL029W	chrII	166134	167264	+	1131	824	1.131	728.558797524315	23.6185322698803	20.8828755701859
YBL028C	chrII	167221	167899	-	679	2401	0.679	3536.0824742268	68.8205048300758	101.355677216607
YBL027W	chrII	168392	169839	+	1448	40904	1.448	28248.6187845304	1172.44228636794	809.697711580069
YBL026W	chrII	170552	171530	+	979	2107	0.979	2152.19611848825	60.393504238638	61.6889726645945
YBL025W	chrII	171165	172503	+	1339	875	1.339	653.472740851382	25.0803589030889	18.730663855929
YBL024W	chrII	172476	174868	+	2393	11580	2.393	4839.11408274133	331.920635540308	138.704820535022
YBL023C	chrII	174746	177643	-	2898	4755	2.898	1640.7867494824	136.293836096214	47.0303092119442
YBL022C	chrII	177798	181408	-	3611	17539	3.611	4857.10329548601	502.725045487172	139.22045014876
YBL021C	chrII	181490	182524	-	1035	1118	1.035	1080.19323671498	32.0455328613181	30.9618674988581
YBL020W	chrII	182285	184205	+	1921	4677	1.921	2434.66944299844	134.058101245425	69.785581075182
YBL019W	chrII	184283	186031	+	1749	798	1.749	456.260720411664	22.873287319617	13.0779229957788
YBL018C	chrII	185253	186515	-	1263	387	1.263	306.413301662708	11.0926844519947	8.78280637529274
YBL017C	chrII	186844	191583	-	4740	22348	4.74	4714.76793248945	640.566698018548	135.140653590411
YBL016W	chrII	192372	193647	+	1276	2010	1.276	1575.23510971787	57.6131673088098	45.1513850382522
YBL015W	chrII	193953	195984	+	2032	3204	2.032	1576.77165354331	91.837108486282	45.1954274046663
YBL014C	chrII	198825	202236	-	3412	5780	3.412	1694.02110199297	165.673685096976	48.5561796884454
YBL013W	chrII	202056	203261	+	1206	228	1.206	189.054726368159	6.53522494846201	5.41892615958708
YBL012C	chrII	203406	203807	-	402	0	0.402	0	0	0
YBL011W	chrII	202814	206022	+	3209	6319	3.209	1969.14926768464	181.123186181278	56.4422518483261
YBL010C	chrII	205798	207017	-	1220	830	1.22	680.327868852459	23.7905118737871	19.500419568678
YBL009W	chrII	207141	209372	+	2232	2380	2.232	1066.3082437276	68.2185762164017	30.5638782331549
YBL008W-A	chrII	209409	209648	+	240	9	0.24	37.5	0.257969405860343	1.07487252441809
YBL008W	chrII	209530	212279	+	2750	3594	2.75	1306.90909090909	103.01578274023	37.460284632811
YBL007C	chrII	212467	216436	-	3970	22370	3.97	5634.76070528967	641.19728989954	161.510652367642
YBL006C	chrII	216354	217444	-	1091	9	1.091	8.24931255728689	0.257969405860343	0.236452251017729
YBL006W-A	chrII	216559	217416	+	858	0	0.858	0	0	0
YBL005W	chrII	217404	220685	+	3282	6463	3.282	1969.22608165753	185.250696675044	56.4444535877647
YBL004W	chrII	227636	235117	+	7482	40391	7.482	5398.42288158246	1157.7380302339	154.736438149412
YBL003C	chrII	234898	237057	-	2160	7249	2.16	3356.01851851852	207.780024786847	96.1944559198366
YBL002W	chrII	235789	237188	+	1400	0	1.4	0	0	0
YBL001C	chrII	236907	237807	-	901	2645	0.901	2935.62708102109	75.8143420556229	84.1446637687269
YBR001C	chrII	238710	241433	-	2724	3870	2.724	1420.70484581498	110.926844519947	40.722042775311
YBR002C	chrII	241428	242593	-	1166	51	1.166	43.7392795883362	1.46182663320861	1.25371066312917
YBR003W	chrII	241674	244364	+	2691	3256	2.691	1209.9591230026	93.3275983868084	34.6813817862536
YBR004C	chrII	244272	246715	-	2444	3057	2.444	1250.81833060556	87.623608190563	35.8525401761715
YBR005W	chrII	245511	246920	+	1410	5	1.41	3.54609929078014	0.143316336589079	0.101642791907148
YBR006W	chrII	246865	248649	+	1785	3189	1.785	1786.55462184874	91.4071594765147	51.2084927039298
YBR007C	chrII	248623	251119	-	2497	1593	2.497	637.965558670405	45.6605848372806	18.2861773477295
YBR008C	chrII	252403	254936	-	2534	2268	2.534	895.027624309392	65.0082902768063	25.6544160524098
YBR009C	chrII	255025	256209	-	1185	12628	1.185	10656.5400843882	361.959739689378	305.451257121838
YBR010W	chrII	256230	257098	+	869	11024	0.869	12685.8457997698	315.983858911602	363.617789311395
YBR011C	chrII	256887	258034	-	1148	32853	1.148	28617.5958188153	941.674321192204	820.273798947913
YBR012C	chrII	258941	259571	-	631	2096	0.631	3321.71156893819	60.078208298142	95.2111066531569
YBR013C	chrII	265492	265881	-	390	978	0.39	2507.69230769231	28.0326754368239	71.8786549662151
YBR014C	chrII	266417	267515	-	1099	2263	1.099	2059.14467697907	64.8649739402172	59.0218143223087
YBR015C	chrII	267568	270385	-	2818	14067	2.818	4991.83818310859	403.206181359715	143.082392249722
YBR016W	chrII	269749	270846	+	1098	732	1.098	666.666666666667	20.9815116766412	19.1088448785439
YBR017C	chrII	270760	274232	-	3473	13352	3.473	3844.51482867838	382.711945227477	110.196356241715
YBR018C	chrII	274272	276040	-	1769	339	1.769	191.633691351046	9.71684762073957	5.49284772229484
YBR019C	chrII	275804	278388	-	2585	2098	2.585	811.605415860735	60.1355348327776	23.2632629914033
YBR020W	chrII	278963	281395	+	2433	404	2.433	166.050143855323	11.5799599963976	4.75953966148689
YBR021W	chrII	279860	283531	+	3672	614	3.672	167.211328976035	17.5992461331389	4.79282302100733
YBR022W	chrII	282222	284429	+	2208	944	2.208	427.536231884058	27.0581243480182	12.2545853025445
YBR023C	chrII	284226	288069	-	3844	13881	3.844	3611.08220603538	397.874813638602	103.5054145782
YBR024W	chrII	289106	291278	+	2173	714	2.173	328.57800276116	20.4655728649205	9.41811912789715
YBR025C	chrII	289931	291968	-	2038	18965	2.038	9305.69185475957	543.598864682377	266.731533210195
YBR026C	chrII	292409	294102	-	1694	5055	1.694	2984.0613931523	144.892816291559	85.5329494046984
YBR027C	chrII	294024	294356	-	333	2	0.333	6.00600600600601	0.0573265346356317	0.172151755662558
YBR028C	chrII	294249	296196	-	1948	2963	1.948	1521.04722792608	84.9292610626883	43.5981832970679
YBR029C	chrII	296227	298090	-	1864	5312	1.864	2849.78540772532	152.259275992238	81.6841609400417
YBR030W	chrII	298012	300071	+	2060	2660	2.06	1291.26213592233	76.2442910653901	37.0117917793156
YBR031W	chrII	300142	301451	+	1310	46646	1.31	35607.6335877863	1337.02676730684	1020.63112008156
YBR032W	chrII	301439	301948	+	510	119	0.51	233.333333333333	3.41092881082009	6.68809570749036
YBR033W	chrII	301820	304792	+	2973	1444	2.973	485.704675412042	41.3897580069261	13.9218829488483
YBR034C	chrII	304383	306037	-	1655	9940	1.655	6006.04229607251	284.912877139089	172.152795854435
YBR035C	chrII	306108	307334	-	1227	5802	1.227	4728.60635696821	166.304276977968	135.537308050503
YBR036C	chrII	308745	310389	-	1645	9827	1.645	5973.86018237082	281.673927932176	171.230351326551
YBR037C	chrII	310414	311512	-	1099	2127	1.099	1935.39581437671	60.9667695849943	55.4747675932614
YBR038W	chrII	311819	314979	+	3161	5303	3.161	1677.6336602341	152.001306586377	48.0864620646559
YBR039W	chrII	315484	316949	+	1466	5444	1.466	3713.50613915416	156.042827278189	106.441219152926
YBR040W	chrII	316968	317864	+	897	265	0.897	295.429208472687	7.5957658392212	8.46796637594336
YBR041W	chrII	318157	320450	+	2294	4440	2.294	1935.48387096774	127.264906891102	55.4772915828694
YBR042C	chrII	320279	321669	-	1391	2650	1.391	1905.10424155284	75.957658392212	54.6065121439338
YBR043C	chrII	321721	324094	-	2374	3792	2.374	1597.30412805392	108.691109669158	45.7839552102602
YBR044C	chrII	324265	326142	-	1878	2226	1.878	1185.303514377	63.8044330494581	33.9746714853344
YBR045C	chrII	328173	330092	-	1920	612	1.92	318.75	17.5419195985033	9.1364164575538
YBR046C	chrII	330073	331693	-	1621	1455	1.621	897.594077729796	41.705053947422	25.7279789928575
YBR047W	chrII	331288	332494	+	1207	512	1.207	424.192212096106	14.6755928667217	12.1587347694463
