Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL008W_id001	FUN14	chrI	+	136914	137510	78.815201	15.826460	26.853571
YAL007C	ERP2	chrI	-	137408	138414	3.896193	0.782374	1.327494
YAL004W	-	chrI	+	137649	142140	15357.289062	3083.815430	5232.468750
YAL007C_id001	ERP2	chrI	-	137698	138345	0.072891	0.014637	0.024835
YNCA0002W_tRNA	TRN1	chrI	+	139152	139254	0.000000	0.000000	0.000000
YAL005C	SSA1	chrI	-	139381	141684	5.148419	1.033827	1.754147
YAL005C_id001	SSA1	chrI	-	139503	141431	233.894058	46.967018	79.691368
YAL004W_id002	-	chrI	+	140760	141407	0.212987	0.042769	0.072568
YAL003W	EFB1	chrI	+	142141	143496	3224.030518	647.400391	1098.477661
YAL003W_id001	EFB1	chrI	+	142174	143160	0.000000	0.000000	0.000000
YNCA0003W_snoRNA	SNR18	chrI	+	142367	142468	0.454802	0.091326	0.154958
YAL002W_id001	VPS8	chrI	+	143707	147531	128.612823	25.826057	43.820400
YAL001C_mRNA	TFC3	chrI	-	147594	151166	90.152168	18.102976	30.716253
YAR002W	NUP60	chrI	+	152215	154114	112.132889	22.516808	38.205429
YAR002W_id002	NUP60	chrI	+	152257	153876	70.635178	14.183873	24.066509
YAR002C-A	ERP1	chrI	-	153808	154750	314.783722	63.210045	107.251740
YAR002C-A_id001	ERP1	chrI	-	154065	154724	512.638611	102.940231	174.664001
YAR003W	SWD1	chrI	+	154958	156909	73.145958	14.688050	24.921972
YAR003W_id002	SWD1	chrI	+	155005	156285	19.017977	3.818898	6.479722
YAR007C	RFA1	chrI	-	156681	158698	116.557129	23.405216	39.712837
YAR007C_id001	RFA1	chrI	-	156754	158619	87.776405	17.625912	29.906796
YAR008W	SEN34	chrI	+	158847	159916	36.012817	7.231542	12.270130
YAR008W_id001	SEN34	chrI	+	158966	159793	12.338508	2.477630	4.203923
YAR009C	-	chrI	-	160597	164187	656.708984	131.870239	223.751022
YAR010C	-	chrI	-	164544	165866	1075.937256	216.053238	366.588654
YNCA0004W_tRNA	TGA1	chrI	+	166267	166339	23.164383	4.651516	7.892467
YAR014C	BUD14	chrI	-	166565	169019	154.029236	30.929789	52.480167
YAR014C_id001	BUD14	chrI	-	166742	168871	17.243763	3.462628	5.875219
YAR015W	ADE1	chrI	+	169272	170638	297.055542	59.650143	101.211472
YAR015W_id001	ADE1	chrI	+	169375	170295	100.430344	20.166882	34.218189
YAR018C	KIN3	chrI	-	170177	171715	73.323807	14.723763	24.982569
YAR018C_id001	KIN3	chrI	-	170396	171703	3.071395	0.616750	1.046472
YAR019C_id001	CDC15	chrI	-	172211	175135	49.524929	9.944837	16.873919
YAR019W-A_mRNA	-	chrI	+	174998	175330	4.593307	0.922358	1.565012
YAR020C_mRNA	PAU7	chrI	-	176856	177023	25.345238	5.089442	8.635519
YAR023C	DFP1	chrI	-	179245	180697	30.258184	6.075985	10.309437
YAR023C_id002	DFP1	chrI	-	179281	179820	0.362698	0.072831	0.123577
YNCA0005W_tRNA	SUP56	chrI	+	181141	181254	0.000000	0.000000	0.000000
YNCA0006C_tRNA	-	chrI	-	182522	182603	5.719512	1.148505	1.948727
YAR027W	UIP3	chrI	+	183671	184687	195.108368	39.178673	66.476471
YAR027W_id003	UIP3	chrI	+	183770	184477	1.327381	0.266544	0.452259
YAR028W	KTD1	chrI	+	184832	185977	19.651571	3.946127	6.695598
YAR028W_id002	KTD1	chrI	+	184892	185596	2.034953	0.408628	0.693340
YAR029W	DFP2	chrI	+	185009	186754	83.919373	16.851402	28.592644
YAR029W_id003	DFP2	chrI	+	186321	186545	0.167521	0.033639	0.057077
YAR030C_id001	-	chrI	-	186512	186853	5.009731	1.005977	1.706894
YAR031W_mRNA	PRM9	chrI	+	186836	187732	92.950310	18.664856	31.669626
YAR033W	MST28	chrI	+	188043	189258	51.064518	10.253994	17.398479
YAR033W_id003	MST28	chrI	+	188107	188811	3.273118	0.657257	1.115203
YAR035W_id001	YAT1	chrI	+	190193	192256	18.846415	3.784448	6.421268
YAR035C-A_mRNA	-	chrI	-	192337	192417	3.000000	0.602414	1.022147
YAR042W	SWH1	chrI	+	192583	196349	195.193268	39.195721	66.505402
YAR042W_id002	SWH1	chrI	+	192619	196185	0.624043	0.125311	0.212621
YAR047C_mRNA	-	chrI	-	201467	201787	20.174456	4.051125	6.873753
YAR050W_mRNA	FLO1	chrI	+	203403	208016	22.284136	4.474759	7.592554
YAR053W_id001	-	chrI	+	208367	208663	10.848485	2.178427	3.696249
YAR060C_mRNA	-	chrI	-	217157	217492	11.467262	2.302680	3.907076
YAR064W_mRNA	-	chrI	+	220198	220497	28.286667	5.680095	9.637710
YAR066W_mRNA	-	chrI	+	221049	221660	22.828432	4.584056	7.778004
YAR068W_mRNA	-	chrI	+	222406	222891	26.584364	5.338264	9.057709
YAR069C_mRNA	-	chrI	-	224011	224304	6.391157	1.283374	2.177567
YAR070C_mRNA	-	chrI	-	224563	224862	2.656667	0.533471	0.905168
YAR071W_mRNA	PHO11	chrI	+	225460	226863	27.852564	5.592925	9.489804
YAR073W_mRNA	IMD1	chrI	+	227742	228953	6.103647	1.225641	2.079608
YAR075W_mRNA	-	chrI	+	228844	229317	2.125277	0.426766	0.724115
YBL113C_mRNA	-	chrII	-	280	2658	47.028557	9.443554	16.023365
YBL113W-A_mRNA	-	chrII	+	646	1128	0.000000	0.000000	0.000000
YBL112C_mRNA	-	chrII	-	2582	2899	35.937305	7.216379	12.244402
YBL111C_mRNA	-	chrII	-	2907	5009	29.713573	5.966624	10.123879
YBL108C-A_mRNA	PAU9	chrII	-	7605	7733	6.767442	1.358934	2.305773
YBL107W-A_mRNA	-	chrII	+	9268	9372	2.114286	0.424558	0.720370
YNCB0001W_tRNA	-	chrII	+	9583	9666	4.797619	0.963384	1.634624
YBL107C	MIX23	chrII	-	9730	10551	94.070930	18.889883	32.051437
YBL107C_id001	MIX23	chrII	-	9961	10551	44.200848	8.875737	15.059920
YBL106C_mRNA	SRO77	chrII	-	10847	13879	65.447746	13.142214	22.299072
YBL105C	PKC1	chrII	-	14104	17962	167.661713	33.667255	57.124969
YBL105C_id001	PKC1	chrII	-	14241	17696	4.404060	0.884356	1.500532
YBL104C_id001	SEA4	chrII	-	18177	21293	113.292587	22.749681	38.600555
YBL103C	RTG3	chrII	-	21573	23790	48.134426	9.665618	16.400152
YBL103C_id003	RTG3	chrII	-	22076	23536	10.531719	2.114818	3.588321
YBL102W	SFT2	chrII	+	23879	24938	204.992966	41.163548	69.844307
YBL102W_id002	SFT2	chrII	+	24098	24745	60.585587	12.165869	20.642458
YBL101C_id001	ECM21	chrII	-	24946	28299	129.479721	26.000134	44.115765
YBL100W-C_id001	-	chrII	+	28427	28546	75.441666	15.149039	25.704155
YBL100W-A	-	chrII	+	29935	31251	10.686063	2.145811	3.640909
YBL100W-B	-	chrII	+	29935	35248	153.042053	30.731560	52.143822
YNCB0002W_tRNA	-	chrII	+	36398	36488	0.000000	0.000000	0.000000
YBL099W	ATP1	chrII	+	36702	38982	620.138123	124.526634	211.290756
YBL100C_mRNA	-	chrII	-	36989	37303	0.000000	0.000000	0.000000
YBL099W_id001	ATP1	chrII	+	37053	38690	0.799700	0.160583	0.272470
YBL098W_mRNA	BNA4	chrII	+	39145	40527	76.268982	15.315167	25.986036
YBL097W_mRNA	BRN1	chrII	+	40831	43095	30.479029	6.120331	10.384682
YBL096C_id001	-	chrII	-	43174	43482	19.391251	3.893854	6.606902
YBL095W_id001	MRX3	chrII	+	43277	44089	13.321404	2.675000	4.538811
YBL095W	MRX3	chrII	+	43277	44341	71.974655	14.452847	24.522892
YBL094C_mRNA	-	chrII	-	43765	44097	5.594483	1.123398	1.906128
YBL093C	ROX3	chrII	-	43818	44998	197.477203	39.654346	67.283569
YBL093C_id001	ROX3	chrII	-	44256	44918	46.807308	9.399126	15.947982
YBL092W	RPL32	chrII	+	45281	46514	446.985016	89.756676	152.294785
YBL092W_id002	RPL32	chrII	+	45645	46370	1886.741211	378.866455	642.842285
YBL091C-A	SCS22	chrII	-	46322	47185	122.660858	24.630873	41.792473
YBL091C-A_id002	SCS22	chrII	-	46565	47180	0.000000	0.000000	0.000000
YBL091C	MAP2	chrII	-	47010	48636	232.624542	46.712093	79.258820
YBL091C_id002	MAP2	chrII	-	47363	48628	186.080765	37.365887	63.400631
YBL090W	MRP21	chrII	+	48785	49577	100.749672	20.231005	34.326988
YBL090W_id001	MRP21	chrII	+	48825	49358	92.656662	18.605890	31.569574
YBL089W	AVT5	chrII	+	49558	51234	78.018105	15.666399	26.581989
YBL089W_id001	AVT5	chrII	+	49574	50953	18.887194	3.792637	6.435163
YBL088C_mRNA	TEL1	chrII	-	51019	59382	70.855347	14.228085	24.141523
YBL087C	RPL23A	chrII	-	59593	60845	760.915405	152.795380	259.255768
YBL087C_id002	RPL23A	chrII	-	59822	60739	0.000000	0.000000	0.000000
YBL086C_id001	-	chrII	-	61202	62602	63.612419	12.773671	21.673746
YBL085W	BOI1	chrII	+	63674	66938	65.837349	13.220448	22.431814
YBL085W_id002	BOI1	chrII	+	63876	66818	29.736002	5.971128	10.131521
YBL084C_mRNA	CDC27	chrII	-	67169	69445	70.624069	14.181643	24.062727
YBL083C	-	chrII	-	69698	71093	5.281793	1.060609	1.799590
YBL083C_id002	-	chrII	-	69713	70138	0.228539	0.045892	0.077867
YBL082C	ALG3	chrII	-	69715	71173	27.342548	5.490511	9.316034
YBL082C_id001	ALG3	chrII	-	69751	71127	51.879066	10.417560	17.676010
YBL081W	-	chrII	+	71317	73109	22.258520	4.469615	7.583826
YBL081W_id002	-	chrII	+	71866	72972	2.959673	0.594316	1.008407
YBL080C	PET112	chrII	-	72946	74748	29.170689	5.857610	9.938910
YBL080C_id002	PET112	chrII	-	73070	74695	20.704403	4.157541	7.054314
YBL079W_mRNA	NUP170	chrII	+	75259	79767	240.732529	48.340218	82.021339
YBL078C	ATG8	chrII	-	79897	80775	75.075226	15.075456	25.579304
YBL078C_id001	ATG8	chrII	-	80378	80731	34.881008	7.004269	11.884505
YBL077W_mRNA	-	chrII	+	80897	81328	3.571820	0.717238	1.216975
YBL076C	ILS1	chrII	-	80947	84307	561.655212	112.782990	191.364731
YBL076C_id001	ILS1	chrII	-	81043	84261	671.314331	134.803055	228.727280
YBL075C	SSA3	chrII	-	84418	86984	386.728577	77.656906	131.764481
YBL075C_id002	SSA3	chrII	-	84499	86448	270.228699	54.263187	92.071144
YBL074C	AAR2	chrII	-	86433	87808	32.135330	6.452924	10.949010
YBL074C_id002	AAR2	chrII	-	86722	87789	5.986961	1.202210	2.039851
YBL073W_mRNA	-	chrII	+	87646	87957	36.396336	7.308554	12.400801
YNCB0003W_snoRNA	SNR56	chrII	+	88190	88277	42.980820	8.630750	14.644238
YBL072C	RPS8A	chrII	-	88246	89465	1700.920166	341.552704	579.530151
YBL072C_id001	RPS8A	chrII	-	88523	89440	0.000000	0.000000	0.000000
YBL071C-B_mRNA	-	chrII	-	89458	89556	4.272800	0.857998	1.455810
YBL071W-A	KTI11	chrII	+	89935	90746	241.666626	48.527786	82.339600
YBL071W-A_id003	KTI11	chrII	+	89978	90226	77.207321	15.503592	26.305742
YBL071C_id001	-	chrII	-	90223	90531	4.941139	0.992204	1.683523
YBL070C_mRNA	-	chrII	-	90605	90925	14.729201	2.957693	5.018469
YBL069W_id001	AST1	chrII	+	90741	92030	103.546539	20.792627	35.279926
YBL068W-A	-	chrII	+	91120	92228	96.646362	19.407042	32.928928
YBL068W-A_id001	-	chrII	+	91794	92030	0.195687	0.039295	0.066674
YBL068W	PRS4	chrII	+	92356	93912	134.537628	27.015783	45.839077
YBL068W_id002	PRS4	chrII	+	92414	93394	95.345360	19.145794	32.485657
YBL067C_mRNA	UBP13	chrII	-	93639	95882	249.466187	50.093979	84.997032
YBL066C_mRNA	SEF1	chrII	-	96669	100115	62.548100	12.559951	21.311117
YBL065W_mRNA	-	chrII	+	99963	100307	2.517996	0.505625	0.857921
YBL064C	PRX1	chrII	-	100306	101420	271.043793	54.426861	92.348869
YBL064C_id002	PRX1	chrII	-	100371	101156	324.369141	65.134842	110.517647
YBL063W_mRNA	KIP1	chrII	+	101886	105221	44.741646	8.984331	15.244178
YBL061C	SKT5	chrII	-	105195	107514	129.780380	26.060507	44.218208
YBL062W_mRNA	-	chrII	+	105308	105688	8.480022	1.702828	2.889276
YBL061C_id002	SKT5	chrII	-	105316	107406	30.615732	6.147782	10.431259
YBL060W	YEL1	chrII	+	107701	110033	41.044567	8.241940	13.984527
YBL060W_id004	YEL1	chrII	+	107932	109995	12.713090	2.552848	4.331549
YBL059C-A	CMC2	chrII	-	109917	111201	90.491333	18.171082	30.831814
YBL059C-A_id001	CMC2	chrII	-	110125	110539	0.000000	0.000000	0.000000
YBL059W_mRNA	IAI11	chrII	+	110594	111244	6.867413	1.379009	2.339835
YBL058W_id001	SHP1	chrII	+	111437	112708	784.494141	157.530090	267.289429
YBL057C	PTH2	chrII	-	112277	113442	344.481232	69.173439	117.370140
YBL057C_id001	PTH2	chrII	-	112801	113427	0.405588	0.081444	0.138190
YBL056W	PTC3	chrII	+	113626	115581	331.719635	66.610855	113.022072
YBL056W_id001	PTC3	chrII	+	113762	115168	98.674538	19.814308	33.619957
YBL055C	-	chrII	-	115477	117224	167.642624	33.663422	57.118465
YBL055C_id003	-	chrII	-	115573	116829	58.000790	11.646830	19.761776
YBL054W	TOD6	chrII	+	117412	119359	123.544960	24.808405	42.093700
YBL054W_id001	TOD6	chrII	+	117589	119166	48.901997	9.819750	16.661674
YBL053W_mRNA	-	chrII	+	119335	119709	3.312720	0.665210	1.128695
YBL052C_id001	SAS3	chrII	-	119379	121874	60.590462	12.166847	20.644117
YBL051C	PIN4	chrII	-	122304	124824	146.113144	29.340204	49.783031
YBL051C_id001	PIN4	chrII	-	122753	124759	0.942593	0.189277	0.321156
YBL050W	SEC17	chrII	+	125048	126230	281.601013	56.546799	95.945877
YBL050W_id002	SEC17	chrII	+	125125	126119	0.000000	0.000000	0.000000
YBL049W_id001	MOH1	chrII	+	126828	127244	82.206238	16.507397	28.008953
YBL048W_mRNA	RRT1	chrII	+	127299	127610	40.798073	8.192444	13.900541
YBL047C	EDE1	chrII	-	127672	132169	350.171753	70.316124	119.308990
YBL047C_id002	EDE1	chrII	-	127895	132040	145.067429	29.130217	49.426743
YBL046W	PSY4	chrII	+	132406	133937	29.430029	5.909687	10.027271
YBL046W_id003	PSY4	chrII	+	132424	133749	20.831354	4.183033	7.097568
YBL045C	COR1	chrII	-	133932	135777	217.497467	43.674507	74.104790
YBL045C_id001	COR1	chrII	-	134143	135516	78.167038	15.696307	26.632734
YBL044W_mRNA	-	chrII	+	135998	136366	2.794038	0.561056	0.951972
YBL043W	ECM13	chrII	+	136557	137655	58.420441	11.731097	19.904758
YBL043W_id001	ECM13	chrII	+	136688	137461	19.766069	3.969119	6.734609
YBL042C	FUI1	chrII	-	138180	140319	193.373444	38.830292	65.885353
YBL042C_id001	FUI1	chrII	-	138341	140260	76.654099	15.392502	26.117250
YBL041W	PRE7	chrII	+	141010	142040	473.787109	95.138664	161.426682
YBL041W_id001	PRE7	chrII	+	141247	141972	579.469116	116.360107	197.434189
YBL040C	ERD2	chrII	-	142012	143165	283.787262	56.985809	96.690758
YBL040C_id001	ERD2	chrII	-	142112	142868	0.000000	0.000000	0.000000
YBL039W-B	MIN6	chrII	+	143099	143749	57.052006	11.456309	19.438511
YBL039W-B_id002	MIN6	chrII	+	143393	143572	0.186783	0.037507	0.063640
YBL039C-A	-	chrII	-	143808	145725	730.326965	146.653061	248.833832
YBL039C_id001	URA7	chrII	-	143989	145728	61.112499	12.271676	20.821985
YBL039C-A_id002	-	chrII	-	144948	145031	15.048798	3.021869	5.127361
YBL038W_id001	MRPL16	chrII	+	146187	146885	244.085831	49.013577	83.163857
YBL037W_mRNA	APL3	chrII	+	147209	150286	72.642624	14.586979	24.750479
YBL036C	-	chrII	-	150310	152281	120.926880	24.282682	41.201679
YBL036C_id002	-	chrII	-	150447	151220	179.011642	35.946377	60.992069
YBL035C	POL12	chrII	-	151364	153703	29.674385	5.958755	10.110528
YBL035C_id002	POL12	chrII	-	151493	153610	34.847069	6.997454	11.872941
YBL034C_mRNA	STU1	chrII	-	153848	158389	69.131882	13.882004	23.554314
YBL033C_id001	RIB1	chrII	-	158656	159693	258.507721	51.909557	88.077629
YBL032W	HEK2	chrII	+	160086	161535	255.749435	51.355682	87.137833
YBL032W_id001	HEK2	chrII	+	160184	161329	53.380722	10.719098	18.187649
YBL031W	SHE1	chrII	+	161665	162887	26.625916	5.346608	9.071866
YBL031W_id002	SHE1	chrII	+	161699	162715	4.713851	0.946563	1.606083
YBL030C	PET9	chrII	-	162718	164145	251.666748	50.535858	85.746803
YBL030C_id001	PET9	chrII	-	163041	163997	52.917904	10.626163	18.029959
YBL029C-A	-	chrII	-	164358	166047	33.553524	6.737705	11.432211
YBL029C-A_id002	-	chrII	-	164488	164772	38.998402	7.831061	13.287365
YBL029W_mRNA	-	chrII	+	166134	167264	41.413094	8.315943	14.110088
YBL028C	-	chrII	-	167221	167885	268.301514	53.876198	91.414528
YBL028C_id002	-	chrII	-	167518	167838	39.019569	7.835312	13.294578
YBL027W	RPL19B	chrII	+	168404	169761	1606.223877	322.537262	547.265625
YBL027W_id001	RPL19B	chrII	+	168423	169376	0.000000	0.000000	0.000000
YBL026W	LSM2	chrII	+	170581	171530	142.404755	28.595539	48.519527
YBL026W_id002	LSM2	chrII	+	170623	171038	0.000000	0.000000	0.000000
YBL025W	RRN10	chrII	+	171423	172503	50.676636	10.176105	17.266323
YBL025W_id001	RRN10	chrII	+	171481	171918	0.303761	0.060997	0.103496
YBL024W	NCL1	chrII	+	172504	174868	242.976089	48.790737	82.785759
YBL024W_id002	NCL1	chrII	+	172534	174588	167.186996	33.571930	56.963223
YBL023C	MCM2	chrII	-	174746	177643	51.668884	10.375354	17.604397
