Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL045C_mRNA	-	chrI	-	57488	57796	70.034698	12.782224	23.225786
YAL044W-A_id001	BOL1	chrI	+	57518	57850	113.156006	20.652411	37.526218
YAL044C	GCV3	chrI	-	57756	58476	589.647644	107.618195	195.546356
YAL044C_id001	GCV3	chrI	-	57950	58462	222.279434	40.568825	73.715103
YAL043C	PTA1	chrI	-	58499	61068	96.678345	17.645027	32.061687
YAL043C_id002	PTA1	chrI	-	58695	61052	121.281021	22.135328	40.220737
YAL042C-A_mRNA	-	chrI	-	61231	61608	0.279346	0.050984	0.092640
YAL042W	ERV46	chrI	+	61269	62680	464.583008	84.792305	154.070862
YAL042W_id005	ERV46	chrI	+	61316	62563	582.730957	106.355812	193.252563
YAL041W	CDC24	chrI	+	62773	65463	118.337257	21.598055	39.244488
YAL041W_id001	CDC24	chrI	+	62840	65404	97.947159	17.876602	32.482468
YAL040C	CLN3	chrI	-	65596	67848	118.545494	21.636061	39.313549
YAL040C_id001	CLN3	chrI	-	65778	67836	0.000000	0.000000	0.000000
YAL039C	CYC3	chrI	-	68629	69642	172.896957	31.555895	57.338264
YAL039C_id001	CYC3	chrI	-	68716	69525	90.840126	16.579479	30.125546
YAL038W	CDC19	chrI	+	71644	73448	5598.198730	1021.742493	1856.545044
YAL038W_id001	CDC19	chrI	+	71786	73288	14745.544922	2691.249512	4890.103027
YAL037C-B_mRNA	-	chrI	-	72326	73300	0.000000	0.000000	0.000000
YAL037C-A_id001	-	chrI	-	73426	73518	0.000000	0.000000	0.000000
YAL037W	-	chrI	+	73453	76400	247.622131	45.194187	82.119568
YAL037W_id002	-	chrI	+	74020	74823	0.128370	0.023429	0.042572
YAL036C	RBG1	chrI	-	74778	76207	0.000000	0.000000	0.000000
YAL036C_id001	RBG1	chrI	-	75043	76152	0.000000	0.000000	0.000000
YAL035W	FUN12	chrI	+	76365	79559	340.493500	62.144394	112.918739
YAL035W_id002	FUN12	chrI	+	76427	79435	225.758957	41.203880	74.869026
YAL034C-B_id001	-	chrI	-	79489	79842	0.906528	0.165453	0.300634
YAL034W-A	MTW1	chrI	+	79674	80744	17.040802	3.110163	5.651285
YAL034W-A_id002	MTW1	chrI	+	79718	80587	21.704597	3.961365	7.197952
YAL034C	FUN19	chrI	-	80549	82586	83.102509	15.167265	27.559500
YAL034C_id001	FUN19	chrI	-	80710	81951	0.885514	0.161618	0.293665
YAL033W	POP5	chrI	+	82701	83397	137.016495	25.007252	45.439133
YAL033W_id001	POP5	chrI	+	82706	83227	59.694427	10.894993	19.796618
YAL032C	PRP45	chrI	-	83192	84504	96.313004	17.578348	31.940529
YAL032C_id001	PRP45	chrI	-	83335	84474	43.525478	7.943953	14.434467
YAL031C	GIP4	chrI	-	84587	87031	48.488083	8.849692	16.080229
YAL031W-A_mRNA	-	chrI	+	84669	84977	0.000000	0.000000	0.000000
YAL031C_id001	GIP4	chrI	-	84749	87031	36.612194	6.682191	12.141797
YAL030W	SNC1	chrI	+	87264	88013	198.363998	36.203953	65.783966
YAL030W_id001	SNC1	chrI	+	87286	87752	0.000000	0.000000	0.000000
YAL029C_mRNA	MYO4	chrI	-	87855	92270	302.200623	55.155457	100.219566
YAL028W	FRT2	chrI	+	92852	94566	23.072956	4.211108	7.651744
YAL028W_id001	FRT2	chrI	+	92900	94486	7.312460	1.334617	2.425050
YAL027W	SAW1	chrI	+	94595	95583	35.363441	6.454278	11.727669
YAL027W_id002	SAW1	chrI	+	94687	95472	22.737103	4.149810	7.540364
YAL026C-A_mRNA	-	chrI	-	95386	95823	33.779964	6.165273	11.202537
YAL026C_mRNA	DRS2	chrI	-	95630	99697	263.590424	48.108604	87.415169
YNCA0001W_ncRNA	HRA1	chrI	+	99305	99868	47.463974	8.662779	15.740600
YAL025C	MAK16	chrI	-	99939	101168	186.280060	33.998482	61.776539
YAL025C_id002	MAK16	chrI	-	100225	101145	42.738899	7.800393	14.173612
YAL024C_mRNA	LTE1	chrI	-	101565	105872	96.719360	17.652514	32.075291
YAL023C	PMT2	chrI	-	106143	108671	857.367615	156.480499	284.331024
YAL023C_id001	PMT2	chrI	-	106272	108551	353.864075	64.584694	117.352852
YAL022C	FUN26	chrI	-	108732	110471	133.608978	24.385338	44.309090
YAL022C_id002	FUN26	chrI	-	108877	110430	84.078117	15.345325	27.883043
YAL021C	CCR4	chrI	-	110536	113403	190.831635	34.829201	63.285988
YAL021C_id001	CCR4	chrI	-	110846	113359	100.100990	18.269703	33.196751
YAL020C	ATS1	chrI	-	113468	114624	105.484039	19.252180	34.981945
YAL020C_id002	ATS1	chrI	-	113614	114615	58.025864	10.590459	19.243267
YAL019W-A_mRNA	-	chrI	+	114250	114819	13.857997	2.529261	4.595763
YAL019W_id001	FUN30	chrI	+	114919	118314	251.194641	45.846218	83.304329
YAL018C_id001	LDS1	chrI	-	118564	119541	3.141104	0.573291	1.041692
YAL017W_mRNA	PSK1	chrI	+	120225	124295	154.503311	28.198820	51.238331
YAL016C-B_mRNA	-	chrI	-	124307	124492	22.575270	4.120274	7.486695
YAL016C-A_mRNA	-	chrI	-	124755	125069	7.009965	1.279408	2.324733
YAL016W	TPD3	chrI	+	124786	126883	315.548462	57.591610	104.646149
YAL016W_id002	TPD3	chrI	+	124879	126786	47.678383	8.701911	15.811706
YAL015C	NTG1	chrI	-	126756	128110	56.099693	10.238908	18.604486
YAL015C_id002	NTG1	chrI	-	126903	128102	103.467934	18.884214	34.313339
YAL014C	SYN8	chrI	-	128031	129072	134.536987	24.554710	44.616848
YAL014C_id005	SYN8	chrI	-	128252	129019	91.258606	16.655857	30.264328
YAL013W	DEP1	chrI	+	129194	130583	50.164703	9.155697	16.636250
YAL013W_id002	DEP1	chrI	+	129270	130487	13.116636	2.393953	4.349904
YAL012W	CYS3	chrI	+	130686	132100	1155.982300	210.981476	383.361389
YAL012W_id001	CYS3	chrI	+	130799	131983	414.707214	75.689346	137.530426
YAL011W	SWC3	chrI	+	132169	134210	28.553410	5.211360	9.469241
YAL011W_id003	SWC3	chrI	+	132199	134076	36.728901	6.703492	12.180500
YAL010C	MDM10	chrI	-	134001	135688	53.285931	9.725360	17.671350
YAL010C_id004	MDM10	chrI	-	134184	135665	25.449013	4.644769	8.439721
YAL009W	SPO7	chrI	+	135408	136766	73.719971	13.454832	24.447943
YAL009W_id006	SPO7	chrI	+	135854	136633	80.945564	14.773595	26.844187
YAL008W	FUN14	chrI	+	136815	137718	139.633286	25.484850	46.306946
YAL008W_id001	FUN14	chrI	+	136914	137510	86.703194	15.824436	28.753603
YAL007C	ERP2	chrI	-	137408	138414	4.298230	0.784482	1.425433
YAL004W	-	chrI	+	137649	142140	5518.966797	1007.281677	1830.269165
YAL007C_id001	ERP2	chrI	-	137698	138345	0.293930	0.053646	0.097477
YNCA0002W_tRNA	TRN1	chrI	+	139152	139254	0.000000	0.000000	0.000000
YAL005C	SSA1	chrI	-	139381	141684	3.375912	0.616147	1.119562
YAL005C_id001	SSA1	chrI	-	139503	141431	87.890144	16.041069	29.147236
YAL004W_id002	-	chrI	+	140760	141407	0.184482	0.033670	0.061180
YAL003W	EFB1	chrI	+	142141	143496	3133.508545	571.905151	1039.173584
YAL003W_id001	EFB1	chrI	+	142174	143160	0.000000	0.000000	0.000000
YNCA0003W_snoRNA	SNR18	chrI	+	142367	142468	0.064377	0.011750	0.021350
YAL002W_id001	VPS8	chrI	+	143707	147531	191.902481	35.024643	63.641113
YAL001C_mRNA	TFC3	chrI	-	147594	151166	103.542351	18.897797	34.338017
YAR002W	NUP60	chrI	+	152215	154114	120.365631	21.968258	39.917164
YAR002W_id002	NUP60	chrI	+	152257	153876	87.364975	15.945219	28.973072
YAR002C-A	ERP1	chrI	-	153808	154750	444.305878	81.091469	147.346313
YAR002C-A_id001	ERP1	chrI	-	154065	154724	816.632751	149.045868	270.822021
YAR003W	SWD1	chrI	+	154958	156909	102.372444	18.684273	33.950039
YAR003W_id002	SWD1	chrI	+	155005	156285	42.332588	7.726236	14.038865
YAR007C	RFA1	chrI	-	156681	158698	101.279968	18.484882	33.587738
YAR007C_id001	RFA1	chrI	-	156754	158619	67.661285	12.349046	22.438688
YAR008W	SEN34	chrI	+	158847	159916	65.210236	11.901698	21.625839
YAR008W_id001	SEN34	chrI	+	158966	159793	32.966232	6.016757	10.932676
YAR009C	-	chrI	-	160597	164187	753.149475	137.459366	249.768906
YAR010C	-	chrI	-	164544	165866	1184.221436	216.135483	392.726410
YNCA0004W_tRNA	TGA1	chrI	+	166267	166339	11.273973	2.057644	3.738817
YAR014C	BUD14	chrI	-	166565	169019	185.102478	33.783558	61.386013
YAR014C_id001	BUD14	chrI	-	166742	168871	58.133514	10.610106	19.278969
YAR015W	ADE1	chrI	+	169272	170638	201.457458	36.768547	66.809853
YAR015W_id001	ADE1	chrI	+	169375	170295	74.301331	13.560939	24.640741
YAR018C	KIN3	chrI	-	170177	171715	106.214523	19.385502	35.224194
YAR018C_id001	KIN3	chrI	-	170396	171703	2.647539	0.483210	0.878010
YAR019C_id001	CDC15	chrI	-	172211	175135	72.764015	13.280358	24.130919
YAR019W-A_mRNA	-	chrI	+	174998	175330	4.304109	0.785555	1.427383
YAR020C_mRNA	PAU7	chrI	-	176856	177023	43.291668	7.901280	14.356928
YAR023C	DFP1	chrI	-	179245	180697	37.449398	6.834991	12.419441
YAR023C_id002	DFP1	chrI	-	179281	179820	0.377820	0.068957	0.125297
YNCA0005W_tRNA	SUP56	chrI	+	181141	181254	0.000000	0.000000	0.000000
YNCA0006C_tRNA	-	chrI	-	182522	182603	5.012195	0.914789	1.662207
YAR027W	UIP3	chrI	+	183671	184687	164.971466	30.109390	54.709915
YAR027W_id003	UIP3	chrI	+	183770	184477	5.932230	1.082707	1.967321
YAR028W	KTD1	chrI	+	184832	185977	13.663822	2.493821	4.531369
YAR028W_id002	KTD1	chrI	+	184892	185596	7.734941	1.411725	2.565158
YAR029W	DFP2	chrI	+	185009	186754	118.571045	21.640724	39.322021
YAR029W_id003	DFP2	chrI	+	186321	186545	2.115629	0.386129	0.701612
YAR030C_id001	-	chrI	-	186512	186853	10.577659	1.930557	3.507896
YAR031W_mRNA	PRM9	chrI	+	186836	187732	125.139931	22.839628	41.500477
YAR033W	MST28	chrI	+	188043	189258	69.104202	12.612396	22.917204
YAR033W_id003	MST28	chrI	+	188107	188811	0.516725	0.094309	0.171363
YAR035W_id001	YAT1	chrI	+	190193	192256	24.102713	4.399052	7.993245
YAR035C-A_mRNA	-	chrI	-	192337	192417	7.666667	1.399264	2.542516
YAR042W	SWH1	chrI	+	192583	196349	290.602112	53.038582	96.373131
YAR042W_id002	SWH1	chrI	+	192619	196185	0.678962	0.123919	0.225166
YAR047C_mRNA	-	chrI	-	201467	201787	34.171341	6.236704	11.332330
YAR050W_mRNA	FLO1	chrI	+	203403	208016	35.656265	6.507722	11.824779
YAR053W_id001	-	chrI	+	208367	208663	21.158249	3.861650	7.016764
YAR060C_mRNA	-	chrI	-	217157	217492	15.830358	2.889242	5.249863
YAR064W_mRNA	-	chrI	+	220198	220497	37.246666	6.797990	12.352207
YAR066W_mRNA	-	chrI	+	221049	221660	40.973858	7.478250	13.588265
YAR068W_mRNA	-	chrI	+	222406	222891	38.526749	7.031621	12.776725
YAR069C_mRNA	-	chrI	-	224011	224304	13.183674	2.406188	4.372136
YAR070C_mRNA	-	chrI	-	224563	224862	6.833333	1.247170	2.266156
YAR071W_mRNA	PHO11	chrI	+	225460	226863	34.910969	6.371696	11.577615
YAR073W_mRNA	IMD1	chrI	+	227742	228953	4.327403	0.789806	1.435108
YAR075W_mRNA	-	chrI	+	228844	229317	3.262000	0.595357	1.081785
YBL113C_mRNA	-	chrII	-	280	2658	72.037079	13.147683	23.889843
YBL113W-A_mRNA	-	chrII	+	646	1128	0.000000	0.000000	0.000000
YBL112C_mRNA	-	chrII	-	2582	2899	47.445873	8.659475	15.734597
YBL111C_mRNA	-	chrII	-	2907	5009	45.312374	8.270084	15.027061
YBL109W_mRNA	-	chrII	+	5790	6125	0.223214	0.040739	0.074025
YBL108C-A_mRNA	PAU9	chrII	-	7605	7733	3.573643	0.652235	1.185136
YBL107W-A_mRNA	-	chrII	+	9268	9372	2.733333	0.498868	0.906462
YNCB0001W_tRNA	-	chrII	+	9583	9666	3.250000	0.593166	1.077806
YBL107C	MIX23	chrII	-	9730	10551	65.763916	12.002751	21.809458
YBL107C_id001	MIX23	chrII	-	9961	10551	33.631229	6.138127	11.153211
YBL106C_mRNA	SRO77	chrII	-	10847	13879	110.370590	20.144035	36.602486
YBL105C	PKC1	chrII	-	14104	17962	207.974365	37.957966	68.971077
YBL105C_id001	PKC1	chrII	-	14241	17696	5.354432	0.977252	1.775704
YBL104C_id001	SEA4	chrII	-	18177	21293	124.172600	22.663078	41.179680
YBL103C	RTG3	chrII	-	21573	23790	63.188274	11.532664	20.955292
YBL103C_id003	RTG3	chrII	-	22076	23536	20.830532	3.801837	6.908083
YBL102W	SFT2	chrII	+	23879	24938	183.097290	33.417583	60.721027
YBL102W_id002	SFT2	chrII	+	24098	24745	61.262146	11.181121	20.316523
YBL101C_id001	ECM21	chrII	-	24946	28299	130.870605	23.885551	43.400959
YBL100W-C_id001	-	chrII	+	28427	28546	80.991669	14.782009	26.859478
YBL100W-A	-	chrII	+	29935	31251	20.551991	3.751000	6.815710
YBL100W-B	-	chrII	+	29935	35248	232.340988	42.405186	77.051842
YNCB0002W_tRNA	-	chrII	+	36398	36488	0.000000	0.000000	0.000000
YBL099W	ATP1	chrII	+	36702	38982	697.320496	127.269859	231.254196
YBL100C_mRNA	-	chrII	-	36989	37303	0.000000	0.000000	0.000000
YBL099W_id001	ATP1	chrII	+	37053	38690	1.011586	0.184627	0.335475
YBL098W_mRNA	BNA4	chrII	+	39145	40527	151.866226	27.717518	50.363789
YBL097W_mRNA	BRN1	chrII	+	40831	43095	49.884327	9.104525	16.543268
YBL096C_id001	-	chrII	-	43174	43482	24.603142	4.490386	8.159204
YBL095W_id001	MRX3	chrII	+	43277	44089	22.653160	4.134490	7.512526
YBL095W	MRX3	chrII	+	43277	44341	100.468483	18.336777	33.318623
YBL094C_mRNA	-	chrII	-	43765	44097	3.675123	0.670757	1.218791
YBL093C	ROX3	chrII	-	43818	44998	224.275635	40.933155	74.377106
YBL093C_id001	ROX3	chrII	-	44256	44918	38.798378	7.081197	12.866805
YBL092W	RPL32	chrII	+	45281	46514	664.057007	121.198853	220.222946
YBL092W_id002	RPL32	chrII	+	45645	46370	3409.180176	622.218750	1130.595215
YBL091C-A	SCS22	chrII	-	46322	47185	125.296104	22.868134	41.552269
YBL091C-A_id002	SCS22	chrII	-	46565	47180	0.000000	0.000000	0.000000
YBL091C	MAP2	chrII	-	47010	48636	270.815491	49.427273	89.811241
YBL091C_id002	MAP2	chrII	-	47363	48628	234.087326	42.723915	77.630981
YBL090W	MRP21	chrII	+	48785	49577	97.685799	17.828901	32.395794
YBL090W_id001	MRP21	chrII	+	48825	49358	105.000237	19.163879	34.821499
YBL089W	AVT5	chrII	+	49558	51234	103.734138	18.932800	34.401619
YBL089W_id001	AVT5	chrII	+	49574	50953	19.077021	3.481799	6.326561
YBL088C_mRNA	TEL1	chrII	-	51019	59382	115.301109	21.043919	38.237606
YBL087C	RPL23A	chrII	-	59593	60845	1532.098022	279.627380	508.093628
YBL087C_id002	RPL23A	chrII	-	59822	60739	0.000000	0.000000	0.000000
YBL086C_id001	-	chrII	-	61202	62602	82.800140	15.112079	27.459225
YBL085W	BOI1	chrII	+	63674	66938	103.891388	18.961500	34.453766
YBL085W_id002	BOI1	chrII	+	63876	66818	61.652267	11.252323	20.445900
YBL084C_mRNA	CDC27	chrII	-	67169	69445	81.219147	14.823528	26.934914
YBL083C	-	chrII	-	69698	71093	16.372887	2.988260	5.429783
YBL083C_id002	-	chrII	-	69713	70138	0.134380	0.024526	0.044565
YBL082C	ALG3	chrII	-	69715	71173	59.460411	10.852282	19.719009
YBL082C_id001	ALG3	chrII	-	69751	71127	114.006142	20.807570	37.808151
YBL081W	-	chrII	+	71317	73109	21.003456	3.833398	6.965430
YBL081W_id002	-	chrII	+	71866	72972	10.456782	1.908496	3.467810
YBL080C	PET112	chrII	-	72946	74748	37.137245	6.778019	12.315920
YBL080C_id002	PET112	chrII	-	73070	74695	24.405096	4.454240	8.093525
YBL079W_mRNA	NUP170	chrII	+	75259	79767	392.290100	71.597931	130.096176
YBL078C	ATG8	chrII	-	79897	80775	33.396217	6.095234	11.075274
YBL078C_id001	ATG8	chrII	-	80378	80731	14.451200	2.637528	4.792489
YBL077W_mRNA	-	chrII	+	80897	81328	2.511988	0.458470	0.833057
YBL076C	ILS1	chrII	-	80947	84307	654.679382	119.487320	217.113007
YBL076C_id001	ILS1	chrII	-	81043	84261	949.450500	173.286789	314.868713
YBL075C	SSA3	chrII	-	84418	86984	128.370087	23.429174	42.571705
YBL075C_id002	SSA3	chrII	-	84499	86448	9.902029	1.807246	3.283835
YBL074C	AAR2	chrII	-	86433	87808	40.614388	7.412642	13.469054
YBL074C_id002	AAR2	chrII	-	86722	87789	10.125721	1.848073	3.358019
YBL073W_mRNA	-	chrII	+	87646	87957	39.991554	7.298967	13.262503
YNCB0003W_snoRNA	SNR56	chrII	+	88190	88277	49.143700	8.969351	16.297651
YBL072C	RPS8A	chrII	-	88246	89465	2863.085449	522.549500	949.492432
YBL072C_id001	RPS8A	chrII	-	88523	89440	0.000000	0.000000	0.000000
YBL071C-B_mRNA	-	chrII	-	89458	89556	7.091041	1.294205	2.351620
YBL071W-A	KTI11	chrII	+	89935	90746	388.481995	70.902908	128.833282
YBL071W-A_id003	KTI11	chrII	+	89978	90226	146.021851	26.650845	48.425606
YBL071C_id001	-	chrII	-	90223	90531	3.153496	0.575553	1.045802
YBL070C_mRNA	-	chrII	-	90605	90925	4.821255	0.879940	1.598885
YBL069W_id001	AST1	chrII	+	90741	92030	175.875931	32.099594	58.326191
YBL068W-A	-	chrII	+	91120	92228	46.261505	8.443314	15.341822
YBL068W-A_id001	-	chrII	+	91794	92030	0.165221	0.030155	0.054793
YBL068W	PRS4	chrII	+	92356	93912	169.440002	30.924955	56.191826
YBL068W_id002	PRS4	chrII	+	92414	93394	140.145126	25.578270	46.476688
YBL067C_mRNA	UBP13	chrII	-	93639	95882	299.651306	54.690174	99.374130
YBL066C_mRNA	SEF1	chrII	-	96669	100115	88.519424	16.155922	29.355925
YBL065W_mRNA	-	chrII	+	99963	100307	5.674398	1.035650	1.881815
YBL064C	PRX1	chrII	-	100306	101420	192.257812	35.089497	63.758953
YBL064C_id002	PRX1	chrII	-	100371	101156	276.533630	50.470905	91.707565
YBL063W_mRNA	KIP1	chrII	+	101886	105221	65.351242	11.927433	21.672602
YBL061C	SKT5	chrII	-	105195	107514	156.973984	28.649750	52.057686
YBL062W_mRNA	-	chrII	+	105308	105688	11.693605	2.134232	3.877980
YBL061C_id002	SKT5	chrII	-	105316	107406	47.486549	8.666900	15.748086
YBL060W	YEL1	chrII	+	107701	110033	62.063377	11.327356	20.582237
YBL060W_id004	YEL1	chrII	+	107932	109995	6.104917	1.114225	2.024589
YBL059C-A	CMC2	chrII	-	109917	111201	110.816467	20.225414	36.750351
YBL059C-A_id001	CMC2	chrII	-	110125	110539	0.000000	0.000000	0.000000
YBL059W_mRNA	IAI11	chrII	+	110594	111244	6.696654	1.222224	2.220829
YBL058W_id001	SHP1	chrII	+	111437	112708	467.640472	85.350334	155.084824
YBL057C	PTH2	chrII	-	112277	113442	411.394592	75.084747	136.431854
YBL057C_id001	PTH2	chrII	-	112801	113427	0.917354	0.167429	0.304224
YBL056W	PTC3	chrII	+	113626	115581	280.149933	51.130924	92.906837
YBL056W_id001	PTC3	chrII	+	113762	115168	124.456787	22.714947	41.273926
YBL055C	-	chrII	-	115477	117224	174.679871	31.881298	57.929535
YBL055C_id003	-	chrII	-	115573	116829	75.710075	13.818052	25.107927
YBL054W	TOD6	chrII	+	117412	119359	142.060089	25.927774	47.111755
YBL054W_id001	TOD6	chrII	+	117589	119166	74.983467	13.685436	24.866961
YBL053W_mRNA	-	chrII	+	119335	119709	0.834892	0.152378	0.276877
YBL052C_id001	SAS3	chrII	-	119379	121874	108.157829	19.740179	35.868660
YBL051C	PIN4	chrII	-	122304	124824	119.595871	21.827766	39.661888
YBL051C_id001	PIN4	chrII	-	122753	124759	11.916191	2.174856	3.951797
YBL050W	SEC17	chrII	+	125048	126230	209.589188	38.252693	69.506599
YBL050W_id002	SEC17	chrII	+	125125	126119	0.000000	0.000000	0.000000
YBL049W_id001	MOH1	chrII	+	126828	127244	149.923248	27.362900	49.719433
YBL048W_mRNA	RRT1	chrII	+	127299	127610	49.679485	9.067139	16.475336
YBL047C	EDE1	chrII	-	127672	132169	308.936859	56.384907	102.453529
YBL047C_id002	EDE1	chrII	-	127895	132040	165.955139	30.288923	55.036129
YBL046W	PSY4	chrII	+	132406	133937	28.064583	5.122143	9.307130
YBL046W_id003	PSY4	chrII	+	132424	133749	26.391443	4.816774	8.752263
YBL045C	COR1	chrII	-	133932	135777	256.036774	46.729965	84.910133
YBL045C_id001	COR1	chrII	-	134143	135516	93.523384	17.069208	31.015402
YBL044W_mRNA	-	chrII	+	135998	136366	3.888889	0.709772	1.289682
YBL043W	ECM13	chrII	+	136557	137655	23.127819	4.221121	7.669939
YBL043W_id001	ECM13	chrII	+	136688	137461	4.380528	0.799502	1.452726
YBL042C	FUI1	chrII	-	138180	140319	269.278503	49.146751	89.301521
YBL042C_id001	FUI1	chrII	-	138341	140260	103.102608	18.817537	34.192184
YBL041W	PRE7	chrII	+	141010	142040	274.684631	50.133438	91.094376
YBL041W_id001	PRE7	chrII	+	141247	141972	331.061493	60.422932	109.790779
YBL040C	ERD2	chrII	-	142012	143165	274.093048	50.025467	90.898186
YBL040C_id001	ERD2	chrII	-	142112	142868	0.000000	0.000000	0.000000
YBL039W-B	MIN6	chrII	+	143099	143749	52.005196	9.491610	17.246616
YBL039W-B_id002	MIN6	chrII	+	143393	143572	0.126522	0.023092	0.041959
YBL039C-A	-	chrII	-	143808	145725	1164.613892	212.556854	386.223907
YBL039C_id001	URA7	chrII	-	143989	145728	137.628983	25.119038	45.642254
YBL039C-A_id002	-	chrII	-	144948	145031	35.037155	6.394726	11.619462
YBL038W_id001	MRPL16	chrII	+	146187	146885	225.057220	41.075806	74.636307
YBL037W_mRNA	APL3	chrII	+	147209	150286	75.984077	13.868060	25.198797
YBL036C	-	chrII	-	150310	152281	128.580780	23.467628	42.641579
YBL036C_id002	-	chrII	-	150447	151220	220.370956	40.220505	73.082191
YBL035C	POL12	chrII	-	151364	153703	66.704941	12.174500	22.121531
YBL035C_id002	POL12	chrII	-	151493	153610	20.630791	3.765382	6.841842
YBL034C_mRNA	STU1	chrII	-	153848	158389	122.370979	22.334261	40.582203
YBL033C_id001	RIB1	chrII	-	158656	159693	267.473999	48.817406	88.703094
YBL032W	HEK2	chrII	+	160086	161535	328.170624	59.895313	108.832069
YBL032W_id001	HEK2	chrII	+	160184	161329	64.452515	11.763404	21.374554
YBL031W	SHE1	chrII	+	161665	162887	39.082031	7.132968	12.960876
YBL031W_id002	SHE1	chrII	+	161699	162715	19.376623	3.536480	6.425920
YBL030C	PET9	chrII	-	162718	164145	314.793549	57.453827	104.395790
YBL030C_id001	PET9	chrII	-	163041	163997	32.239799	5.884173	10.691768
YBL029C-A	-	chrII	-	164358	166047	42.949345	7.838802	14.243402
YBL029C-A_id002	-	chrII	-	164488	164772	34.096893	6.223117	11.307640
YBL029W_mRNA	-	chrII	+	166134	167264	73.303337	13.378791	24.309774
YBL028C	-	chrII	-	167221	167885	365.613068	66.729034	121.249199
YBL028C_id002	-	chrII	-	167518	167838	26.938457	4.916611	8.933670
YBL027W	RPL19B	chrII	+	168404	169761	2806.548096	512.230713	930.742737
YBL027W_id001	RPL19B	chrII	+	168423	169376	0.000000	0.000000	0.000000
YBL026W	LSM2	chrII	+	170581	171530	156.077698	28.486166	51.760448
YBL026W_id002	LSM2	chrII	+	170623	171038	0.000000	0.000000	0.000000
YBL025W	RRN10	chrII	+	171423	172503	68.950233	12.584295	22.866144
YBL025W_id001	RRN10	chrII	+	171481	171918	3.194008	0.582947	1.059237
YBL024W	NCL1	chrII	+	172504	174868	346.949463	63.322689	115.059746
YBL024W_id002	NCL1	chrII	+	172534	174588	249.992691	45.626846	82.905724
