Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAR008W	SEN34	chrI	+	158847	159916	53.715137	8.945877	15.148712
YAR008W_id001	SEN34	chrI	+	158966	159793	30.706291	5.113916	8.659771
YAR009C	-	chrI	-	160597	164187	788.898376	131.385452	222.484665
YAR010C	-	chrI	-	164544	165866	1551.260010	258.351410	437.485474
YNCA0004W_tRNA	TGA1	chrI	+	166267	166339	10.191781	1.697369	2.874280
YAR014C	BUD14	chrI	-	166565	169019	230.904373	38.455490	65.119522
YAR014C_id001	BUD14	chrI	-	166742	168871	7.152469	1.191193	2.017135
YAR015W	ADE1	chrI	+	169272	170638	282.134613	46.987526	79.567444
YAR015W_id001	ADE1	chrI	+	169375	170295	103.591621	17.252453	29.214851
YAR018C	KIN3	chrI	-	170177	171715	117.658821	19.595245	33.182076
YAR018C_id001	KIN3	chrI	-	170396	171703	2.162998	0.360232	0.610007
YAR019C_id001	CDC15	chrI	-	172211	175135	91.242607	15.195812	25.732189
YAR019W-A_mRNA	-	chrI	+	174998	175330	5.863019	0.976444	1.653485
YAR020C_mRNA	PAU7	chrI	-	176856	177023	40.791668	6.793564	11.504043
YAR023C	DFP1	chrI	-	179245	180697	61.568619	10.253819	17.363546
YAR023C_id002	DFP1	chrI	-	179281	179820	0.314443	0.052368	0.088679
YNCA0005W_tRNA	SUP56	chrI	+	181141	181254	9.000000	1.498886	2.538175
YNCA0006C_tRNA	-	chrI	-	182522	182603	5.146341	0.857087	1.451368
YAR027W	UIP3	chrI	+	183671	184687	366.138275	60.977741	103.258110
YAR027W_id003	UIP3	chrI	+	183770	184477	10.647442	1.773256	3.002785
YAR028W	KTD1	chrI	+	184832	185977	24.665157	4.107808	6.956054
YAR028W_id002	KTD1	chrI	+	184892	185596	25.302294	4.213919	7.135738
YAR029W	DFP2	chrI	+	185009	186754	148.300705	24.698437	41.823681
YAR029W_id003	DFP2	chrI	+	186321	186545	0.143913	0.023968	0.040586
YAR030C_id001	-	chrI	-	186512	186853	13.774009	2.293964	3.884538
YAR031W_mRNA	PRM9	chrI	+	186836	187732	164.770889	27.441429	46.468594
YAR033W	MST28	chrI	+	188043	189258	88.839645	14.795615	25.054506
YAR033W_id003	MST28	chrI	+	188107	188811	0.588647	0.098035	0.166010
YAR035W_id001	YAT1	chrI	+	190193	192256	30.254845	5.038731	8.532454
YAR035C-A_mRNA	-	chrI	-	192337	192417	14.753086	2.457022	4.160657
YAR042W	SWH1	chrI	+	192583	196349	330.165436	54.986721	93.113068
YAR042W_id002	SWH1	chrI	+	192619	196185	0.685111	0.114100	0.193215
YAR047C_mRNA	-	chrI	-	201467	201787	36.838005	6.135110	10.389033
YAR050W_mRNA	FLO1	chrI	+	203403	208016	43.971176	7.323089	12.400726
YAR053W_id001	-	chrI	+	208367	208663	31.077440	5.175728	8.764441
YAR060C_mRNA	-	chrI	-	217157	217492	15.645833	2.605703	4.412429
YAR064W_mRNA	-	chrI	+	220198	220497	42.846668	7.135810	12.083593
YAR066W_mRNA	-	chrI	+	221049	221660	40.571896	6.756963	11.442063
YAR068W_mRNA	-	chrI	+	222406	222891	53.290123	8.875093	15.028851
YAR069C_mRNA	-	chrI	-	224011	224304	14.901361	2.481717	4.202473
YAR070C_mRNA	-	chrI	-	224563	224862	7.406667	1.233528	2.088824
YAR071W_mRNA	PHO11	chrI	+	225460	226863	38.577637	6.424833	10.879642
YAR073W_mRNA	IMD1	chrI	+	227742	228953	4.671933	0.778077	1.317576
YAR075W_mRNA	-	chrI	+	228844	229317	1.708053	0.284464	0.481704
YBL113C_mRNA	-	chrII	-	280	2658	75.150688	12.515817	21.193954
YBL113W-A_mRNA	-	chrII	+	646	1128	0.000000	0.000000	0.000000
YBL112C_mRNA	-	chrII	-	2582	2899	51.127388	8.514905	14.418917
YBL111C_mRNA	-	chrII	-	2907	5009	47.167664	7.855442	13.302197
YBL109W_mRNA	-	chrII	+	5790	6125	0.172619	0.028748	0.048682
YBL108C-A_mRNA	PAU9	chrII	-	7605	7733	4.643411	0.773327	1.309532
YBL108W_mRNA	-	chrII	+	8177	8482	1.179739	0.196477	0.332709
YBL107W-A_mRNA	-	chrII	+	9268	9372	5.114286	0.851748	1.442328
YNCB0001W_tRNA	-	chrII	+	9583	9666	2.011905	0.335069	0.567396
YBL107C	MIX23	chrII	-	9730	10551	77.744522	12.947801	21.925465
YBL107C_id001	MIX23	chrII	-	9961	10551	44.969540	7.489360	12.682284
YBL106C_mRNA	SRO77	chrII	-	10847	13879	124.468185	20.729298	35.102448
YBL105C	PKC1	chrII	-	14104	17962	220.090759	36.654564	62.069870
YBL105C_id001	PKC1	chrII	-	14241	17696	0.645470	0.107498	0.182035
YBL104C_id001	SEA4	chrII	-	18177	21293	114.383705	19.049799	32.258427
YBL103C	RTG3	chrII	-	21573	23790	78.280457	13.037058	22.076611
YBL103C_id003	RTG3	chrII	-	22076	23536	20.701546	3.447696	5.838238
YBL102W	SFT2	chrII	+	23879	24938	194.229813	32.347603	54.776581
YBL102W_id002	SFT2	chrII	+	24098	24745	64.090149	10.673761	18.074667
YBL101C_id001	ECM21	chrII	-	24946	28299	189.661301	31.586750	53.488171
YBL100W-C_id001	-	chrII	+	28427	28546	92.191666	15.353870	25.999840
YBL100W-A	-	chrII	+	29935	31251	26.657907	4.439686	7.518048
YBL100W-B	-	chrII	+	29935	35248	240.344849	40.027737	67.781914
YNCB0002W_tRNA	-	chrII	+	36398	36488	0.000000	0.000000	0.000000
YBL099W	ATP1	chrII	+	36702	38982	752.033508	125.245872	212.088074
YBL100C_mRNA	-	chrII	-	36989	37303	0.000000	0.000000	0.000000
YBL099W_id001	ATP1	chrII	+	37053	38690	0.710929	0.118400	0.200496
YBL098W_mRNA	BNA4	chrII	+	39145	40527	233.581345	38.901325	65.874481
YBL097W_mRNA	BRN1	chrII	+	40831	43095	67.161148	11.185215	18.940750
YBL096C_id001	-	chrII	-	43174	43482	40.509373	6.746550	11.424430
YBL095W_id001	MRX3	chrII	+	43277	44089	29.964027	4.990297	8.450438
YBL095W	MRX3	chrII	+	43277	44341	110.227608	18.357630	31.086327
YBL094C_mRNA	-	chrII	-	43765	44097	5.968243	0.993969	1.683161
YBL093C	ROX3	chrII	-	43818	44998	261.014313	43.470089	73.611107
YBL093C_id001	ROX3	chrII	-	44256	44918	92.304855	15.372723	26.031763
YBL092W	RPL32	chrII	+	45281	46514	964.786438	160.678375	272.088531
YBL092W_id002	RPL32	chrII	+	45645	46370	2532.655518	421.795898	714.258118
YBL091C-A	SCS22	chrII	-	46322	47185	145.225800	24.186331	40.956493
YBL091C-A_id002	SCS22	chrII	-	46565	47180	0.000000	0.000000	0.000000
YBL091C	MAP2	chrII	-	47010	48636	301.024963	50.133583	84.894890
YBL091C_id002	MAP2	chrII	-	47363	48628	248.190292	41.334339	69.994484
YBL090W	MRP21	chrII	+	48785	49577	106.807022	17.787956	30.121656
YBL090W_id001	MRP21	chrII	+	48825	49358	104.201118	17.353960	29.386740
YBL089W	AVT5	chrII	+	49558	51234	121.553986	20.243958	34.280586
YBL089W_id001	AVT5	chrII	+	49574	50953	34.916172	5.815042	9.847039
YBL088C_mRNA	TEL1	chrII	-	51019	59382	128.851776	21.459354	36.338703
YBL087C	RPL23A	chrII	-	59593	60845	1367.185913	227.695160	385.572998
YBL087C_id002	RPL23A	chrII	-	59822	60739	0.000000	0.000000	0.000000
YBL086C_id001	-	chrII	-	61202	62602	89.200569	14.855724	25.156294
YBL085W	BOI1	chrII	+	63674	66938	115.762733	19.279467	32.647343
YBL085W_id002	BOI1	chrII	+	63876	66818	52.452148	8.735535	14.792525
YBL084C_mRNA	CDC27	chrII	-	67169	69445	84.369347	14.051120	23.793795
YBL083C	-	chrII	-	69698	71093	16.228838	2.702798	4.576848
YBL083C_id002	-	chrII	-	69713	70138	1.275546	0.212433	0.359729
YBL082C	ALG3	chrII	-	69715	71173	70.944260	11.815266	20.007658
YBL082C_id001	ALG3	chrII	-	69751	71127	90.076599	15.001622	25.403351
YBL081W	-	chrII	+	71317	73109	31.453907	5.238426	8.870613
YBL081W_id002	-	chrII	+	71866	72972	11.768452	1.959953	3.318932
YBL080C	PET112	chrII	-	72946	74748	36.750465	6.120531	10.364345
YBL080C_id002	PET112	chrII	-	73070	74695	37.684124	6.276025	10.627655
YBL079W_mRNA	NUP170	chrII	+	75259	79767	407.565094	67.877090	114.941277
YBL078C	ATG8	chrII	-	79897	80775	71.648659	11.932578	20.206314
YBL078C_id001	ATG8	chrII	-	80378	80731	29.318726	4.882827	8.268451
YBL077W_mRNA	-	chrII	+	80897	81328	4.187849	0.697457	1.181055
YBL076C	ILS1	chrII	-	80947	84307	707.237305	117.785385	199.454666
YBL076C_id001	ILS1	chrII	-	81043	84261	846.067871	140.906631	238.607574
YBL075C	SSA3	chrII	-	84418	86984	117.183838	19.516142	33.048119
YBL075C_id002	SSA3	chrII	-	84499	86448	20.440804	3.404271	5.764704
YBL074C	AAR2	chrII	-	86433	87808	52.437847	8.733153	14.788492
YBL074C_id002	AAR2	chrII	-	86722	87789	6.791440	1.131066	1.915318
YBL073W_mRNA	-	chrII	+	87646	87957	27.877548	4.642809	7.862010
YNCB0003W_snoRNA	SNR56	chrII	+	88190	88277	64.700554	10.775421	18.246813
YBL072C	RPS8A	chrII	-	88246	89465	2635.399414	438.907166	743.233826
YBL072C_id001	RPS8A	chrII	-	88523	89440	0.000000	0.000000	0.000000
YBL071C-B_mRNA	-	chrII	-	89458	89556	9.636692	1.604923	2.717734
YBL071W-A	KTI11	chrII	+	89935	90746	363.898407	60.604710	102.626419
YBL071W-A_id003	KTI11	chrII	+	89978	90226	113.866470	18.963657	32.112556
YBL071C_id001	-	chrII	-	90223	90531	4.657520	0.775677	1.313511
YBL070C_mRNA	-	chrII	-	90605	90925	7.734684	1.288157	2.181331
YBL069W_id001	AST1	chrII	+	90741	92030	261.640930	43.574448	73.787827
YBL068W-A	-	chrII	+	91120	92228	56.044361	9.333793	15.805598
YBL068W-A_id001	-	chrII	+	91794	92030	0.142374	0.023711	0.040152
YBL068W	PRS4	chrII	+	92356	93912	172.912109	28.797293	48.764576
YBL068W_id002	PRS4	chrII	+	92414	93394	133.556854	22.242950	37.665630
YBL067C_mRNA	UBP13	chrII	-	93639	95882	310.147308	51.652847	87.467567
YBL066C_mRNA	SEF1	chrII	-	96669	100115	95.007164	15.822772	26.793867
YBL065W_mRNA	-	chrII	+	99963	100307	6.581014	1.096021	1.855974
YBL064C	PRX1	chrII	-	100306	101420	202.375519	33.704212	57.073830
YBL064C_id002	PRX1	chrII	-	100371	101156	251.722824	41.922661	70.990730
YBL063W_mRNA	KIP1	chrII	+	101886	105221	69.983292	11.655223	19.736647
YBL061C	SKT5	chrII	-	105195	107514	168.150696	28.004311	47.421761
YBL062W_mRNA	-	chrII	+	105308	105688	6.853296	1.141368	1.932763
YBL061C_id002	SKT5	chrII	-	105316	107406	27.702534	4.613661	7.812653
YBL060W	YEL1	chrII	+	107701	110033	54.816429	9.129289	15.459298
YBL060W_id004	YEL1	chrII	+	107932	109995	16.606993	2.765777	4.683495
YBL059C-A	CMC2	chrII	-	109917	111201	127.518097	21.237238	35.962582
YBL059C-A_id001	CMC2	chrII	-	110125	110539	0.000000	0.000000	0.000000
YBL059W_mRNA	IAI11	chrII	+	110594	111244	8.138634	1.355432	2.295253
YBL058W_id001	SHP1	chrII	+	111437	112708	502.430756	83.676292	141.695236
YBL057C	PTH2	chrII	-	112277	113442	385.155884	64.144997	108.621437
YBL057C_id001	PTH2	chrII	-	112801	113427	0.801212	0.133436	0.225957
YBL056W	PTC3	chrII	+	113626	115581	322.305511	53.677708	90.896416
YBL056W_id001	PTC3	chrII	+	113762	115168	121.874046	20.297262	34.370850
YBL055C	-	chrII	-	115477	117224	192.201126	32.009743	54.204449
YBL055C_id003	-	chrII	-	115573	116829	88.745483	14.779934	25.027950
YBL054W	TOD6	chrII	+	117412	119359	132.480408	22.063677	37.362049
YBL054W_id001	TOD6	chrII	+	117589	119166	60.178356	10.022280	16.971466
YBL053W_mRNA	-	chrII	+	119335	119709	6.383496	1.063126	1.800270
YBL052C_id001	SAS3	chrII	-	119379	121874	103.763191	17.281027	29.263237
YBL051C	PIN4	chrII	-	122304	124824	146.773315	24.444059	41.392925
YBL051C_id001	PIN4	chrII	-	122753	124759	2.594645	0.432120	0.731740
YBL050W	SEC17	chrII	+	125048	126230	247.956039	41.295330	69.928421
YBL050W_id002	SEC17	chrII	+	125125	126119	0.000000	0.000000	0.000000
YBL049W_id001	MOH1	chrII	+	126828	127244	192.143890	32.000206	54.188309
YBL048W_mRNA	RRT1	chrII	+	127299	127610	70.012817	11.660140	19.744974
YBL047C	EDE1	chrII	-	127672	132169	331.869049	55.270451	93.593521
YBL047C_id002	EDE1	chrII	-	127895	132040	140.520767	23.402742	39.629585
YBL046W	PSY4	chrII	+	132406	133937	46.071594	7.672899	12.993085
YBL046W_id003	PSY4	chrII	+	132424	133749	31.798292	5.295781	8.967736
YBL045C	COR1	chrII	-	133932	135777	324.271790	54.005180	91.450943
YBL045C_id001	COR1	chrII	-	134143	135516	60.142677	10.016338	16.961403
YBL044W_mRNA	-	chrII	+	135998	136366	8.317073	1.385150	2.345576
YBL043W	ECM13	chrII	+	136557	137655	28.176256	4.692557	7.946252
YBL043W_id001	ECM13	chrII	+	136688	137461	3.530096	0.587913	0.995556
YBL042C	FUI1	chrII	-	138180	140319	299.815063	49.932083	84.553673
YBL042C_id001	FUI1	chrII	-	138341	140260	99.086838	16.502213	27.944414
YBL041W	PRE7	chrII	+	141010	142040	371.867584	61.931919	104.873886
YBL041W_id001	PRE7	chrII	+	141247	141972	298.736511	49.752457	84.249504
YBL040C	ERD2	chrII	-	142012	143165	350.892853	58.438728	98.958603
YBL040C_id001	ERD2	chrII	-	142112	142868	0.000000	0.000000	0.000000
YBL039W-B	MIN6	chrII	+	143099	143749	69.970810	11.653145	19.733128
YBL039W-B_id002	MIN6	chrII	+	143393	143572	0.197393	0.032874	0.055669
YBL039C-A	-	chrII	-	143808	145725	974.013306	162.215042	274.690674
YBL039C_id001	URA7	chrII	-	143989	145728	77.415497	12.893004	21.832674
YBL039C-A_id002	-	chrII	-	144948	145031	19.769588	3.292485	5.575408
YBL038W_id001	MRPL16	chrII	+	146187	146885	222.280396	37.019230	62.687393
YBL037W_mRNA	APL3	chrII	+	147209	150286	87.523720	14.576458	24.683390
YBL036C	-	chrII	-	150310	152281	126.638741	21.090788	35.714588
YBL036C_id002	-	chrII	-	150447	151220	220.423676	36.710007	62.163761
YBL035C	POL12	chrII	-	151364	153703	54.772877	9.122036	15.447016
YBL035C_id002	POL12	chrII	-	151493	153610	13.548618	2.256427	3.820974
YBL034C_mRNA	STU1	chrII	-	153848	158389	119.791939	19.950500	33.783653
YBL033C_id001	RIB1	chrII	-	158656	159693	289.863190	48.274670	81.747055
YBL032W	HEK2	chrII	+	160086	161535	347.502289	57.874050	98.002403
YBL032W_id001	HEK2	chrII	+	160184	161329	47.246635	7.868594	13.324470
YBL031W	SHE1	chrII	+	161665	162887	42.845985	7.135696	12.083400
YBL031W_id002	SHE1	chrII	+	161699	162715	9.867504	1.643363	2.782828
YBL030C	PET9	chrII	-	162718	164145	379.219788	63.156376	106.947342
YBL030C_id001	PET9	chrII	-	163041	163997	28.459929	4.739800	8.026253
YBL029C-A	-	chrII	-	164358	166047	53.715866	8.945998	15.148918
YBL029C-A_id002	-	chrII	-	164488	164772	53.456783	8.902849	15.075851
YBL029W_mRNA	-	chrII	+	166134	167264	85.705559	14.273655	24.170633
YBL028C	-	chrII	-	167221	167885	270.043457	44.973831	76.157501
YBL028C_id002	-	chrII	-	167518	167838	12.296291	2.047861	3.467793
YBL027W	RPL19B	chrII	+	168404	169761	2429.888916	404.680847	685.275940
YBL027W_id001	RPL19B	chrII	+	168423	169376	0.000000	0.000000	0.000000
YBL026W	LSM2	chrII	+	170581	171530	182.814026	30.446386	51.557110
YBL026W_id002	LSM2	chrII	+	170623	171038	0.000000	0.000000	0.000000
YBL025W	RRN10	chrII	+	171423	172503	86.224152	14.360023	24.316887
YBL025W_id001	RRN10	chrII	+	171481	171918	2.583038	0.430187	0.728467
