# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/condition1/9929271/counts.txt" "../results/condition1/9929271/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/condition1/9929271/alignment_sorted.bam
YBL079W	chrII	75259	79767	+	4509	14441
YBL078C	chrII	79873	80803	-	931	1558
YBL077W	chrII	80897	81328	+	432	1
YBL076C	chrII	80935	84307	-	3373	43817
YBL075C	chrII	84418	86984	-	2567	28159
YBL074C	chrII	86433	87808	-	1376	408
YBL073W	chrII	87646	87957	+	312	61
YBL072C	chrII	88246	89440	-	1195	20346
YBL071C-B	chrII	89458	89556	-	99	10
YBL071W-A	chrII	89935	90746	+	812	0
YBL071C	chrII	89856	90544	-	689	1
YBL070C	chrII	90605	90925	-	321	0
YBL069W	chrII	90631	92191	+	1561	0
YBL068W-A	chrII	90847	92228	+	1382	2
YBL068W	chrII	92356	93912	+	1557	4083
YBL067C	chrII	93639	95882	-	2244	7148
YBL066C	chrII	96669	100115	-	3447	2519
YBL065W	chrII	99963	100307	+	345	2
YBL064C	chrII	100299	101420	-	1122	6535
YBL063W	chrII	101886	105221	+	3336	2140
YBL062W	chrII	105308	105688	+	381	0
YBL061C	chrII	105195	107545	-	2351	4139
YBL060W	chrII	107701	110033	+	2333	960
YBL059C-A	chrII	108799	111201	-	2403	938
YBL059W	chrII	110594	111244	+	651	13
YBL058W	chrII	111409	112864	+	1456	11087
YBL057C	chrII	112277	113447	-	1171	340
YBL056W	chrII	113041	115581	+	2541	10953
YBL055C	chrII	115477	117224	-	1748	4572
YBL054W	chrII	116976	119359	+	2384	4917
YBL053W	chrII	119335	119709	+	375	0
YBL052C	chrII	119308	122141	-	2834	2139
YBL051C	chrII	122304	124832	-	2529	4995
YBL050W	chrII	125042	126230	+	1189	4758
YBL049W	chrII	126606	127508	+	903	724
YBL048W	chrII	127299	127610	+	312	6
YBL047C	chrII	127672	132213	-	4542	22461
YBL046W	chrII	132406	133937	+	1532	1253
YBL045C	chrII	133824	135777	-	1954	6229
YBL044W	chrII	135998	136366	+	369	36
YBL043W	chrII	136495	137655	+	1161	971
YBL042C	chrII	138150	140349	-	2200	8987
YBL041W	chrII	140938	142040	+	1103	11091
YBL040C	chrII	141955	143165	-	1211	4579
YBL039W-B	chrII	143086	143749	+	664	494
YBL039C	chrII	143726	145807	-	2082	1
YBL039C-A	chrII	143805	145725	-	1921	0
YBL038W	chrII	146128	147061	+	934	2982
YBL037W	chrII	147209	150286	+	3078	3180
YBL036C	chrII	150307	152281	-	1975	4661
YBL035C	chrII	151364	153712	-	2349	1022
YBL034C	chrII	153848	158389	-	4542	3925
YBL033C	chrII	158483	159721	-	1239	5440
YBL032W	chrII	160086	161542	+	1457	5613
YBL031W	chrII	161663	162887	+	1225	430
YBL030C	chrII	162683	164145	-	1463	5812
YBL029C-A	chrII	164358	166047	-	1690	1141
YBL029W	chrII	166134	167264	+	1131	810
YBL028C	chrII	167221	167899	-	679	2442
YBL027W	chrII	168392	169839	+	1448	24161
YBL026W	chrII	170552	171530	+	979	1679
YBL025W	chrII	171165	172503	+	1339	659
YBL024W	chrII	172476	174868	+	2393	12087
YBL023C	chrII	174746	177643	-	2898	4060
YBL022C	chrII	177798	181408	-	3611	34564
YBL021C	chrII	181490	182524	-	1035	1282
YBL020W	chrII	182285	184205	+	1921	3090
YBL019W	chrII	184283	186031	+	1749	794
YBL018C	chrII	185253	186515	-	1263	316
YBL017C	chrII	186844	191583	-	4740	20727
YBL016W	chrII	192372	193647	+	1276	2334
YBL015W	chrII	193953	195984	+	2032	2950
YBL014C	chrII	198825	202236	-	3412	5768
YBL013W	chrII	202056	203261	+	1206	236
YBL012C	chrII	203406	203807	-	402	0
YBL011W	chrII	202814	206022	+	3209	8512
YBL010C	chrII	205798	207017	-	1220	800
YBL009W	chrII	207141	209372	+	2232	1525
YBL008W-A	chrII	209409	209648	+	240	3
YBL008W	chrII	209530	212279	+	2750	3325
YBL007C	chrII	212467	216436	-	3970	27364
YBL006C	chrII	216354	217444	-	1091	14
YBL006W-A	chrII	216559	217416	+	858	0
YBL005W	chrII	217404	220685	+	3282	4748
YBL004W	chrII	227636	235117	+	7482	33421
YBL003C	chrII	234898	237057	-	2160	2776
YBL002W	chrII	235789	237188	+	1400	0
YBL001C	chrII	236907	237807	-	901	3552
YBR001C	chrII	238710	241433	-	2724	4068
YBR002C	chrII	241428	242593	-	1166	84
YBR003W	chrII	241674	244364	+	2691	3166
YBR004C	chrII	244272	246715	-	2444	3050
YBR005W	chrII	245511	246920	+	1410	7
YBR006W	chrII	246865	248649	+	1785	3185
YBR007C	chrII	248623	251119	-	2497	1751
YBR008C	chrII	252403	254936	-	2534	1970
YBR009C	chrII	255025	256209	-	1185	5016
YBR010W	chrII	256230	257098	+	869	4942
YBR011C	chrII	256887	258034	-	1148	25264
YBR012C	chrII	258941	259571	-	631	1051
YBR013C	chrII	265492	265881	-	390	857
YBR014C	chrII	266417	267515	-	1099	2553
YBR015C	chrII	267568	270385	-	2818	13850
YBR016W	chrII	269749	270846	+	1098	1022
YBR017C	chrII	270760	274232	-	3473	12308
YBR018C	chrII	274272	276040	-	1769	167
YBR019C	chrII	275804	278388	-	2585	1713
YBR020W	chrII	278963	281395	+	2433	422
YBR021W	chrII	279860	283531	+	3672	565
YBR022W	chrII	282222	284429	+	2208	958
YBR023C	chrII	284226	288069	-	3844	14477
YBR024W	chrII	289106	291278	+	2173	708
YBR025C	chrII	289931	291968	-	2038	22517
YBR026C	chrII	292409	294102	-	1694	7235
YBR027C	chrII	294024	294356	-	333	0
YBR028C	chrII	294249	296196	-	1948	2843
YBR029C	chrII	296227	298090	-	1864	8605
YBR030W	chrII	298012	300071	+	2060	3059
YBR031W	chrII	300142	301451	+	1310	32828
YBR032W	chrII	301439	301948	+	510	223
YBR033W	chrII	301820	304792	+	2973	1335
YBR034C	chrII	304383	306037	-	1655	17373
YBR035C	chrII	306108	307334	-	1227	6632
YBR036C	chrII	308745	310389	-	1645	9409
YBR037C	chrII	310414	311512	-	1099	2222
YBR038W	chrII	311819	314979	+	3161	3122
YBR039W	chrII	315484	316949	+	1466	8040
YBR040W	chrII	316968	317864	+	897	48
YBR041W	chrII	318157	320450	+	2294	5297
YBR042C	chrII	320279	321669	-	1391	2736
YBR043C	chrII	321721	324094	-	2374	2680
YBR044C	chrII	324265	326142	-	1878	2052
YBR045C	chrII	328173	330092	-	1920	379
YBR046C	chrII	330073	331693	-	1621	1877
YBR047W	chrII	331288	332494	+	1207	433
YBR048W	chrII	332813	334340	+	1528	13204
YBR049C	chrII	333943	336967	-	3025	6680
YBR050C	chrII	337145	338460	-	1316	775
YBR051W	chrII	337988	338338	+	351	0
YBR052C	chrII	338434	339457	-	1024	7577
YBR053C	chrII	339332	340775	-	1444	7120
YBR054W	chrII	342779	344584	+	1806	21495
YBR055C	chrII	344489	347334	-	2846	3966
YBR056W	chrII	347809	349667	+	1859	5232
YBR056W-A	chrII	351095	352042	+	948	192
YBR056C-B	chrII	351178	351753	-	576	0
YBR057C	chrII	352055	353412	-	1358	441
YBR058C	chrII	352423	356190	-	3768	6758
YBR058C-A	chrII	355883	356625	-	743	1909
YBR059C	chrII	356751	360320	-	3570	9905
YBR060C	chrII	360589	362638	-	2050	3155
YBR061C	chrII	363589	365726	-	2138	4749
YBR062C	chrII	365872	366673	-	802	3014
YBR063C	chrII	366913	369557	-	2645	1319
YBR064W	chrII	367763	368191	+	429	0
YBR065C	chrII	367999	369758	-	1760	82
YBR066C	chrII	369932	371007	-	1076	1090
YBR067C	chrII	371965	373120	-	1156	18855
YBR068C	chrII	373642	375856	-	2215	34531
YBR069C	chrII	375848	378602	-	2755	20417
YBR070C	chrII	378986	379980	-	995	1277
YBR071W	chrII	380195	381322	+	1128	3704
YBR072W	chrII	381848	382838	+	991	247738
YBR072C-A	chrII	382860	383021	-	162	1
YBR073W	chrII	383112	385988	+	2877	6999
YBR074W	chrII	386281	389331	+	3051	8500
YBR076W	chrII	390227	391291	+	1065	0
YBR076C-A	chrII	390129	391924	-	1796	294
YBR077C	chrII	391576	392834	-	1259	898
YBR078W	chrII	392866	395384	+	2519	38020
YBR079C	chrII	395215	398304	-	3090	18027
YBR080C	chrII	398442	400926	-	2485	9359
YBR081C	chrII	401253	405251	-	3999	4935
YBR082C	chrII	406101	407255	-	1155	16154
YBR083W	chrII	408914	410718	+	1805	3585
YBR084W	chrII	410975	414197	+	3223	16272
YBR084C-A	chrII	414063	415992	-	1930	16917
YBR085W	chrII	415428	417145	+	1718	598
YBR085C-A	chrII	418530	419738	-	1209	7454
YBR086C	chrII	420069	423360	-	3292	15280
YBR087W	chrII	423602	424945	+	1344	2536
YBR088C	chrII	424790	425818	-	1029	0
YBR089W	chrII	425018	426037	+	1020	0
YBR089C-A	chrII	425946	426873	-	928	1274
YBR090C	chrII	426333	427058	-	726	0
YBR091C	chrII	426969	427549	-	581	1237
YBR092C	chrII	427647	430844	-	3198	11905
YBR093C	chrII	429492	431417	-	1926	364
YBR094W	chrII	431970	434419	+	2450	3676
YBR095C	chrII	434314	435772	-	1459	2507
YBR096W	chrII	435960	437032	+	1073	7315
YBR097W	chrII	436951	441315	+	4365	3528
YBR098W	chrII	441489	444250	+	2762	578
YBR099C	chrII	442855	443681	-	827	0
YBR101C	chrII	442933	444751	-	1819	1714
YBR102C	chrII	444892	447390	-	2499	2914
YBR103W	chrII	447496	449378	+	1883	1701
YBR103C-A	chrII	449250	449890	-	641	7
YBR104W	chrII	449539	451132	+	1594	1086
YBR105C	chrII	450711	452124	-	1414	13088
YBR106W	chrII	452625	454786	+	2162	13456
YBR107C	chrII	453227	454604	-	1378	0
YBR108W	chrII	454743	457862	+	3120	2043
YBR109C	chrII	457579	461871	-	4293	8589
YBR109W-A	chrII	458498	459155	+	658	0
YBR110W	chrII	458614	460347	+	1734	0
YBR111C	chrII	461107	462146	-	1040	14
YBR111W-A	chrII	462098	462761	+	664	417
YBR112C	chrII	462616	465972	-	3357	3074
YBR113W	chrII	465566	466048	+	483	0
YBR114W	chrII	466101	469792	+	3692	9057
YBR115C	chrII	469611	473945	-	4335	10857
YBR116C	chrII	474199	474726	-	528	4
YBR117C	chrII	474392	476437	-	2046	916
YBR118W	chrII	477445	479148	+	1704	462603
YBR119W	chrII	479245	480588	+	1344	683
YBR120C	chrII	480181	481071	-	891	475
YBR121C	chrII	481250	483566	-	2317	203
YBR121C-A	chrII	481242	483363	-	2122	0
YBR122C	chrII	483768	485405	-	1638	4206
YBR123C	chrII	484670	486778	-	2109	1022
YBR124W	chrII	486507	486866	+	360	4
YBR125C	chrII	487061	488576	-	1516	3804
YBR126C	chrII	488770	490559	-	1790	20292
YBR126W-A	chrII	490850	491056	+	207	3
YBR126W-B	chrII	490868	491294	+	427	0
YBR127C	chrII	490982	492986	-	2005	31875
YBR128C	chrII	492989	494168	-	1180	539
YBR129C	chrII	494193	495384	-	1192	2440
YBR130C	chrII	495479	496946	-	1468	2580
YBR131W	chrII	497111	499503	+	2393	1874
YBR131C-A	chrII	497650	497739	-	90	0
YBR132C	chrII	499349	501850	-	2502	3235
YBR133C	chrII	501498	504446	-	2949	4126
YBR134W	chrII	504243	504644	+	402	0
YBR135W	chrII	504575	505580	+	1006	3151
YBR136W	chrII	505668	512774	+	7107	6469
YBR137W	chrII	512952	513832	+	881	2617
YBR138C	chrII	513577	515437	-	1861	487
YBR139W	chrII	515658	517508	+	1851	11635
YBR140C	chrII	517350	526628	-	9279	22110
YBR141C	chrII	526823	528103	-	1281	329
YBR141W-A	chrII	526948	527854	+	907	0
YBR142W	chrII	528234	530852	+	2619	9287
YBR143C	chrII	530579	532285	-	1707	17587
YBR144C	chrII	533235	533549	-	315	93
YBR145W	chrII	533567	535122	+	1556	1239
YBR146W	chrII	535191	536563	+	1373	4640
YBR147W	chrII	536427	537883	+	1457	317
YBR148W	chrII	537876	539705	+	1830	260
YBR149W	chrII	539922	541302	+	1381	15943
YBR150C	chrII	541209	544493	-	3285	3408
YBR151W	chrII	544879	546292	+	1414	6921
YBR152W	chrII	546376	547251	+	876	0
YBR153W	chrII	546385	548416	+	2032	1059
YBR154C	chrII	547941	549150	-	1210	6578
YBR155W	chrII	549259	551084	+	1826	3280
YBR156C	chrII	550925	553278	-	2354	949
YBR157C	chrII	553414	555160	-	1747	3391
YBR158W	chrII	556201	558353	+	2153	25780
YBR159W	chrII	558632	559894	+	1263	5278
YBR160W	chrII	559920	561577	+	1658	3265
YBR161W	chrII	561367	563003	+	1637	949
YBR162C	chrII	562831	564842	-	2012	6574
YBR162W-A	chrII	563740	565513	+	1774	2725
YBR163W	chrII	565611	567701	+	2091	2546
YBR164C	chrII	567430	568552	-	1123	2250
YBR165W	chrII	568741	569837	+	1097	2131
YBR166C	chrII	569730	571279	-	1550	4060
YBR167C	chrII	571355	572502	-	1148	405
YBR168W	chrII	571799	573768	+	1970	1205
YBR169C	chrII	573746	576124	-	2379	18174
YBR170C	chrII	576057	578155	-	2099	9044
YBR171W	chrII	578311	579177	+	867	4763
YBR172C	chrII	579012	581501	-	2490	7018
YBR173C	chrII	581492	582203	-	712	443
YBR174C	chrII	582174	583425	-	1252	0
YBR175W	chrII	581736	583462	+	1727	0
YBR176W	chrII	582887	584821	+	1935	1467
YBR177C	chrII	584563	586367	-	1805	5029
YBR178W	chrII	585980	586573	+	594	0
YBR179C	chrII	586378	589189	-	2812	3721
YBR180W	chrII	589741	591459	+	1719	400
YBR181C	chrII	591476	592966	-	1491	19090
YBR182C	chrII	593506	594864	-	1359	1007
YBR182C-A	chrII	594946	595849	-	904	189
YBR183W	chrII	596008	597193	+	1186	1126
YBR184W	chrII	597363	598934	+	1572	159
YBR185C	chrII	598933	600031	-	1099	1981
YBR186W	chrII	600553	602360	+	1808	195
YBR187W	chrII	601659	603743	+	2085	3
YBR188C	chrII	602521	604197	-	1677	0
YBR189W	chrII	603637	606258	+	2622	22696
YBR190W	chrII	605966	606277	+	312	0
YBR191W	chrII	606248	607191	+	944	0
YBR191W-A	chrII	606300	607280	+	981	14
YBR192W	chrII	607429	609083	+	1655	1165
YBR193C	chrII	608093	609938	-	1846	1049
YBR194W	chrII	609909	610681	+	773	607
YBR195C	chrII	610459	611950	-	1492	1814
YBR196C	chrII	612043	614002	-	1960	139530
YBR196C-A	chrII	613915	614587	-	673	164
YBR196C-B	chrII	614526	614630	-	105	0
YBR197C	chrII	614592	617352	-	2761	2128
YBR198C	chrII	616031	618609	-	2579	2244
YBR199W	chrII	618810	620613	+	1804	9349
YBR200W	chrII	620809	622782	+	1974	4255
YBR200W-A	chrII	622983	623147	+	165	25
YBR201W	chrII	623433	624921	+	1489	1349
YBR201C-A	chrII	624254	625418	-	1165	66
YBR202W	chrII	625655	628486	+	2832	5608
YBR203W	chrII	628973	632194	+	3222	3984
YBR204C	chrII	631985	633452	-	1468	1829
YBR205W	chrII	633622	634836	+	1215	0
YBR206W	chrII	633637	635026	+	1390	224
YBR207W	chrII	635061	636740	+	1680	5661
YBR208C	chrII	636703	642210	-	5508	8104
YBR209W	chrII	642554	642993	+	440	151
YBR210W	chrII	645330	646111	+	782	1576
YBR211C	chrII	646158	647132	-	975	1647
YBR212W	chrII	647438	650110	+	2673	3943
YBR213W	chrII	650250	651419	+	1170	268
YBR214W	chrII	651293	653198	+	1906	1629
YBR215W	chrII	653315	655782	+	2468	1075
YBR216C	chrII	655282	657647	-	2366	2377
YBR217W	chrII	657768	658720	+	953	761
YBR218C	chrII	658591	662399	-	3809	17483
YBR219C	chrII	662499	663303	-	805	11
YBR220C	chrII	662734	664806	-	2073	2187
YBR221C	chrII	664844	666471	-	1628	13577
YBR221W-A	chrII	666538	666642	+	105	2
YBR222C	chrII	666606	669056	-	2451	7910
YBR223C	chrII	668403	670320	-	1918	785
YBR223W-A	chrII	668721	668840	+	120	0
YBR224W	chrII	670125	670640	+	516	30
YBR225W	chrII	670627	673329	+	2703	2369
YBR226C	chrII	673155	673565	-	411	11
YBR227C	chrII	673443	675226	-	1784	2276
YBR228W	chrII	674994	676380	+	1387	1079
YBR229C	chrII	676226	679250	-	3025	10138
YBR230C	chrII	679461	680271	-	811	39
YBR230W-A	chrII	679572	680694	+	1123	564
YBR231C	chrII	681897	683356	-	1460	862
YBR232C	chrII	683373	683732	-	360	0
YBR233W	chrII	683274	684834	+	1561	774
YBR233W-A	chrII	684930	685613	+	684	459
YBR234C	chrII	685281	686654	-	1374	7187
YBR235W	chrII	686820	690354	+	3535	3900
YBR236C	chrII	689753	691740	-	1988	3509
YBR237W	chrII	691916	694611	+	2696	2101
YBR238C	chrII	694607	697384	-	2778	6097
YBR239C	chrII	698243	700105	-	1863	1701
YBR240C	chrII	700490	701842	-	1353	415
YBR241C	chrII	702412	704174	-	1763	2530
YBR242W	chrII	704400	705647	+	1248	406
YBR243C	chrII	704854	706846	-	1993	1730
YBR244W	chrII	706948	708146	+	1199	2025
YBR245C	chrII	708150	711539	-	3390	7205
YBR246W	chrII	711533	712897	+	1365	4354
YBR247C	chrII	712724	714677	-	1954	6845
YBR248C	chrII	714623	716570	-	1948	6197
YBR249C	chrII	716597	718130	-	1534	10024
YBR250W	chrII	719033	720604	+	1572	278
YBR251W	chrII	721298	722462	+	1165	2137
YBR252W	chrII	722576	723353	+	778	1384
YBR253W	chrII	723053	723734	+	682	165
YBR254C	chrII	723541	724276	-	736	1088
YBR255W	chrII	724415	726708	+	2294	1712
YBR255C-A	chrII	726426	727134	-	709	287
YBR256C	chrII	726918	728165	-	1248	4220
YBR257W	chrII	728374	730005	+	1632	762
YBR258C	chrII	729380	730237	-	858	62
YBR259W	chrII	730327	732690	+	2364	1679
YBR260C	chrII	732147	734680	-	2534	3995
YBR261C	chrII	734645	735567	-	923	4087
YBR262C	chrII	735574	736084	-	511	1647
YBR263W	chrII	736206	737919	+	1714	8379
YBR264C	chrII	737659	738811	-	1153	217
YBR265W	chrII	738110	739687	+	1578	3225
YBR267W	chrII	739674	741142	+	1469	3210
YBR266C	chrII	739936	740388	-	453	0
YBR268W	chrII	741112	741807	+	696	1337
YBR269C	chrII	741813	742647	-	835	2053
YBR270C	chrII	742708	744641	-	1934	1228
YBR271W	chrII	744594	746209	+	1616	2219
YBR272C	chrII	746113	747833	-	1721	2599
YBR273C	chrII	747952	749426	-	1475	3764
YBR274W	chrII	749554	751427	+	1874	2660
YBR275C	chrII	751356	757106	-	5751	4225
YBR276C	chrII	757531	760185	-	2655	5047
YBR277C	chrII	760215	760616	-	402	0
YBR278W	chrII	760269	761119	+	851	328
YBR279W	chrII	761212	762952	+	1741	3645
YBR280C	chrII	762601	764767	-	2167	1553
YBR281C	chrII	764840	767659	-	2820	4015
YBR282W	chrII	767403	768768	+	1366	1190
YBR283C	chrII	768700	771067	-	2368	16299
YBR284W	chrII	771239	773632	+	2394	1709
YBR285W	chrII	773767	774515	+	749	313
YBR286W	chrII	774671	776490	+	1820	54930
YBR287W	chrII	776480	778083	+	1604	2782
YBR288C	chrII	777018	779919	-	2902	2215
YBR289W	chrII	779638	782457	+	2820	1740
YBR290W	chrII	782550	783733	+	1184	2109
YBR291C	chrII	783404	784619	-	1216	927
YBR292C	chrII	784702	785073	-	372	98
YBR293W	chrII	787006	788430	+	1425	1877
YBR294W	chrII	789235	791814	+	2580	2377
YBR295W	chrII	792849	796499	+	3651	3437
YBR296C	chrII	796326	798581	-	2256	1851
YBR296C-A	chrII	800123	800242	-	120	0
YBR297W	chrII	799283	802171	+	2889	3577
YBR298C	chrII	802538	804917	-	2380	2343
YBR298C-A	chrII	805035	805256	-	222	9
YBR299W	chrII	805242	807236	+	1995	910
YBR300C	chrII	808317	809395	-	1079	60
YBR301W	chrII	809057	809419	+	363	0
YBR302C	chrII	810340	811479	-	1140	1761
YCL076W	chrIII	1392	2135	+	744	0
YCL073C	chrIII	6479	8326	-	1848	71
YCL069W	chrIII	9706	11082	+	1377	156
YCL068C	chrIII	11503	12285	-	783	92
YCL067C	chrIII	12386	13018	-	633	332
YCL066W	chrIII	13282	13809	+	528	0
