Geneid	Chr	Start	End	Strand	Length	counts	Length_kb	RPK	CPM	TPM
YAL051W	chrI	48564	51707	+	3144	3404	3.144	1082.69720101781	93.1375824318223	29.6239129872208
YAL049C	chrI	51691	54082	-	2392	4542	2.392	1898.82943143813	124.274647298865	51.9542839878199
YAL048C	chrI	52801	54789	-	1989	34	1.989	17.0940170940171	0.930281375640998	0.467713109925087
YAL047W-A	chrI	54209	55065	+	857	1	0.857	1.16686114352392	0.0273612169306176	0.0319267408758665
YAL047C	chrI	54931	56886	-	1956	1308	1.956	668.711656441718	35.7884717452478	18.2967646959345
YAL046C	chrI	56907	57544	-	638	0	0.638	0	0	0
YAL045C	chrI	57488	57796	-	309	0	0.309	0	0	0
YAL044W-A	chrI	56955	57990	+	1036	0	1.036	0	0	0
YAL044C	chrI	57756	58614	-	859	10596	0.859	12335.2735739232	289.919454596824	337.508096154626
YAL043C	chrI	58499	61083	-	2585	5935	2.585	2295.93810444874	162.388822483215	62.819660535093
YAL042C-A	chrI	61231	61608	-	378	0	0.378	0	0	0
YAL042W	chrI	61259	62680	+	1422	10422	1.422	7329.11392405063	285.158602850897	200.533475985159
YAL041W	chrI	62773	65501	+	2729	5560	2.729	2037.37632832539	152.128366134234	55.7450956886163
YAL040C	chrI	65456	67848	-	2393	3408	2.393	1424.15378186377	93.2470272995447	38.966580568134
YAL039C	chrI	68629	70088	-	1460	4297	1.46	2943.15068493151	117.571149150864	80.5281843499067
YAL038W	chrI	71479	73450	+	1972	146721	1.972	74402.1298174442	4014.46510927714	2035.73281403506
YAL037C-B	chrI	72326	73300	-	975	0	0.975	0	0	0
YAL037C-A	chrI	73371	73710	-	340	0	0.34	0	0	0
YAL037W	chrI	73453	76400	+	2948	182	2.948	61.7367706919946	4.9797414813724	1.68919317549946
YAL036C	chrI	74176	76207	-	2032	0	2.032	0	0	0
YAL035W	chrI	76364	79559	+	3196	20145	3.196	6303.1914893617	551.191715067291	172.462989695648
YAL034C-B	chrI	79446	79873	-	428	0	0.428	0	0	0
YAL034W-A	chrI	79674	80747	+	1074	363	1.074	337.988826815642	9.93212174581419	9.24778561062773
YAL034C	chrI	80549	82602	-	2054	1590	2.054	774.099318403116	43.504334919682	21.1802993766709
YAL033W	chrI	82685	83397	+	713	868	0.713	1217.39130434783	23.7495362957761	33.3093075677084
YAL032C	chrI	83192	84590	-	1399	2038	1.399	1456.75482487491	55.7621601045986	39.8585847781263
YAL031W-A	chrI	84669	84977	+	309	0	0.309	0	0	0
YAL031C	chrI	84587	87078	-	2492	1915	2.492	768.459069020867	52.3967304221327	21.0259752897804
YAL030W	chrI	87264	88061	+	798	1991	0.798	2494.98746867168	54.4761829088596	68.2658933694983
YAL029C	chrI	87855	92270	-	4416	13378	4.416	3029.4384057971	366.038360097802	82.8891213989588
YAL028W	chrI	92409	94566	+	2158	629	2.158	291.47358665431	17.2102054493585	7.97507203399373
YAL027W	chrI	94595	95583	+	989	907	0.989	917.087967644085	24.8166237560702	25.092642827169
YAL026C-A	chrI	95386	95823	-	438	0	0.438	0	0	0
YAL026C	chrI	95630	99697	-	4068	11953	4.068	2938.29891838741	327.048625971672	80.3954341129971
YAL025C	chrI	99939	101168	-	1230	3929	1.23	3194.30894308943	107.502221320397	87.4001799352817
YAL024C	chrI	101565	105872	-	4308	2940	4.308	682.451253481894	80.4419777760157	18.67269679109
YAL023C	chrI	106141	108718	-	2578	23024	2.578	8930.95422808379	629.964658610539	244.361776032017
YAL022C	chrI	108731	110471	-	1741	4399	1.741	2526.70878805284	120.361993277787	69.1338272704117
YAL021C	chrI	110536	113406	-	2871	6829	2.871	2378.61372344131	186.849750419188	65.0817660812217
YAL020C	chrI	113468	114672	-	1205	1173	1.205	973.44398340249	32.0947074596144	26.63461199968
YAL019W-A	chrI	114250	114819	+	570	0	0.57	0	0	0
YAL019W	chrI	114788	118363	+	3576	7859	3.576	2197.70693512304	215.031803857724	60.1319362018243
YAL018C	chrI	118426	119591	-	1166	43	1.166	36.8782161234991	1.17653232801656	1.00903287136926
YAL017W	chrI	120225	124295	+	4071	6016	4.071	1477.76958978138	164.605081054595	40.4335743194781
YAL016C-B	chrI	124307	124492	-	186	21	0.186	112.903225806452	0.574585555542969	3.08916965345682
YAL016C-A	chrI	124755	125069	-	315	0	0.315	0	0	0
YAL016W	chrI	124786	126883	+	2098	8994	2.098	4286.93994280267	246.086785073975	117.295893743553
YAL015C	chrI	126756	128110	-	1355	2064	1.355	1523.24723247232	56.4735517447947	41.6778979666382
YAL014C	chrI	128031	129072	-	1042	2906	1.042	2788.86756238004	79.5116964003747	76.3068103650429
YAL013W	chrI	129194	130593	+	1400	989	1.4	706.428571428571	27.0602435443808	19.3287453888434
YAL012W	chrI	130436	132100	+	1665	28677	1.665	17223.4234234234	784.637617919321	471.253824576169
YAL011W	chrI	132169	134210	+	2042	1547	2.042	757.590597453477	42.3278025916654	20.7286006815208
YAL010C	chrI	134001	135743	-	1743	1150	1.743	659.78198508319	31.4653994702102	18.0524380207747
YAL009W	chrI	135408	136780	+	1373	909	1.373	662.053896576839	24.8713461899314	18.1146002839996
YAL008W	chrI	136431	137718	+	1288	1662	1.288	1290.37267080745	45.4743425386864	35.3061665673031
YAL007C	chrI	137408	138453	-	1046	0	1.046	0	0	0
YAL005C	chrI	139357	141684	-	2328	0	2.328	0	0	0
YAL004W	chrI	137649	142152	+	4504	115	4.504	25.5328596802842	3.14653994702102	0.698610112571275
YAL003W	chrI	142032	143496	+	1465	48552	1.465	33141.2969283276	1328.44180441535	906.786214617983
YAL002W	chrI	143550	147630	+	4081	6448	4.081	1580.00490075962	176.425126768622	43.2308568411228
YAL001C	chrI	147594	151166	-	3573	3777	3.573	1057.09487825357	103.343316346943	28.9234022801407
YAR002W	chrI	152204	154114	+	1911	4103	1.911	2147.04343275772	112.263073066324	58.7457211231418
YAR002C-A	chrI	153765	154750	-	986	7095	0.986	7195.74036511156	194.127834122732	196.884213106219
YAR003W	chrI	154905	156909	+	2005	2124	2.005	1059.35162094763	58.1152247606318	28.9851495065495
YAR007C	chrI	156681	158715	-	2035	5368	2.035	2637.83783783784	146.875012483555	72.1744533088723
YAR008W	chrI	158847	159972	+	1126	823	1.126	730.905861456483	22.5182815338983	19.9984738311708
YAR014C	chrI	166565	169021	-	2457	6601	2.457	2686.60968660969	180.611392959007	73.5089104432262
YAR015W	chrI	169272	172008	+	2737	6743	2.737	2463.64632809646	184.496685763154	67.4083616233666
YAR018C	chrI	170177	171735	-	1559	0	1.559	0	0	0
YAR019C	chrI	172126	175168	-	3043	2132	3.043	700.624383831745	58.3341144960767	19.1699357529007
YAR019W-A	chrI	174998	175330	+	333	25	0.333	75.0750750750751	0.68403042326544	2.05414541521153
YAR020C	chrI	176856	177023	-	168	107	0.168	636.904761904762	2.92765021157608	17.4264893546195
YAR023C	chrI	179099	180697	-	1599	939	1.599	587.242026266416	25.6921826978499	16.0676564714509
YAR027W	chrI	183671	184687	+	1017	2936	1.017	2886.92232055064	80.3325329082932	78.989707874428
YAR028W	chrI	184821	185977	+	1157	94	1.157	81.2445980985307	2.57195439147805	2.22295107301474
YAR029W	chrI	185009	186754	+	1746	0	1.746	0	0	0
YAR030C	chrI	186033	186857	-	825	0	0.825	0	0	0
YAR031W	chrI	186836	187732	+	897	1420	0.897	1583.05462653289	38.852928041477	43.3143010495841
YAR033W	chrI	187843	189258	+	1416	1118	1.416	789.54802259887	30.5898405284305	21.6029947234678
YAR035W	chrI	190156	192365	+	2210	465	2.21	210.407239819005	12.7229658727372	5.75699813246026
YAR035C-A	chrI	192337	192417	-	81	3	0.081	37.037037037037	0.0820836507918528	1.01337840483769
YAR042W	chrI	192583	196349	+	3767	10245	3.767	2719.67082559066	280.315667454177	74.4135034388578
YAR047C	chrI	201467	201787	-	321	154	0.321	479.750778816199	4.21362740731511	13.1265651318228
YAR050W	chrI	203403	208016	+	4614	1290	4.614	279.583875162549	35.2959698404967	7.6497550586252
YAR053W	chrI	208193	209632	+	1440	254	1.44	176.388888888889	6.94974910037687	4.82621465303949
YAR060C	chrI	217157	217492	-	336	73	0.336	217.261904761905	1.99736883593508	5.94455010694965
YAR064W	chrI	220198	220497	+	300	95	0.3	316.666666666667	2.59931560840867	8.66438536136224
YAR066W	chrI	221049	221660	+	612	189	0.612	308.823529411765	5.17126999988673	8.44978758151426
YAR068W	chrI	222406	222891	+	486	198	0.486	407.407407407407	5.41752095226228	11.1471624532146
YAR069C	chrI	224011	224304	-	294	37	0.294	125.850340136054	1.01236502643285	3.44341845725459
YAR070C	chrI	224563	224862	-	300	15	0.3	50	0.410418253959264	1.36806084653088
YAR071W	chrI	225460	226863	+	1404	721	1.404	513.532763532764	19.7274374069753	14.0508813439995
YAR073W	chrI	227742	228953	+	1212	80	1.212	66.006600660066	2.18889735444941	1.80602091951271
YAR075W	chrI	228844	229317	+	474	2	0.474	4.21940928270042	0.0547224338612352	0.115448172703028
YBL113C	chrII	280	2658	-	2379	756	2.379	317.780580075662	20.6850799995469	8.69486338778768
YBL113W-A	chrII	646	1128	+	483	0	0.483	0	0	0
YBL112C	chrII	2582	2899	-	318	99	0.318	311.320754716981	2.70876047613114	8.51811470481491
YBL111C	chrII	2907	5009	-	2103	766	2.103	364.241559676652	20.9586921688531	9.96609232945938
YBL109W	chrII	5790	6125	+	336	0	0.336	0	0	0
YBL108C-A	chrII	7605	7733	-	129	12	0.129	93.0232558139535	0.328334603167411	2.54522948191792
YBL108W	chrII	8177	8482	+	306	4	0.306	13.0718954248366	0.10944486772247	0.357662966413302
YBL107W-A	chrII	9268	9372	+	105	23	0.105	219.047619047619	0.629307989404205	5.99340942289719
YBL107C	chrII	9730	10563	-	834	1792	0.834	2148.68105515588	49.0313007396667	58.7905284648282
YBL106C	chrII	10847	13879	-	3033	2185	3.033	720.408836135839	59.7842589933994	19.7112624442464
YBL105C	chrII	14104	17965	-	3862	8070	3.862	2089.59088555153	220.805020630084	57.1737495158167
YBL104C	chrII	18076	21318	-	3243	4568	3.243	1408.57230958989	124.986038939061	38.5402525251499
YBL103C	chrII	21573	23802	-	2230	1921	2.23	861.434977578475	52.5608977237164	23.5699092931464
YBL102W	chrII	23879	24968	+	1090	2527	1.09	2318.34862385321	69.1417951836707	63.4328396180465
YBL101C	chrII	24777	28406	-	3630	6238	3.63	1718.45730027548	170.679271213193	47.0190829788409
YBL100W-C	chrII	28372	29119	+	748	242	0.748	323.529411764706	6.62141449720946	8.85215841872922
YBL100C	chrII	36989	37303	-	315	0	0.315	0	0	0
YBL099W	chrII	36702	39100	+	2399	13275	2.399	5533.55564818674	363.220154753949	151.404816487682
YBL098W	chrII	39145	40527	+	1383	1625	1.383	1174.98192335503	44.4619775122536	32.1489352944711
YBL097W	chrII	40831	43095	+	2265	319	2.265	140.83885209713	8.72822820086701	3.85352238448875
YBL096C	chrII	43132	44042	-	911	0	0.911	0	0	0
YBL095W	chrII	42052	44341	+	2290	0	2.29	0	0	0
YBL094C	chrII	43765	44097	-	333	0	0.333	0	0	0
YBL093C	chrII	43818	45023	-	1206	3070	1.206	2545.60530679934	83.998935976996	69.650859019068
YBL092W	chrII	45281	45977	+	697	3657	0.697	5246.7718794835	100.059970315269	143.558063580012
YBL091C-A	chrII	46322	47201	-	880	4908	0.88	5577.27272727273	134.288852695471	152.600968972126
YBL091C	chrII	47010	48690	-	1681	7124	1.681	4237.95359904819	194.92130941372	115.955567765449
YBL090W	chrII	48785	49634	+	850	1678	0.85	1974.11764705882	45.9121220095763	54.0142611877368
YBL089W	chrII	49510	51278	+	1769	1988	1.769	1123.79875635953	54.3940992580678	30.7485015591112
YBL088C	chrII	51019	59382	-	8364	6661	8.364	796.389287422286	182.253065974844	21.7901800543811
YBL087C	chrII	59593	60845	-	1253	9281	1.253	7407.02314445331	253.939454333062	202.665167065492
YBL086C	chrII	61142	62726	-	1585	1452	1.585	916.08832807571	39.7284869832567	25.0652914720863
YBL085W	chrII	63674	66938	+	3265	4064	3.265	1244.71669218989	111.19598560603	34.0569634321684
YBL084C	chrII	67169	69445	-	2277	2274	2.277	998.682476943347	62.2194073002244	27.3251678964534
YBL083C	chrII	69658	71093	-	1436	0	1.436	0	0	0
YBL082C	chrII	69715	71394	-	1680	49	1.68	29.1666666666667	1.34069962960026	0.79803549380968
YBL081W	chrII	71317	73109	+	1793	508	1.793	283.324037925265	13.8994982007537	7.7520904633317
YBL080C	chrII	72944	74748	-	1805	1064	1.805	589.473684210526	29.1123348141771	16.1287173485746
YBL079W	chrII	75259	79767	+	4509	14441	4.509	3202.70569971169	395.123333695049	87.6299254147369
YBL078C	chrII	79873	80803	-	931	1558	0.931	1673.4693877551	42.6287759779022	45.7881589451151
YBL077W	chrII	80897	81328	+	432	1	0.432	2.31481481481481	0.0273612169306176	0.0633361503023555
YBL076C	chrII	80935	84307	-	3373	43817	3.373	12990.5128965313	1198.88644224887	355.436241401978
YBL075C	chrII	84418	86984	-	2567	28159	2.567	10969.6143358005	770.464507549261	300.141997487051
YBL074C	chrII	86433	87808	-	1376	408	1.376	296.511627906977	11.163376507692	8.11291897361336
YBL073W	chrII	87646	87957	+	312	61	0.312	195.512820512821	1.66903423276767	5.34946869476818
YBL072C	chrII	88246	89440	-	1195	20346	1.195	17025.9414225941	556.691319670345	465.850476711586
YBL071C-B	chrII	89458	89556	-	99	10	0.099	101.010101010101	0.273612169306176	2.76375928592097
YBL071W-A	chrII	89935	90746	+	812	0	0.812	0	0	0
YBL071C	chrII	89856	90544	-	689	1	0.689	1.45137880986938	0.0273612169306176	0.0397114904653376
YBL070C	chrII	90605	90925	-	321	0	0.321	0	0	0
YBL069W	chrII	90631	92191	+	1561	0	1.561	0	0	0
YBL068W-A	chrII	90847	92228	+	1382	2	1.382	1.44717800289436	0.0547224338612352	0.0395965512744104
YBL068W	chrII	92356	93912	+	1557	4083	1.557	2622.3506743738	111.715848727712	71.7507056696927
YBL067C	chrII	93639	95882	-	2244	7148	2.244	3185.38324420677	195.577978620055	87.155961951896
YBL066C	chrII	96669	100115	-	3447	2519	3.447	730.780388743835	68.9229054482257	19.9950407450611
YBL065W	chrII	99963	100307	+	345	2	0.345	5.79710144927536	0.0547224338612352	0.158615750322421
YBL064C	chrII	100299	101420	-	1122	6535	1.122	5824.42067736185	178.805552641586	159.363237648472
YBL063W	chrII	101886	105221	+	3336	2140	3.336	641.486810551559	58.5530042315216	17.5518597816312
YBL062W	chrII	105308	105688	+	381	0	0.381	0	0	0
YBL061C	chrII	105195	107545	-	2351	4139	2.351	1760.52743513399	113.248076875826	48.1701730650048
YBL060W	chrII	107701	110033	+	2333	960	2.333	411.487355336477	26.2667682533929	11.2587947935675
YBL059C-A	chrII	108799	111201	-	2403	938	2.403	390.345401581357	25.6648214809193	10.6803252105365
YBL059W	chrII	110594	111244	+	651	13	0.651	19.9692780337942	0.355695820098029	0.546383748230459
YBL058W	chrII	111409	112864	+	1456	11087	1.456	7614.6978021978	303.353812109757	208.347398427031
YBL057C	chrII	112277	113447	-	1171	340	1.171	290.350128095645	9.30281375640998	7.94433284065754
YBL056W	chrII	113041	115581	+	2541	10953	2.541	4310.50767414404	299.687409041054	117.940735553347
YBL055C	chrII	115477	117224	-	1748	4572	1.748	2615.56064073227	125.095483806784	71.5649220862607
YBL054W	chrII	116976	119359	+	2384	4917	2.384	2062.5	134.535103647847	56.4325099193988
YBL053W	chrII	119335	119709	+	375	0	0.375	0	0	0
YBL052C	chrII	119308	122141	-	2834	2139	2.834	754.763585038814	58.525643014591	20.6512501815776
YBL051C	chrII	122304	124832	-	2529	4995	2.529	1975.08896797153	136.669278568435	54.0408377099387
YBL050W	chrII	125042	126230	+	1189	4758	1.189	4001.68208578637	130.184670155879	109.490891636567
YBL049W	chrII	126606	127508	+	903	724	0.903	801.771871539313	19.8095210577671	21.9374541060544
YBL048W	chrII	127299	127610	+	312	6	0.312	19.2307692307692	0.164167301583706	0.526177248665723
YBL047C	chrII	127672	132213	-	4542	22461	4.542	4945.17833553501	614.560293478602	135.306097199164
YBL046W	chrII	132406	133937	+	1532	1253	1.532	817.885117493473	34.2836048140638	22.3783321240626
YBL045C	chrII	133824	135777	-	1954	6229	1.954	3187.8198567042	170.433020260817	87.2226306350138
YBL044W	chrII	135998	136366	+	369	36	0.369	97.5609756097561	0.985003809502233	2.66938701762123
YBL043W	chrII	136495	137655	+	1161	971	1.161	836.34797588286	26.5677416396297	22.8834983976138
YBL042C	chrII	138150	140349	-	2200	8987	2.2	4085	245.89525655546	111.770571161573
YBL041W	chrII	140938	142040	+	1103	11091	1.103	10055.3037171351	303.46325697748	275.125346307778
YBL040C	chrII	141955	143165	-	1211	4579	1.211	3781.17258464079	125.287012325298	103.457483340461
YBL039W-B	chrII	143086	143749	+	664	494	0.664	743.975903614458	13.5164411637251	20.3560860899474
YBL039C	chrII	143726	145807	-	2082	1	2.082	0.48030739673391	0.0273612169306176	0.0131417948754167
YBL039C-A	chrII	143805	145725	-	1921	0	1.921	0	0	0
YBL038W	chrII	146128	147061	+	934	2982	0.934	3192.71948608137	81.5911488871017	87.3566904572823
YBL037W	chrII	147209	150286	+	3078	3180	3.078	1033.13840155945	87.0086698393639	28.2679239244197
YBL036C	chrII	150307	152281	-	1975	4661	1.975	2360	127.530632113609	64.5724719562575
YBL035C	chrII	151364	153712	-	2349	1022	2.349	435.078756917837	27.9631637030912	11.9042842499324
YBL034C	chrII	153848	158389	-	4542	3925	4.542	864.156759136944	107.392776452674	23.6443805488054
YBL033C	chrII	158483	159721	-	1239	5440	1.239	4390.63761097659	148.84502010256	120.133188137659
YBL032W	chrII	160086	161542	+	1457	5613	1.457	3852.43651338366	153.578510631557	105.407351154123
YBL031W	chrII	161663	162887	+	1225	430	1.225	351.020408163265	11.7653232801656	9.60434553482903
YBL030C	chrII	162683	164145	-	1463	5812	1.463	3972.65892002734	159.023392800749	108.696782502221
YBL029C-A	chrII	164358	166047	-	1690	1141	1.69	675.147928994083	31.2191485178347	18.4728689454643
YBL029W	chrII	166134	167264	+	1131	810	1.131	716.180371352785	22.1625857138002	19.5955665020338
YBL028C	chrII	167221	167899	-	679	2442	0.679	3596.46539027982	66.8160917445682	98.4036697269045
YBL027W	chrII	168392	169839	+	1448	24161	1.448	16685.773480663	661.074362260652	456.543067859566
YBL026W	chrII	170552	171530	+	979	1679	0.979	1715.01532175689	45.9394832265069	46.9249062579233
YBL025W	chrII	171165	172503	+	1339	659	1.339	492.158327109783	18.031041957277	13.4660507522606
YBL024W	chrII	172476	174868	+	2393	12087	2.393	5050.98203092353	330.715029040375	138.20101506075
YBL023C	chrII	174746	177643	-	2898	4060	2.898	1400.96618357488	111.086540738307	38.3321396612517
YBL022C	chrII	177798	181408	-	3611	34564	3.611	9571.86374965384	945.713101989866	261.897840484593
YBL021C	chrII	181490	182524	-	1035	1282	1.035	1238.64734299517	35.0770801050517	33.8908986522239
YBL020W	chrII	182285	184205	+	1921	3090	1.921	1608.53722019781	84.5461603156083	44.011535822805
YBL019W	chrII	184283	186031	+	1749	794	1.749	453.973699256718	21.7248062429104	12.421272866158
YBL018C	chrII	185253	186515	-	1263	316	1.263	250.197941409343	8.64614455007516	6.84572015049498
YBL017C	chrII	186844	191583	-	4740	20727	4.74	4372.78481012658	567.115943320911	119.644713780783
YBL016W	chrII	192372	193647	+	1276	2334	1.276	1829.15360501567	63.8610803160614	50.047868586255
YBL015W	chrII	193953	195984	+	2032	2950	2.032	1451.77165354331	80.7155899453219	39.7222391463198
YBL014C	chrII	198825	202236	-	3412	5768	3.412	1690.5041031653	157.819499255802	46.2542494888049
YBL013W	chrII	202056	203261	+	1206	236	1.206	195.688225538972	6.45724719562575	5.35426798973943
YBL012C	chrII	203406	203807	-	402	0	0.402	0	0	0
YBL011W	chrII	202814	206022	+	3209	8512	3.209	2652.53973200374	232.898678513417	72.5767150244366
YBL010C	chrII	205798	207017	-	1220	800	1.22	655.737704918033	21.8889735444941	17.9417815938476
YBL009W	chrII	207141	209372	+	2232	1525	2.232	683.243727598566	41.7258558191918	18.6943798473082
YBL008W-A	chrII	209409	209648	+	240	3	0.24	12.5	0.0820836507918528	0.34201521163272
YBL008W	chrII	209530	212279	+	2750	3325	2.75	1209.09090909091	90.9760462943035	33.082198652474
YBL007C	chrII	212467	216436	-	3970	27364	3.97	6892.69521410579	748.71234008942	188.592528989778
YBL006C	chrII	216354	217444	-	1091	14	1.091	12.8322639780018	0.383057037028646	0.351106358413058
YBL006W-A	chrII	216559	217416	+	858	0	0.858	0	0	0
YBL005W	chrII	217404	220685	+	3282	4748	3.282	1446.6788543571	129.911057986572	39.5828939630019
YBL004W	chrII	227636	235117	+	7482	33421	7.482	4466.85378241112	914.43923103817	122.2185553379
YBL003C	chrII	234898	237057	-	2160	2776	2.16	1285.18518518518	75.9547381993944	35.1642306478678
YBL002W	chrII	235789	237188	+	1400	0	1.4	0	0	0
YBL001C	chrII	236907	237807	-	901	3552	0.901	3942.28634850166	97.1870425375537	107.865751983966
YBR001C	chrII	238710	241433	-	2724	4068	2.724	1493.39207048458	111.305430473752	40.8610244029928
YBR002C	chrII	241428	242593	-	1166	84	1.166	72.041166380789	2.29834222217188	1.97113398127948
YBR003W	chrII	241674	244364	+	2691	3166	2.691	1176.51430694909	86.6256128023353	32.1908631744093
YBR004C	chrII	244272	246715	-	2444	3050	2.444	1247.95417348609	83.4517116383836	34.1455448602224
YBR005W	chrII	245511	246920	+	1410	7	1.41	4.9645390070922	0.191528518514323	0.135835828733563
YBR006W	chrII	246865	248649	+	1785	3185	1.785	1784.3137254902	87.145475924017	48.8209949154157
YBR007C	chrII	248623	251119	-	2497	1751	2.497	701.241489787745	47.9094908455114	19.186820522832
YBR008C	chrII	252403	254936	-	2534	1970	2.534	777.426992896606	53.9015973533167	21.2713486003617
YBR009C	chrII	255025	256209	-	1185	5016	1.185	4232.91139240506	137.243864123978	115.817606855677
YBR010W	chrII	256230	257098	+	869	4942	0.869	5686.99654775604	135.219134071112	155.603146226826
YBR011C	chrII	256887	258034	-	1148	25264	1.148	22006.968641115	691.253784535123	602.137442974846
YBR012C	chrII	258941	259571	-	631	1051	0.631	1665.61014263074	28.7566389940791	45.5731204343567
YBR013C	chrII	265492	265881	-	390	857	0.39	2197.4358974359	23.4485629095393	60.1245202808699
YBR014C	chrII	266417	267515	-	1099	2553	1.099	2323.02092811647	69.8531868238667	63.5606795485593
YBR015C	chrII	267568	270385	-	2818	13850	2.818	4914.83321504613	378.952854489054	134.475817774682
YBR016W	chrII	269749	270846	+	1098	1022	1.098	930.783242258652	27.9631637030912	25.4673622068226
YBR017C	chrII	270760	274232	-	3473	12308	3.473	3543.91016412324	336.761857982041	96.9656947831965
YBR018C	chrII	274272	276040	-	1769	167	1.769	94.4036178631996	4.56932322741314	2.58299786739013
YBR019C	chrII	275804	278388	-	2585	1713	2.585	662.669245647969	46.8697646021479	18.1314369834228
YBR020W	chrII	278963	281395	+	2433	422	2.433	173.448417591451	11.5464335447206	4.74575977999204
YBR021W	chrII	279860	283531	+	3672	565	3.672	153.867102396514	15.4590875657989	4.20999116715657
YBR022W	chrII	282222	284429	+	2208	958	2.208	433.876811594203	26.2120458195317	11.8713975631937
YBR023C	chrII	284226	288069	-	3844	14477	3.844	3766.12903225806	396.108337504551	103.04587344031
YBR024W	chrII	289106	291278	+	2173	708	2.173	325.816843074091	19.3717415868773	8.9147453229992
YBR025C	chrII	289931	291968	-	2038	22517	2.038	11048.5770363101	616.092521626716	302.302513065121
YBR026C	chrII	292409	294102	-	1694	7235	1.694	4270.95631641086	197.958404493018	116.858562274509
YBR027C	chrII	294024	294356	-	333	0	0.333	0	0	0
YBR028C	chrII	294249	296196	-	1948	2843	1.948	1459.44558521561	77.7879397337458	39.9322072555163
YBR029C	chrII	296227	298090	-	1864	8605	1.864	4616.41630901287	235.443271687964	126.310768072942
YBR030W	chrII	298012	300071	+	2060	3059	2.06	1484.95145631068	83.6979625907592	40.630078927553
YBR031W	chrII	300142	301451	+	1310	32828	1.31	25059.5419847328	898.214029398314	685.659564426194
YBR032W	chrII	301439	301948	+	510	223	0.51	437.254901960784	6.10155137552772	11.9638262265249
YBR033W	chrII	301820	304792	+	2973	1335	2.973	449.04137235116	36.5272246023745	12.2863183997223
YBR034C	chrII	304383	306037	-	1655	17373	1.655	10497.2809667674	475.346421735619	287.218381713365
YBR035C	chrII	306108	307334	-	1227	6632	1.227	5405.05297473513	181.459590683856	147.888826963208
YBR036C	chrII	308745	310389	-	1645	9409	1.645	5719.75683890578	257.441690100181	156.499507659684
YBR037C	chrII	310414	311512	-	1099	2222	1.099	2021.83803457689	60.7966240198323	55.3199490626317
YBR038W	chrII	311819	314979	+	3161	3122	3.161	987.662132236634	85.4217192573881	27.0236378542829
YBR039W	chrII	315484	316949	+	1466	8040	1.466	5484.31105047749	219.984184122165	150.057424367098
YBR040W	chrII	316968	317864	+	897	48	0.897	53.5117056856187	1.31333841266964	1.46414538759158
YBR041W	chrII	318157	320450	+	2294	5297	2.294	2309.06713164778	144.932366081481	63.1788866963737
YBR042C	chrII	320279	321669	-	1391	2736	1.391	1966.93026599569	74.8602895221697	53.8176056953053
YBR043C	chrII	321721	324094	-	2374	2680	2.374	1128.89637742207	73.3280613740551	30.8879786748337
YBR044C	chrII	324265	326142	-	1878	2052	1.878	1092.6517571885	56.1452171416273	29.896281758055
YBR045C	chrII	328173	330092	-	1920	379	1.92	197.395833333333	10.3699012167041	5.40099021703337
YBR046C	chrII	330073	331693	-	1621	1877	1.621	1157.92720542875	51.3570041787692	31.6822974575998
