Geneid	Chr	Start	End	Strand	Length	counts	Length_kb	RPK	CPM	TPM
YAL051W	chrI	48564	51707	+	3144	4655	3.144	1480.59796437659	119.422418284216	37.9842297341654
YAL049C	chrI	51691	54082	-	2392	4614	2.392	1928.92976588629	118.370577435741	49.4860273560789
YAL048C	chrI	52801	54789	-	1989	40	1.989	20.1106083459025	1.02618619363451	0.515930715753902
YAL047W-A	chrI	54209	55065	+	857	0	0.857	0	0	0
YAL047C	chrI	54931	56886	-	1956	1342	1.956	686.094069529652	34.4285467964378	17.6015065421461
YAL046C	chrI	56907	57544	-	638	0	0.638	0	0	0
YAL045C	chrI	57488	57796	-	309	0	0.309	0	0	0
YAL044W-A	chrI	56955	57990	+	1036	0	1.036	0	0	0
YAL044C	chrI	57756	58614	-	859	4240	0.859	4935.97206053551	108.775736525258	126.630659517181
YAL043C	chrI	58499	61083	-	2585	6335	2.585	2450.67698259188	162.522238416866	62.8712721148416
YAL042C-A	chrI	61231	61608	-	378	0	0.378	0	0	0
YAL042W	chrI	61259	62680	+	1422	11897	1.422	8366.38537271449	305.213428641744	214.636729002633
YAL041W	chrI	62773	65501	+	2729	6290	2.729	2304.87358006596	161.367778949027	59.1307361484158
YAL040C	chrI	65456	67848	-	2393	4566	2.393	1908.0651901379	117.139154003379	48.9507538668531
YAL039C	chrI	68629	70088	-	1460	3895	1.46	2667.80821917808	99.9248806051605	68.4416990446305
YAL038W	chrI	71479	73450	+	1972	164160	1.972	83245.4361054767	4211.46813867603	2135.6329303631
YAL037C-B	chrI	72326	73300	-	975	0	0.975	0	0	0
YAL037C-A	chrI	73371	73710	-	340	0	0.34	0	0	0
YAL037W	chrI	73453	76400	+	2948	200	2.948	67.842605156038	5.13093096817255	1.74047861878309
YAL036C	chrI	74176	76207	-	2032	0	2.032	0	0	0
YAL035W	chrI	76364	79559	+	3196	20296	3.196	6350.43804755945	520.686874650151	162.91829619842
YAL034C-B	chrI	79446	79873	-	428	0	0.428	0	0	0
YAL034W-A	chrI	79674	80747	+	1074	334	1.074	310.98696461825	8.56865471684816	7.97826323728879
YAL034C	chrI	80549	82602	-	2054	2465	2.054	1200.09737098345	63.2387241827267	30.7880838280072
YAL033W	chrI	82685	83397	+	713	1319	0.713	1849.92987377279	33.838489735098	47.4593123914418
YAL032C	chrI	83192	84590	-	1399	1704	1.399	1218.0128663331	43.7155318488302	31.2476996775055
YAL031W-A	chrI	84669	84977	+	309	0	0.309	0	0	0
YAL031C	chrI	84587	87078	-	2492	2380	2.492	955.056179775281	61.0580785212534	24.5016366457678
YAL030W	chrI	87264	88061	+	798	1776	0.798	2225.56390977444	45.5626669973723	57.0960739315442
YAL029C	chrI	87855	92270	-	4416	13908	4.416	3149.45652173913	356.804939526719	80.7982200015216
YAL028W	chrI	92409	94566	+	2158	893	2.158	413.809082483781	22.9096067728905	10.6161291811355
YAL027W	chrI	94595	95583	+	989	610	0.989	616.784630940344	15.6493394529263	15.8233968179234
YAL026C-A	chrI	95386	95823	-	438	0	0.438	0	0	0
YAL026C	chrI	95630	99697	-	4068	11865	4.068	2916.66666666667	304.392479686837	74.8260766191831
YAL025C	chrI	99939	101168	-	1230	3004	1.23	2442.27642276423	77.0665831419517	62.6557586519933
YAL024C	chrI	101565	105872	-	4308	4781	4.308	1109.79572887651	122.654904794165	28.4714263681906
YAL023C	chrI	106141	108718	-	2578	33984	2.578	13182.3118696664	871.84779011188	338.1876610209
YAL022C	chrI	108731	110471	-	1741	4815	1.741	2765.6519241815	123.527163058754	70.9518455248445
YAL021C	chrI	110536	113406	-	2871	9331	2.871	3250.08707767328	239.38358432009	83.3798621804565
YAL020C	chrI	113468	114672	-	1205	1341	1.205	1112.86307053942	34.402892141597	28.5501179598315
YAL019W-A	chrI	114250	114819	+	570	1	0.57	1.75438596491228	0.0256546548408628	0.0450081663874785
YAL019W	chrI	114788	118363	+	3576	9127	3.576	2552.29306487696	234.150034732554	65.4781976321461
YAL018C	chrI	118426	119591	-	1166	100	1.166	85.7632933104631	2.56546548408628	2.20022768789561
YAL017W	chrI	120225	124295	+	4071	8507	4.071	2089.65856055023	218.24414873122	53.6094691061704
YAL016C-B	chrI	124307	124492	-	186	22	0.186	118.279569892473	0.564402406498981	3.0344215403171
YAL016C-A	chrI	124755	125069	-	315	0	0.315	0	0	0
YAL016W	chrI	124786	126883	+	2098	8491	2.098	4047.18779790276	217.833674253766	103.829206031347
YAL015C	chrI	126756	128110	-	1355	2567	1.355	1894.46494464945	65.8554989764947	48.6018442630957
YAL014C	chrI	128031	129072	-	1042	2579	1.042	2475.04798464491	66.1633548345851	63.4965017606383
YAL013W	chrI	129194	130593	+	1400	960	1.4	685.714285714286	24.6284686472283	17.5917633194488
YAL012W	chrI	130436	132100	+	1665	23255	1.665	13966.966966967	596.598998324264	358.317716711269
YAL011W	chrI	132169	134210	+	2042	1232	2.042	603.330068560235	31.6065347639429	15.4782246640269
YAL010C	chrI	134001	135743	-	1743	1439	1.743	825.588066551922	36.9170483160015	21.1801768881248
YAL009W	chrI	135408	136780	+	1373	1041	1.373	758.193736343773	26.7064956893381	19.4511986084036
YAL008W	chrI	136431	137718	+	1288	1965	1.288	1525.62111801242	50.4113967622953	39.1392832005399
YAL007C	chrI	137408	138453	-	1046	0	1.046	0	0	0
YAL005C	chrI	139357	141684	-	2328	0	2.328	0	0	0
YAL004W	chrI	137649	142152	+	4504	120	4.504	26.6429840142096	3.07855858090353	0.683516558815171
YAL003W	chrI	142032	143496	+	1465	44439	1.465	30333.7883959044	1140.0672064731	778.202871312697
YAL002W	chrI	143550	147630	+	4081	8920	4.081	2185.73878951237	228.839521180496	56.0743742172251
YAL001C	chrI	147594	151166	-	3573	4173	3.573	1167.9261125105	107.05687465092	29.9627412960874
YAR002W	chrI	152204	154114	+	1911	3415	1.911	1787.02250130822	87.6106462815463	45.8454454639175
YAR002C-A	chrI	153765	154750	-	986	10348	0.986	10494.9290060852	265.474368293248	269.243781230475
YAR003W	chrI	154905	156909	+	2005	2755	2.005	1374.06483790524	70.6785740865769	35.2511591454249
YAR007C	chrI	156681	158715	-	2035	3107	2.035	1526.78132678133	79.7090125905606	39.1690479560494
YAR008W	chrI	158847	159972	+	1126	928	1.126	824.156305506217	23.8075196923206	21.1434455526826
YAR014C	chrI	166565	169021	-	2457	6737	2.457	2741.96174196174	172.835409662892	70.3440820768793
YAR015W	chrI	169272	172008	+	2737	4338	2.737	1584.94702228718	111.289892699663	40.6612687978307
YAR018C	chrI	170177	171735	-	1559	0	1.559	0	0	0
YAR019C	chrI	172126	175168	-	3043	2862	3.043	940.519224449556	73.4236221545492	24.1286960744493
YAR019W-A	chrI	174998	175330	+	333	41	0.333	123.123123123123	1.05184084847537	3.15868122665277
YAR020C	chrI	176856	177023	-	168	136	0.168	809.52380952381	3.48903305835734	20.7680539187937
YAR023C	chrI	179099	180697	-	1599	1147	1.599	717.323327079425	29.4258891024696	18.4026823655219
YAR027W	chrI	183671	184687	+	1017	4252	1.017	4180.92428711898	109.083592383348	107.260169501818
YAR028W	chrI	184821	185977	+	1157	107	1.157	92.4805531547104	2.74504806797232	2.37255667067616
YAR029W	chrI	185009	186754	+	1746	0	1.746	0	0	0
YAR030C	chrI	186033	186857	-	825	0	0.825	0	0	0
YAR031W	chrI	186836	187732	+	897	1745	0.897	1945.3734671126	44.7673726973055	49.9078848353462
YAR033W	chrI	187843	189258	+	1416	1548	1.416	1093.22033898305	39.7134056936556	28.0461904616212
YAR035W	chrI	190156	192365	+	2210	759	2.21	343.438914027149	19.4718830242148	8.81080679828726
YAR035C-A	chrI	192337	192417	-	81	4	0.081	49.3827160493827	0.102618619363451	1.26689653535125
YAR042W	chrI	192583	196349	+	3767	14374	3.767	3815.76851606053	368.760008682561	97.8922242321639
YAR047C	chrI	201467	201787	-	321	196	0.321	610.591900311527	5.0283123488091	15.6645244511187
YAR050W	chrI	203403	208016	+	4614	2279	4.614	493.93151278717	58.4669583823262	12.67164247558
YAR053W	chrI	208193	209632	+	1440	635	1.44	440.972222222222	16.2907058239479	11.3129901555193
YAR060C	chrI	217157	217492	-	336	74	0.336	220.238095238095	1.89844445822384	5.65013231614239
YAR064W	chrI	220198	220497	+	300	194	0.3	646.666666666667	4.97700303912738	16.5900101304246
YAR066W	chrI	221049	221660	+	612	334	0.612	545.751633986928	8.56865471684816	14.0010697987715
YAR068W	chrI	222406	222891	+	486	321	0.486	660.493827160494	8.23514420391695	16.9447411603229
YAR069C	chrI	224011	224304	-	294	72	0.294	244.897959183673	1.84713514854212	6.28277261408884
YAR070C	chrI	224563	224862	-	300	32	0.3	106.666666666667	0.820948954907608	2.73649651635869
YAR071W	chrI	225460	226863	+	1404	653	1.404	465.099715099715	16.7524896110834	11.9319726574668
YAR073W	chrI	227742	228953	+	1212	50	1.212	41.2541254125413	1.28273274204314	1.05836034822041
YAR075W	chrI	228844	229317	+	474	2	0.474	4.21940928270042	0.0513093096817255	0.108247488780012
YBL113C	chrII	280	2658	-	2379	1186	2.379	498.528793610761	30.4264206412632	12.7895841283158
YBL113W-A	chrII	646	1128	+	483	0	0.483	0	0	0
YBL112C	chrII	2582	2899	-	318	139	0.318	437.106918238994	3.56599702287992	11.2138271159746
YBL111C	chrII	2907	5009	-	2103	1093	2.103	519.733713742273	28.040537741063	13.3335890352178
YBL109W	chrII	5790	6125	+	336	2	0.336	5.95238095238095	0.0513093096817255	0.152706278814659
YBL108C-A	chrII	7605	7733	-	129	19	0.129	147.286821705426	0.487438441976393	3.77859257346041
YBL108W	chrII	8177	8482	+	306	5	0.306	16.3398692810458	0.128273274204314	0.419193706550045
YBL107W-A	chrII	9268	9372	+	105	34	0.105	323.809523809524	0.872258264589334	8.30722156751747
YBL107C	chrII	9730	10563	-	834	1033	0.834	1238.60911270983	26.5012584506112	31.776089269318
YBL106C	chrII	10847	13879	-	3033	4231	3.033	1394.98846027036	108.54484463169	35.7879474552227
YBL105C	chrII	14104	17965	-	3862	9585	3.862	2481.87467633351	245.89986664967	63.6716381796141
YBL104C	chrII	18076	21318	-	3243	4077	3.243	1257.16928769658	104.594027786197	32.252244152389
YBL103C	chrII	21573	23802	-	2230	2346	2.23	1052.01793721973	60.185820256664	26.9891570657686
YBL102W	chrII	23879	24968	+	1090	2440	1.09	2238.53211009174	62.5973578117052	57.4287686345919
YBL101C	chrII	24777	28406	-	3630	7107	3.63	1957.85123966942	182.327631954012	50.2279977834743
YBL100W-C	chrII	28372	29119	+	748	251	0.748	335.561497326203	6.43931836505655	8.60871439178684
YBL100C	chrII	36989	37303	-	315	0	0.315	0	0	0
YBL099W	chrII	36702	39100	+	2399	15806	2.399	6588.578574406	405.497474414677	169.02770921829
YBL098W	chrII	39145	40527	+	1383	3776	1.383	2730.29645697758	96.8719766790978	70.0448132169904
YBL097W	chrII	40831	43095	+	2265	741	2.265	327.152317880795	19.0100992370793	8.39297979562
YBL096C	chrII	43132	44042	-	911	0	0.911	0	0	0
YBL095W	chrII	42052	44341	+	2290	0	2.29	0	0	0
YBL094C	chrII	43765	44097	-	333	0	0.333	0	0	0
YBL093C	chrII	43818	45023	-	1206	2972	1.206	2464.34494195688	76.2456341870441	63.2219188947298
YBL092W	chrII	45281	45977	+	697	5855	0.697	8400.28694404591	150.208004093252	215.506462113704
YBL091C-A	chrII	46322	47201	-	880	7628	0.88	8668.18181818182	195.693707126101	222.379212643297
YBL091C	chrII	47010	48690	-	1681	8974	1.681	5338.48899464604	230.224872541902	136.957092529389
YBL090W	chrII	48785	49634	+	850	1604	0.85	1887.05882352941	41.1500663647439	48.4118427820516
YBL089W	chrII	49510	51278	+	1769	2537	1.769	1434.14358394573	65.0858593312688	36.7924586383657
YBL088C	chrII	51019	59382	-	8364	11641	8.364	1391.79818268771	298.645837002483	35.7061019849932
YBL087C	chrII	59593	60845	-	1253	19261	1.253	15371.9074221868	494.134306889858	394.360979161898
YBL086C	chrII	61142	62726	-	1585	1434	1.585	904.731861198738	36.7887750417972	23.210583622585
YBL085W	chrII	63674	66938	+	3265	6102	3.265	1868.91271056662	156.544703838945	47.9463105172878
YBL084C	chrII	67169	69445	-	2277	2213	2.277	971.892841458059	56.7737511628293	24.9335753899119
YBL083C	chrII	69658	71093	-	1436	3	1.436	2.0891364902507	0.0769639645225883	0.0535960755728331
YBL082C	chrII	69715	71394	-	1680	55	1.68	32.7380952380952	1.41100601624745	0.839884533480626
YBL081W	chrII	71317	73109	+	1793	722	1.793	402.677077523703	18.5226607951029	10.3305414361979
YBL080C	chrII	72944	74748	-	1805	1400	1.805	775.623268698061	35.9165167772079	19.8983472449905
YBL079W	chrII	75259	79767	+	4509	21315	4.509	4727.2122421823	546.82896793299	121.274998432688
YBL078C	chrII	79873	80803	-	931	869	0.931	933.404940923738	22.2938950567097	23.9461815861544
YBL077W	chrII	80897	81328	+	432	1	0.432	2.31481481481481	0.0256546548408628	0.0593857750945897
YBL076C	chrII	80935	84307	-	3373	51957	3.373	15403.7948413875	1332.93890156671	395.179039895258
YBL075C	chrII	84418	86984	-	2567	3113	2.567	1212.69964939618	79.8629405196058	31.1113909308943
YBL074C	chrII	86433	87808	-	1376	620	1.376	450.581395348837	15.9058860013349	11.5595101753887
YBL073W	chrII	87646	87957	+	312	55	0.312	176.282051282051	1.41100601624745	4.52245518028029
YBL072C	chrII	88246	89440	-	1195	37023	1.195	30981.589958159	949.812286173262	794.821996797709
YBL071C-B	chrII	89458	89556	-	99	17	0.099	171.717171717172	0.436129132294667	4.4053447706532
YBL071W-A	chrII	89935	90746	+	812	0	0.812	0	0	0
YBL071C	chrII	89856	90544	-	689	3	0.689	4.35413642960813	0.0769639645225883	0.111703867231623
YBL070C	chrII	90605	90925	-	321	0	0.321	0	0	0
YBL069W	chrII	90631	92191	+	1561	0	1.561	0	0	0
YBL068W-A	chrII	90847	92228	+	1382	2	1.382	1.44717800289436	0.0513093096817255	0.0371268521575438
YBL068W	chrII	92356	93912	+	1557	4292	1.557	2756.58317276814	110.109778576983	70.7191898374971
YBL067C	chrII	93639	95882	-	2244	7172	2.244	3196.07843137255	183.995184518668	81.9942890011888
YBL066C	chrII	96669	100115	-	3447	3550	3.447	1029.88105599072	91.0740246850628	26.4212430185851
YBL065W	chrII	99963	100307	+	345	1	0.345	2.89855072463768	0.0256546548408628	0.0743613183793124
YBL064C	chrII	100299	101420	-	1122	4843	1.122	4316.39928698752	124.245493394298	110.735733863011
YBL063W	chrII	101886	105221	+	3336	2524	3.336	756.594724220624	64.7523488183376	19.4101765042978
YBL062W	chrII	105308	105688	+	381	0	0.381	0	0	0
YBL061C	chrII	105195	107545	-	2351	4135	2.351	1758.82603147597	106.081997766968	45.1220747626404
YBL060W	chrII	107701	110033	+	2333	951	2.333	407.629661380197	24.3975767536605	10.4575982656067
YBL059C-A	chrII	108799	111201	-	2403	1229	2.403	511.444028297961	31.5295707994203	13.1209200164046
YBL059W	chrII	110594	111244	+	651	13	0.651	19.9692780337942	0.333510512931216	0.512304935378212
YBL058W	chrII	111409	112864	+	1456	5331	1.456	3661.4010989011	136.764964956639	93.9319814262633
YBL057C	chrII	112277	113447	-	1171	382	1.171	326.216908625107	9.80007814920958	8.36898219403038
YBL056W	chrII	113041	115581	+	2541	9006	2.541	3544.27390791027	231.04582149681	90.9271237689138
YBL055C	chrII	115477	117224	-	1748	4581	1.748	2620.70938215103	117.523973825992	67.2333946372954
YBL054W	chrII	116976	119359	+	2384	4102	2.384	1720.63758389262	105.235394157219	44.1423633209812
YBL053W	chrII	119335	119709	+	375	0	0.375	0	0	0
YBL052C	chrII	119308	122141	-	2834	2807	2.834	990.472829922371	72.0126161383018	25.410238580911
YBL051C	chrII	122304	124832	-	2529	4259	2.529	1684.06484776592	109.263174967235	43.2041023990647
YBL050W	chrII	125042	126230	+	1189	3268	1.189	2748.52817493692	83.8394120199395	70.5125416483932
YBL049W	chrII	126606	127508	+	903	1410	0.903	1561.46179401993	36.1730633256165	40.0587633727758
YBL048W	chrII	127299	127610	+	312	17	0.312	54.4871794871795	0.436129132294667	1.39784978299573
YBL047C	chrII	127672	132213	-	4542	23633	4.542	5203.21444297666	606.29645785411	133.486670597558
YBL046W	chrII	132406	133937	+	1532	1219	1.532	795.691906005222	31.2730242510117	20.4132012082322
YBL045C	chrII	133824	135777	-	1954	7636	1.954	3907.8812691914	195.898944364828	100.255345120178
YBL044W	chrII	135998	136366	+	369	49	0.369	132.791327913279	1.25707808720228	3.406715683475
YBL043W	chrII	136495	137655	+	1161	381	1.161	328.165374677003	9.77442349436871	8.41896941806091
YBL042C	chrII	138150	140349	-	2200	9424	2.2	4283.63636363636	241.769467220291	109.895212372859
YBL041W	chrII	140938	142040	+	1103	6156	1.103	5581.14233907525	157.930055200351	143.182280326701
YBL040C	chrII	141955	143165	-	1211	4536	1.211	3745.66473988439	116.369514358154	96.0937360513241
YBL039W-B	chrII	143086	143749	+	664	459	0.664	691.265060240964	11.775486571956	17.7341665240301
YBL039C	chrII	143726	145807	-	2082	1	2.082	0.48030739673391	0.0256546548408628	0.0123221204807218
YBL039C-A	chrII	143805	145725	-	1921	0	1.921	0	0	0
YBL038W	chrII	146128	147061	+	934	1902	0.934	2036.40256959315	48.795153507321	52.2432050399582
YBL037W	chrII	147209	150286	+	3078	3069	3.078	997.076023391813	78.7341357066078	25.579641230217
YBL036C	chrII	150307	152281	-	1975	4090	1.975	2070.88607594937	104.927538299129	53.1278674932297
YBL035C	chrII	151364	153712	-	2349	1364	2.349	580.672626649638	34.9929492029368	14.8969558122336
YBL034C	chrII	153848	158389	-	4542	6282	4.542	1383.09114927345	161.1625417103	35.4827260480625
YBL033C	chrII	158483	159721	-	1239	3471	1.239	2801.45278450363	89.0473069526347	71.8703042394146
YBL032W	chrII	160086	161542	+	1457	6394	1.457	4388.46945778998	164.035863052477	112.58466921927
YBL031W	chrII	161663	162887	+	1225	641	1.225	523.265306122449	16.444633752993	13.4241908187698
YBL030C	chrII	162683	164145	-	1463	6537	1.463	4468.21599453178	167.70447869472	114.630539094135
YBL029C-A	chrII	164358	166047	-	1690	1230	1.69	727.810650887574	31.5552254542612	18.6717310380244
YBL029W	chrII	166134	167264	+	1131	1099	1.131	971.706454465075	28.1944656701082	24.92879369594
YBL028C	chrII	167221	167899	-	679	2128	0.679	3134.0206185567	54.593105501356	80.4022172332194
YBL027W	chrII	168392	169839	+	1448	38167	1.448	26358.4254143646	979.161211311209	676.21630615415
YBL026W	chrII	170552	171530	+	979	1834	0.979	1873.34014300306	47.0506369781423	48.0598947682761
YBL025W	chrII	171165	172503	+	1339	955	1.339	713.218820014937	24.5001953730239	18.2973826534906
YBL024W	chrII	172476	174868	+	2393	12284	2.393	5133.30547430004	315.141780065158	131.693180135879
YBL023C	chrII	174746	177643	-	2898	4995	2.898	1723.60248447205	128.14500093011	44.218426821984
YBL022C	chrII	177798	181408	-	3611	19141	3.611	5300.74771531432	491.055748308954	135.988853034881
YBL021C	chrII	181490	182524	-	1035	1238	1.035	1196.13526570048	31.7604626929881	30.6864373845296
YBL020W	chrII	182285	184205	+	1921	5616	1.921	2923.47735554399	144.076541586285	75.0008024915592
YBL019W	chrII	184283	186031	+	1749	876	1.749	500.857632933105	22.4734776405958	12.8493296973103
YBL018C	chrII	185253	186515	-	1263	445	1.263	352.335708630245	11.4163214041839	9.03905099301974
YBL017C	chrII	186844	191583	-	4740	25513	4.74	5382.48945147679	654.527208954932	138.085909062222
YBL016W	chrII	192372	193647	+	1276	2164	1.276	1695.92476489028	55.516673075627	43.5083644793315
YBL015W	chrII	193953	195984	+	2032	3551	2.032	1747.53937007874	91.0996793399037	44.8325193601888
YBL014C	chrII	198825	202236	-	3412	6745	3.412	1976.84642438453	173.040646901619	50.7153126909787
YBL013W	chrII	202056	203261	+	1206	286	1.206	237.147595356551	7.33723128448675	6.08393970521289
YBL012C	chrII	203406	203807	-	402	0	0.402	0	0	0
YBL011W	chrII	202814	206022	+	3209	7288	3.209	2271.11249610471	186.971124480208	58.2646071923365
YBL010C	chrII	205798	207017	-	1220	1005	1.22	823.770491803279	25.7829281150671	21.1335476353009
YBL009W	chrII	207141	209372	+	2232	3050	2.232	1366.48745519713	78.2466972646314	35.0567640074514
YBL008W-A	chrII	209409	209648	+	240	3	0.24	12.5	0.0769639645225883	0.320683185510785
YBL008W	chrII	209530	212279	+	2750	4114	2.75	1496	105.543250015309	38.3793636419307
YBL007C	chrII	212467	216436	-	3970	26628	3.97	6707.30478589421	683.132149102494	172.073589194583
YBL006C	chrII	216354	217444	-	1091	11	1.091	10.0824931255729	0.28220120324949	0.258662881071944
YBL006W-A	chrII	216559	217416	+	858	0	0.858	0	0	0
YBL005W	chrII	217404	220685	+	3282	7746	3.282	2360.14625228519	198.720956397323	60.5487374763324
YBL004W	chrII	227636	235117	+	7482	45314	7.482	6056.40203154237	1162.51502945886	155.37490369672
YBL003C	chrII	234898	237057	-	2160	7281	2.16	3370.83333333333	186.791541896322	86.4775656927416
YBL002W	chrII	235789	237188	+	1400	0	1.4	0	0	0
YBL001C	chrII	236907	237807	-	901	2829	0.901	3139.84461709212	72.5770185448008	80.5516299054392
YBR001C	chrII	238710	241433	-	2724	4178	2.724	1533.77386196769	107.185147925125	39.3484390327183
YBR002C	chrII	241428	242593	-	1166	72	1.166	61.7495711835335	1.84713514854212	1.58416393528484
YBR003W	chrII	241674	244364	+	2691	3715	2.691	1380.52768487551	95.3070427338052	35.4169612537366
YBR004C	chrII	244272	246715	-	2444	3307	2.444	1353.10965630115	84.8399435587332	34.7135611942443
YBR005W	chrII	245511	246920	+	1410	4	1.41	2.83687943262411	0.102618619363451	0.0727791626691142
YBR006W	chrII	246865	248649	+	1785	3712	1.785	2079.55182072829	95.2300787692826	53.350184184472
YBR007C	chrII	248623	251119	-	2497	1991	2.497	797.356828193833	51.0784177881578	20.4559142123179
YBR008C	chrII	252403	254936	-	2534	2762	2.534	1089.97632202052	70.858156670463	27.9629663261496
YBR009C	chrII	255025	256209	-	1185	13743	1.185	11597.4683544304	352.571921477977	297.52904766074
YBR010W	chrII	256230	257098	+	869	11220	0.869	12911.3924050633	287.84522731448	331.237315666836
YBR011C	chrII	256887	258034	-	1148	40387	1.148	35180.3135888502	1036.11454505792	902.538802315265
YBR012C	chrII	258941	259571	-	631	2094	0.631	3318.54199683043	53.7208472367666	85.1360495035921
YBR013C	chrII	265492	265881	-	390	1091	0.39	2797.4358974359	27.9892284313813	71.7672523881571
YBR014C	chrII	266417	267515	-	1099	2364	1.099	2151.04640582348	60.6476040437996	55.1843530880797
YBR015C	chrII	267568	270385	-	2818	16949	2.818	6014.54932576295	434.820744897783	154.301186975792
YBR016W	chrII	269749	270846	+	1098	917	1.098	835.154826958106	23.5253184890712	21.4256088242907
YBR017C	chrII	270760	274232	-	3473	14606	3.473	4205.58594874748	374.711888605642	107.892855918699
YBR018C	chrII	274272	276040	-	1769	392	1.769	221.594120972301	10.0566246976182	5.68492068830876
YBR019C	chrII	275804	278388	-	2585	2540	2.585	982.591876208897	65.1628232957914	25.208055433575
YBR020W	chrII	278963	281395	+	2433	520	2.433	213.727907932594	13.3404205172486	5.48311570787038
YBR021W	chrII	279860	283531	+	3672	630	3.672	171.56862745098	16.1624325497435	4.40153391877547
YBR022W	chrII	282222	284429	+	2208	1023	2.208	463.315217391304	26.2447119022026	11.8861919846932
YBR023C	chrII	284226	288069	-	3844	16363	3.844	4256.76378772112	419.787117161037	109.205805713069
YBR024W	chrII	289106	291278	+	2173	796	2.173	366.313851817763	20.4211052533268	9.39765543181167
YBR025C	chrII	289931	291968	-	2038	19834	2.038	9732.09028459274	508.834424113672	249.673417131341
YBR026C	chrII	292409	294102	-	1694	5417	1.694	3197.75678866588	138.971265272954	82.0373466782489
YBR027C	chrII	294024	294356	-	333	1	0.333	3.003003003003	0.0256546548408628	0.0770410055281164
YBR028C	chrII	294249	296196	-	1948	3575	1.948	1835.21560574949	91.7153910560844	47.081822924068
YBR029C	chrII	296227	298090	-	1864	6219	1.864	3336.37339055794	159.546298455326	85.593507755003
YBR030W	chrII	298012	300071	+	2060	2900	2.06	1407.76699029126	74.398499038502	36.1157762322825
YBR031W	chrII	300142	301451	+	1310	51816	1.31	39554.1984732824	1329.32159523414	1014.74930933904
YBR032W	chrII	301439	301948	+	510	188	0.51	368.627450980392	4.8230751100822	9.45701001976902
YBR033W	chrII	301820	304792	+	2973	1869	2.973	628.657921291625	47.9485498975725	16.1280019837109
YBR034C	chrII	304383	306037	-	1655	10578	1.655	6391.54078549849	271.374938906646	163.972772753261
YBR035C	chrII	306108	307334	-	1227	6120	1.227	4987.77506112469	157.00648762608	127.959647617017
YBR036C	chrII	308745	310389	-	1645	10852	1.645	6596.96048632219	278.404314333043	169.242744275406
YBR037C	chrII	310414	311512	-	1099	2384	1.099	2169.24476797088	61.1606971406168	55.6512257876404
YBR038W	chrII	311819	314979	+	3161	6975	3.161	2206.58019614046	178.941217515018	56.6090533106668
YBR039W	chrII	315484	316949	+	1466	6032	1.466	4114.59754433834	154.748878000084	105.558579809062
YBR040W	chrII	316968	317864	+	897	317	0.897	353.40022296544	8.1325255845535	9.06636074086232
YBR041W	chrII	318157	320450	+	2294	5176	2.294	2256.320836966	132.788493456306	57.8851322826093
YBR042C	chrII	320279	321669	-	1391	3060	1.391	2199.85621854781	78.5032438130401	56.4365519863696
YBR043C	chrII	321721	324094	-	2374	4469	2.374	1882.47683235046	114.650652483816	48.2942933798718
YBR044C	chrII	324265	326142	-	1878	2522	1.878	1342.91799787007	64.7010395086559	34.4520977149392
