Geneid	Chr	Start	End	Strand	Length	counts	Length_kb	RPK	CPM	TPM
YAL051W	chrI	48564	51707	+	3144	3690	3.144	1173.6641221374	92.2348919247027	29.3367976859742
YAL049C	chrI	51691	54082	-	2392	5435	2.392	2272.15719063545	135.852747319989	56.7946268060155
YAL048C	chrI	52801	54789	-	1989	35	1.989	17.5967823026647	0.87485669847279	0.439847510544389
YAL047W-A	chrI	54209	55065	+	857	1	0.857	1.16686114352392	0.0249959056706511	0.029166751074272
YAL047C	chrI	54931	56886	-	1956	1304	1.956	666.666666666667	32.5946609945291	16.6639371137674
YAL046C	chrI	56907	57544	-	638	0	0.638	0	0	0
YAL045C	chrI	57488	57796	-	309	0	0.309	0	0	0
YAL044W-A	chrI	56955	57990	+	1036	0	1.036	0	0	0
YAL044C	chrI	57756	58614	-	859	11159	0.859	12990.6868451688	278.929311378796	324.713982978808
YAL043C	chrI	58499	61083	-	2585	6458	2.585	2498.25918762089	161.423558821065	62.4462509946093
YAL042C-A	chrI	61231	61608	-	378	0	0.378	0	0	0
YAL042W	chrI	61259	62680	+	1422	10709	1.422	7530.9423347398	267.681153827003	188.242724210269
YAL041W	chrI	62773	65501	+	2729	5875	2.729	2152.8032246244	146.850945815076	53.8112663301852
YAL040C	chrI	65456	67848	-	2393	3467	2.393	1448.80902632679	86.6608049601475	36.2142937568523
YAL039C	chrI	68629	70088	-	1460	3730	1.46	2554.79452054795	93.2347281515288	63.8594028435129
YAL038W	chrI	71479	73450	+	1972	153059	1.972	77616.1257606491	3825.84832604419	1940.08535803458
YAL037C-B	chrI	72326	73300	-	975	0	0.975	0	0	0
YAL037C-A	chrI	73371	73710	-	340	0	0.34	0	0	0
YAL037W	chrI	73453	76400	+	2948	160	2.948	54.2740841248304	3.99934490730418	1.35662988714525
YAL036C	chrI	74176	76207	-	2032	0	2.032	0	0	0
YAL035W	chrI	76364	79559	+	3196	18801	3.196	5882.66583229036	469.948022513912	147.042560235892
YAL034C-B	chrI	79446	79873	-	428	1	0.428	2.33644859813084	0.0249959056706511	0.0584016487632036
YAL034W-A	chrI	79674	80747	+	1074	323	1.074	300.744878957169	8.07367753162032	7.5173906253448
YAL034C	chrI	80549	82602	-	2054	1520	2.054	740.019474196689	37.9937766193897	18.4974569714653
YAL033W	chrI	82685	83397	+	713	1059	0.713	1485.27349228612	26.4706641052196	37.1257561083023
YAL032C	chrI	83192	84590	-	1399	2167	1.399	1548.96354538956	54.166127588301	38.7177466678349
YAL031W-A	chrI	84669	84977	+	309	0	0.309	0	0	0
YAL031C	chrI	84587	87078	-	2492	2051	2.492	823.033707865169	51.2666025305055	20.572472925564
YAL030W	chrI	87264	88061	+	798	2192	0.798	2746.8671679198	54.7910252300673	68.660432619132
YAL029C	chrI	87855	92270	-	4416	13961	4.416	3161.45833333333	348.967839067961	79.023514281694
YAL028W	chrI	92409	94566	+	2158	646	2.158	299.35125115848	16.1473550632406	7.48255563634877
YAL027W	chrI	94595	95583	+	989	800	0.989	808.897876643074	19.9967245365209	20.2191350217603
YAL026C-A	chrI	95386	95823	-	438	0	0.438	0	0	0
YAL026C	chrI	95630	99697	-	4068	13480	4.068	3313.66764995084	336.944808440377	82.8281240020594
YAL025C	chrI	99939	101168	-	1230	2831	1.23	2301.62601626016	70.7634089536134	57.5312267915556
YAL024C	chrI	101565	105872	-	4308	2832	4.308	657.381615598886	70.7884048592841	16.43184885313
YAL023C	chrI	106141	108718	-	2578	27104	2.578	10513.5764158262	677.489027297329	262.796364351175
YAL022C	chrI	108731	110471	-	1741	5665	1.741	3253.8770821367	141.601805624239	81.3336046089826
YAL021C	chrI	110536	113406	-	2871	6855	2.871	2387.6698014629	171.346933372314	59.6819691300291
YAL020C	chrI	113468	114672	-	1205	1258	1.205	1043.98340248963	31.4448493336791	26.0953106503561
YAL019W-A	chrI	114250	114819	+	570	0	0.57	0	0	0
YAL019W	chrI	114788	118363	+	3576	7541	3.576	2108.7807606264	188.49412466238	52.7108849727014
YAL018C	chrI	118426	119591	-	1166	27	1.166	23.156089193825	0.674889453107581	0.578807421190035
YAL017W	chrI	120225	124295	+	4071	6244	4.071	1533.77548513879	156.074435007546	38.3381073464863
YAL016C-B	chrI	124307	124492	-	186	31	0.186	166.666666666667	0.774873075790185	4.16598427844186
YAL016C-A	chrI	124755	125069	-	315	3	0.315	9.52380952380952	0.0749877170119534	0.238056244482392
YAL016W	chrI	124786	126883	+	2098	9868	2.098	4703.52716873213	246.659597157986	117.568921428973
YAL015C	chrI	126756	128110	-	1355	2259	1.355	1667.15867158672	56.4657509100009	41.6721408929896
YAL014C	chrI	128031	129072	-	1042	3400	1.042	3262.95585412668	84.9860792802139	81.5605367372494
YAL013W	chrI	129194	130593	+	1400	772	1.4	551.428571428571	19.2968391777427	13.7834565555305
YAL012W	chrI	130436	132100	+	1665	29751	1.665	17868.4684684685	743.653189607542	446.638552316842
YAL011W	chrI	132169	134210	+	2042	1336	2.042	654.260528893242	33.3945299759899	16.3538344642458
YAL010C	chrI	134001	135743	-	1743	1062	1.743	609.294320137694	26.5456518222315	15.2298633518253
YAL009W	chrI	135408	136780	+	1373	985	1.373	717.407137654771	24.6209670855914	17.9322411402705
YAL008W	chrI	136431	137718	+	1288	1670	1.288	1296.58385093168	41.7431624699874	32.4092876319778
YAL007C	chrI	137408	138453	-	1046	0	1.046	0	0	0
YAL005C	chrI	139357	141684	-	2328	0	2.328	0	0	0
YAL004W	chrI	137649	142152	+	4504	136	4.504	30.1953818827709	3.39944317120856	0.754760917231029
YAL003W	chrI	142032	143496	+	1465	56293	1.465	38425.2559726962	1407.09451791797	960.47407366414
YAL002W	chrI	143550	147630	+	4081	6908	4.081	1692.72237196765	172.671716372858	42.3111287363044
YAL001C	chrI	147594	151166	-	3573	3734	3.573	1045.06017352365	93.3347117742114	26.1222255175515
YAR002W	chrI	152204	154114	+	1911	4032	1.911	2109.89010989011	100.783491664065	52.738614162253
YAR002C-A	chrI	153765	154750	-	986	7463	0.986	7568.96551724138	186.54444402007	189.193148093377
YAR003W	chrI	154905	156909	+	2005	2460	2.005	1226.93266832918	61.4899279498018	30.6682932417964
YAR007C	chrI	156681	158715	-	2035	5806	2.035	2853.07125307125	145.126228323801	71.3150999134155
YAR008W	chrI	158847	159972	+	1126	819	1.126	727.353463587922	20.4716467442633	18.1808585650651
YAR014C	chrI	166565	169021	-	2457	6377	2.457	2595.4415954416	159.398890461742	64.8754132933424
YAR015W	chrI	169272	172008	+	2737	7036	2.737	2570.69784435513	175.871192298701	64.2569208252472
YAR018C	chrI	170177	171735	-	1559	0	1.559	0	0	0
YAR019C	chrI	172126	175168	-	3043	1784	3.043	586.26355570161	44.5926957164416	14.654188536458
YAR019W-A	chrI	174998	175330	+	333	19	0.333	57.057057057057	0.474922207742372	1.42619281604316
YAR020C	chrI	176856	177023	-	168	154	0.168	916.666666666667	3.84936947328028	22.9129135314302
YAR023C	chrI	179099	180697	-	1599	1020	1.599	637.898686679174	25.4958237840642	15.9448553996649
YAR027W	chrI	183671	184687	+	1017	3390	1.017	3333.33333333333	84.7361202235074	83.3196855688372
YAR028W	chrI	184821	185977	+	1157	100	1.157	86.4304235090752	2.49959056706511	2.16040671310727
YAR029W	chrI	185009	186754	+	1746	0	1.746	0	0	0
YAR030C	chrI	186033	186857	-	825	0	0.825	0	0	0
YAR031W	chrI	186836	187732	+	897	1403	0.897	1564.10256410256	35.0692556559236	39.0961601515313
YAR033W	chrI	187843	189258	+	1416	1193	1.416	842.514124293785	29.8201154650868	21.0594035770387
YAR035W	chrI	190156	192365	+	2210	519	2.21	234.841628959276	12.9728750430679	5.87007920500812
YAR035C-A	chrI	192337	192417	-	81	4	0.081	49.3827160493827	0.0999836226826046	1.23436571213092
YAR042W	chrI	192583	196349	+	3767	10234	3.767	2716.75073002389	255.808098633444	67.9076449783498
YAR047C	chrI	201467	201787	-	321	171	0.321	532.710280373832	4.27429986968135	13.3155759180104
YAR050W	chrI	203403	208016	+	4614	1508	4.614	326.831382748158	37.6938257513419	8.16944641338143
YAR053W	chrI	208193	209632	+	1440	249	1.44	172.916666666667	6.22398051199214	4.32220868888343
YAR060C	chrI	217157	217492	-	336	35	0.336	104.166666666667	0.87485669847279	2.60374017402616
YAR064W	chrI	220198	220497	+	300	41	0.3	136.666666666667	1.0248321324967	3.41610710832232
YAR066W	chrI	221049	221660	+	612	149	0.612	243.464052287582	3.72438994492702	6.08560448517487
YAR068W	chrI	222406	222891	+	486	143	0.486	294.238683127572	3.57441451090311	7.3547623681134
YAR069C	chrI	224011	224304	-	294	34	0.294	115.646258503401	0.849860792802139	2.89068296871476
YAR070C	chrI	224563	224862	-	300	23	0.3	76.6666666666667	0.574905830424976	1.91635276808325
YAR071W	chrI	225460	226863	+	1404	762	1.404	542.735042735043	19.0468801210362	13.566153932362
YAR073W	chrI	227742	228953	+	1212	81	1.212	66.8316831683168	2.02466835932274	1.67051844828609
YAR075W	chrI	228844	229317	+	474	3	0.474	6.32911392405063	0.0749877170119534	0.158201934624374
YBL113C	chrII	280	2658	-	2379	777	2.379	326.607818411097	19.4218187060959	8.16385822030094
YBL113W-A	chrII	646	1128	+	483	0	0.483	0	0	0
YBL112C	chrII	2582	2899	-	318	107	0.318	336.477987421384	2.67456190675967	8.41057203383545
YBL111C	chrII	2907	5009	-	2103	699	2.103	332.382310984308	17.4721380637852	8.3081968919568
YBL109W	chrII	5790	6125	+	336	0	0.336	0	0	0
YBL108C-A	chrII	7605	7733	-	129	21	0.129	162.790697674419	0.524914019083674	4.06910092312926
YBL108W	chrII	8177	8482	+	306	0	0.306	0	0	0
YBL107W-A	chrII	9268	9372	+	105	29	0.105	276.190476190476	0.724881264448883	6.90363108998936
YBL107C	chrII	9730	10563	-	834	1740	0.834	2086.3309352518	43.492875866933	52.1497312553153
YBL106C	chrII	10847	13879	-	3033	2413	3.033	795.581932080448	60.3151203832812	19.8862909275573
YBL105C	chrII	14104	17965	-	3862	8357	3.862	2163.90471258415	208.890783689632	54.088758076031
YBL104C	chrII	18076	21318	-	3243	4798	3.243	1479.49429540549	119.930355407784	36.9812998482221
YBL103C	chrII	21573	23802	-	2230	1807	2.23	810.313901345291	45.1676015468666	20.2545298416442
YBL102W	chrII	23879	24968	+	1090	3187	1.09	2923.85321100917	79.6619513723652	73.0843590572158
YBL101C	chrII	24777	28406	-	3630	5315	3.63	1464.18732782369	132.853238639511	36.5986883304438
YBL100W-C	chrII	28372	29119	+	748	278	0.748	371.657754010695	6.94886177644102	9.2899221610174
YBL100C	chrII	36989	37303	-	315	0	0.315	0	0	0
YBL099W	chrII	36702	39100	+	2399	15184	2.399	6329.30387661526	379.537831703167	158.206682660762
YBL098W	chrII	39145	40527	+	1383	1670	1.383	1207.51988430947	41.7431624699874	30.1830531236352
YBL097W	chrII	40831	43095	+	2265	311	2.265	137.306843267108	7.77372666357251	3.43210890223952
YBL096C	chrII	43132	44042	-	911	0	0.911	0	0	0
YBL095W	chrII	42052	44341	+	2290	0	2.29	0	0	0
YBL094C	chrII	43765	44097	-	333	0	0.333	0	0	0
YBL093C	chrII	43818	45023	-	1206	3033	1.206	2514.92537313433	75.8125818990849	62.8628373955928
YBL092W	chrII	45281	45977	+	697	4252	0.697	6100.43041606887	106.282590911609	152.485783230429
YBL091C-A	chrII	46322	47201	-	880	5578	0.88	6338.63636363636	139.427161830892	158.439956626014
YBL091C	chrII	47010	48690	-	1681	7257	1.681	4317.07317073171	181.395287451915	107.909153748909
YBL090W	chrII	48785	49634	+	850	1726	0.85	2030.58823529412	43.1429331875439	50.7563919853457
YBL089W	chrII	49510	51278	+	1769	2120	1.769	1198.4171848502	52.9913200217804	29.9555229066028
YBL088C	chrII	51019	59382	-	8364	6830	8.364	816.594930655189	170.722035730547	20.411529857789
YBL087C	chrII	59593	60845	-	1253	11562	1.253	9227.45411013568	289.002661364069	230.648572517214
YBL086C	chrII	61142	62726	-	1585	1261	1.585	795.583596214511	31.5198370506911	19.8863325240953
YBL085W	chrII	63674	66938	+	3265	4043	3.265	1238.28483920368	101.058446626443	30.9520510341325
YBL084C	chrII	67169	69445	-	2277	2567	2.277	1127.36056214317	64.1644898565615	28.179398268143
YBL083C	chrII	69658	71093	-	1436	3	1.436	2.0891364902507	0.0749877170119534	0.0522198586434216
YBL082C	chrII	69715	71394	-	1680	66	1.68	39.2857142857143	1.64972977426298	0.981982008489866
YBL081W	chrII	71317	73109	+	1793	471	1.793	262.688232013385	11.7730715708767	6.5661302681967
YBL080C	chrII	72944	74748	-	1805	1229	1.805	680.886426592798	30.7199680692303	17.0193728915403
YBL079W	chrII	75259	79767	+	4509	14362	4.509	3185.18518518518	358.991197241892	79.6165884324444
YBL078C	chrII	79873	80803	-	931	1554	0.931	1669.17293233083	38.8436374121919	41.7224891645455
YBL077W	chrII	80897	81328	+	432	0	0.432	0	0	0
YBL076C	chrII	80935	84307	-	3373	53096	3.373	15741.4764304773	1327.18260748889	393.472459972989
YBL075C	chrII	84418	86984	-	2567	25646	2.567	9990.65056486171	641.044996829519	249.725359107721
YBL074C	chrII	86433	87808	-	1376	418	1.376	303.779069767442	10.4482885703322	7.59323297262513
YBL073W	chrII	87646	87957	+	312	77	0.312	246.794871794872	1.92468473664014	6.16886133538506
YBL072C	chrII	88246	89440	-	1195	24560	1.195	20552.3012552301	613.899443271192	513.723383490537
YBL071C-B	chrII	89458	89556	-	99	10	0.099	101.010101010101	0.249959056706511	2.52483895663143
YBL071W-A	chrII	89935	90746	+	812	0	0.812	0	0	0
YBL071C	chrII	89856	90544	-	689	4	0.689	5.8055152394775	0.0999836226826046	0.145114111295507
YBL070C	chrII	90605	90925	-	321	0	0.321	0	0	0
YBL069W	chrII	90631	92191	+	1561	0	1.561	0	0	0
YBL068W-A	chrII	90847	92228	+	1382	3	1.382	2.17076700434153	0.0749877170119534	0.054260287273483
YBL068W	chrII	92356	93912	+	1557	4628	1.557	2972.38278741169	115.681051443774	74.2973997712097
YBL067C	chrII	93639	95882	-	2244	7747	2.244	3452.31729055258	193.643281230534	86.2937973398103
YBL066C	chrII	96669	100115	-	3447	2449	3.447	710.472874963737	61.2149729874247	17.7589129641499
YBL065W	chrII	99963	100307	+	345	2	0.345	5.79710144927536	0.0499918113413023	0.144903800989282
YBL064C	chrII	100299	101420	-	1122	7408	1.122	6602.49554367201	185.169669208184	165.03535580052
YBL063W	chrII	101886	105221	+	3336	1961	3.336	587.829736211031	49.0169710201469	14.6933366367347
YBL062W	chrII	105308	105688	+	381	0	0.381	0	0	0
YBL061C	chrII	105195	107545	-	2351	4262	2.351	1812.84559761803	106.532549968315	45.3137175535156
YBL060W	chrII	107701	110033	+	2333	935	2.333	400.771538791256	23.3711718020588	10.0176475791079
YBL059C-A	chrII	108799	111201	-	2403	1018	2.403	423.637120266334	25.4458319727229	10.5891934967636
YBL059W	chrII	110594	111244	+	651	7	0.651	10.752688172043	0.174971339694558	0.268773179254313
YBL058W	chrII	111409	112864	+	1456	11621	1.456	7981.45604395604	290.477419798637	199.503722389174
YBL057C	chrII	112277	113447	-	1171	405	1.171	345.858240819812	10.1233417966137	8.64503996294937
YBL056W	chrII	113041	115581	+	2541	12390	2.541	4876.03305785124	309.699271259368	121.880862361026
YBL055C	chrII	115477	117224	-	1748	5280	1.748	3020.59496567506	131.978381941038	75.5025068312575
YBL054W	chrII	116976	119359	+	2384	4592	2.384	1926.1744966443	114.78119883963	48.1464760233348
YBL053W	chrII	119335	119709	+	375	0	0.375	0	0	0
YBL052C	chrII	119308	122141	-	2834	2192	2.834	773.465067043049	54.7910252300673	19.3334598553519
YBL051C	chrII	122304	124832	-	2529	4661	2.529	1843.02095689996	116.505916330905	46.0679779877046
YBL050W	chrII	125042	126230	+	1189	5325	1.189	4478.55340622372	133.103197696217	111.945498482941
YBL049W	chrII	126606	127508	+	903	783	0.903	867.109634551495	19.5717941401198	21.674190631362
YBL048W	chrII	127299	127610	+	312	9	0.312	28.8461538461538	0.22496315103586	0.721035740499552
YBL047C	chrII	127672	132213	-	4542	23202	4.542	5108.32232496698	579.955003370448	127.687142970156
YBL046W	chrII	132406	133937	+	1532	919	1.532	599.869451697128	22.9712373113284	14.9942802293266
YBL045C	chrII	133824	135777	-	1954	6558	1.954	3356.19242579324	163.92314938813	83.8910692876818
YBL044W	chrII	135998	136366	+	369	31	0.369	84.0108401084011	0.774873075790185	2.09992703466175
YBL043W	chrII	136495	137655	+	1161	1101	1.161	948.320413436692	27.5204921433869	23.7041275998165
YBL042C	chrII	138150	140349	-	2200	10952	2.2	4978.18181818182	273.755158904971	124.434163138623
YBL041W	chrII	140938	142040	+	1103	12647	1.103	11466.0018132366	316.123219016725	286.603099743178
YBL040C	chrII	141955	143165	-	1211	5487	1.211	4530.96614368291	137.152534414863	113.255602324412
YBL039W-B	chrII	143086	143749	+	664	550	0.664	828.313253012048	13.7477481188581	20.7044399380394
YBL039C	chrII	143726	145807	-	2082	0	2.082	0	0	0
YBL039C-A	chrII	143805	145725	-	1921	0	1.921	0	0	0
YBL038W	chrII	146128	147061	+	934	3432	0.934	3674.5182012848	85.7859482616747	91.8479103444055
YBL037W	chrII	147209	150286	+	3078	3167	3.078	1028.91487979207	79.1620332589522	25.718659278412
YBL036C	chrII	150307	152281	-	1975	4615	1.975	2336.70886075949	115.356104670055	58.408154263319
YBL035C	chrII	151364	153712	-	2349	910	2.349	387.39889314602	22.7462741602925	9.68338618999257
YBL034C	chrII	153848	158389	-	4542	4303	4.542	947.380008806693	107.557382100812	23.6806213343928
YBL033C	chrII	158483	159721	-	1239	5624	1.239	4539.14447134786	140.576973491742	113.460027031269
YBL032W	chrII	160086	161542	+	1457	5999	1.457	4117.36444749485	149.950438118236	102.917253341274
YBL031W	chrII	161663	162887	+	1225	419	1.225	342.040816326531	10.4732844760028	8.54961998041047
YBL030C	chrII	162683	164145	-	1463	6178	1.463	4222.82980177717	154.424705233283	105.553455388437
YBL029C-A	chrII	164358	166047	-	1690	1160	1.69	686.390532544379	28.9952505779553	17.1569530047073
YBL029W	chrII	166134	167264	+	1131	842	1.131	744.47391688771	21.0465525746883	18.6087998007854
YBL028C	chrII	167221	167899	-	679	2350	0.679	3460.97201767305	58.7403783260302	86.5101300825187
YBL027W	chrII	168392	169839	+	1448	26352	1.448	18198.8950276243	658.692106232999	454.89786342058
YBL026W	chrII	170552	171530	+	979	1860	0.979	1899.89785495403	46.4923845474111	47.4896675663035
YBL025W	chrII	171165	172503	+	1339	663	1.339	495.145631067961	16.5722854596417	12.3766134874098
YBL024W	chrII	172476	174868	+	2393	12888	2.393	5385.70831592144	322.147232283352	134.620657034414
YBL023C	chrII	174746	177643	-	2898	4146	2.898	1430.64182194617	103.63302491052	35.760188029855
YBL022C	chrII	177798	181408	-	3611	35300	3.611	9775.68540570479	882.355470173986	244.352110266958
YBL021C	chrII	181490	182524	-	1035	1332	1.035	1286.95652173913	33.2945463533073	32.1686438196206
YBL020W	chrII	182285	184205	+	1921	3584	1.921	1865.69495054659	89.5853259236137	46.6347349940727
YBL019W	chrII	184283	186031	+	1749	805	1.749	460.263007432819	20.1217040648742	11.5046907174809
YBL018C	chrII	185253	186515	-	1263	301	1.263	238.321456848773	7.523767606866	5.95706065468408
YBL017C	chrII	186844	191583	-	4740	23346	4.74	4925.3164556962	583.554413787022	123.112745524688
YBL016W	chrII	192372	193647	+	1276	2367	1.276	1855.01567398119	59.1653087224313	46.3677968044132
YBL015W	chrII	193953	195984	+	2032	3458	2.032	1701.77165354331	86.4358418091117	42.5373237249565
YBL014C	chrII	198825	202236	-	3412	6048	3.412	1772.5674091442	151.175237496098	44.3069277538388
YBL013W	chrII	202056	203261	+	1206	178	1.206	147.59535655058	4.4492712093759	3.68927960976443
YBL012C	chrII	203406	203807	-	402	0	0.402	0	0	0
YBL011W	chrII	202814	206022	+	3209	8726	3.209	2719.22717357432	218.114272882102	67.9695459277351
YBL010C	chrII	205798	207017	-	1220	808	1.22	662.295081967213	20.1966917818861	16.5546653949886
YBL009W	chrII	207141	209372	+	2232	1083	2.232	485.215053763441	27.0705658413152	12.1283897138509
YBL008W-A	chrII	209409	209648	+	240	0	0.24	0	0	0
YBL008W	chrII	209530	212279	+	2750	3464	2.75	1259.63636363636	86.5858172431356	31.4857517247766
YBL007C	chrII	212467	216436	-	3970	29711	3.97	7483.87909319899	742.653353380716	187.06633586416
YBL006C	chrII	216354	217444	-	1091	12	1.091	10.9990834097159	0.299950868047814	0.274932051372882
YBL006W-A	chrII	216559	217416	+	858	0	0.858	0	0	0
YBL005W	chrII	217404	220685	+	3282	4969	3.282	1514.01584399756	124.204655277466	37.8441972204344
YBL004W	chrII	227636	235117	+	7482	35527	7.482	4748.32932371024	888.029540761223	118.688791868648
YBL003C	chrII	234898	237057	-	2160	3531	2.16	1634.72222222222	88.2605429230692	40.8613624643839
YBL002W	chrII	235789	237188	+	1400	0	1.4	0	0	0
YBL001C	chrII	236907	237807	-	901	3928	0.901	4359.60044395117	98.1839174743177	108.972161458732
YBR001C	chrII	238710	241433	-	2724	3729	2.724	1368.94273127753	93.2097322458581	34.2179633795368
YBR002C	chrII	241428	242593	-	1166	77	1.166	66.0377358490566	1.92468473664014	1.6506730159864
YBR003W	chrII	241674	244364	+	2691	3484	2.691	1294.68599033816	87.0857353565486	32.3618488876063
YBR004C	chrII	244272	246715	-	2444	3397	2.444	1389.93453355155	84.911091563202	34.7426724890352
YBR005W	chrII	245511	246920	+	1410	2	1.41	1.41843971631206	0.0499918113413023	0.0354551853484413
YBR006W	chrII	246865	248649	+	1785	3588	1.785	2010.08403361345	89.6853095462963	50.2438708942836
YBR007C	chrII	248623	251119	-	2497	1479	2.497	592.310772927513	36.968944486893	14.8053442078066
YBR008C	chrII	252403	254936	-	2534	2127	2.534	839.384372533544	53.166291361475	20.9811725972672
YBR009C	chrII	255025	256209	-	1185	4636	1.185	3912.23628691983	115.881018689139	97.7898891891466
YBR010W	chrII	256230	257098	+	869	5350	0.869	6156.50172612198	133.728095337984	153.887336407346
YBR011C	chrII	256887	258034	-	1148	26900	1.148	23432.0557491289	672.389862540516	585.705455174665
YBR012C	chrII	258941	259571	-	631	1019	0.631	1614.8969889065	25.4708278783935	40.3658128025254
YBR013C	chrII	265492	265881	-	390	1096	0.39	2810.25641025641	27.3955126150337	70.2449041411119
YBR014C	chrII	266417	267515	-	1099	2487	1.099	2262.96633303003	62.1648174029094	56.5648929962779
YBR015C	chrII	267568	270385	-	2818	14628	2.818	5190.91554293825	365.640108150285	129.751635255601
YBR016W	chrII	269749	270846	+	1098	1001	1.098	911.657559198543	25.0209015763218	22.7877063536628
YBR017C	chrII	270760	274232	-	3473	13607	3.473	3917.93838180248	340.11928846055	97.9324182149583
YBR018C	chrII	274272	276040	-	1769	199	1.769	112.492933860938	4.97418522845958	2.81186276340281
YBR019C	chrII	275804	278388	-	2585	1783	2.585	689.748549323017	44.567699810771	17.2408896753466
YBR020W	chrII	278963	281395	+	2433	438	2.433	180.024660912454	10.9482066837452	4.49987944255865
YBR021W	chrII	279860	283531	+	3672	683	3.672	186.002178649237	17.0722035730547	4.64929291205194
YBR022W	chrII	282222	284429	+	2208	850	2.208	384.963768115942	21.2465198200535	9.62251803444451
YBR023C	chrII	284226	288069	-	3844	16217	3.844	4218.7825182102	405.35860226095	105.452289870174
YBR024W	chrII	289106	291278	+	2173	787	2.173	362.172112287161	19.6717777628025	9.05281995527034
YBR025C	chrII	289931	291968	-	2038	25800	2.038	12659.4700686948	644.8943663028	316.434919677527
YBR026C	chrII	292409	294102	-	1694	8049	1.694	4751.47579693034	201.192044743071	118.767440816453
YBR027C	chrII	294024	294356	-	333	0	0.333	0	0	0
YBR028C	chrII	294249	296196	-	1948	2916	1.948	1496.91991786448	72.8880609356187	37.4168690634593
YBR029C	chrII	296227	298090	-	1864	9496	1.864	5094.42060085837	237.361120248503	127.339656785678
YBR030W	chrII	298012	300071	+	2060	3205	2.06	1555.82524271845	80.1118776744369	38.8892610070082
YBR031W	chrII	300142	301451	+	1310	38146	1.31	29119.0839694656	953.493817712659	727.857876116533
YBR032W	chrII	301439	301948	+	510	271	0.51	531.372549019608	6.77389043674646	13.2821381112676
YBR033W	chrII	301820	304792	+	2973	1462	2.973	491.759165825765	36.544014090492	12.2919657216589
YBR034C	chrII	304383	306037	-	1655	20242	1.655	12230.8157099698	505.967122585321	305.720315761523
YBR035C	chrII	306108	307334	-	1227	7426	1.227	6052.1597392013	185.619595510255	151.279213944788
YBR036C	chrII	308745	310389	-	1645	10924	1.645	6640.72948328267	273.055273546193	165.991047748446
YBR037C	chrII	310414	311512	-	1099	2124	1.099	1932.6660600546	53.091303644463	48.3087385299937
YBR038W	chrII	311819	314979	+	3161	2826	3.161	894.020879468523	70.6384294252601	22.3468615707878
YBR039W	chrII	315484	316949	+	1466	8834	1.466	6025.92087312415	220.813830694532	150.623349723419
YBR040W	chrII	316968	317864	+	897	83	0.897	92.530657748049	2.07466017066405	2.31288759271354
YBR041W	chrII	318157	320450	+	2294	5820	2.294	2537.05318221447	145.47617100319	63.4159420240583
YBR042C	chrII	320279	321669	-	1391	3342	1.391	2402.58806613947	83.5363167513161	60.0548646666543
YBR043C	chrII	321721	324094	-	2374	3189	2.374	1343.30244313395	79.7119431837065	33.5770611557315
YBR044C	chrII	324265	326142	-	1878	2197	1.878	1169.86155484558	54.9160047584206	29.2417490726414
YBR045C	chrII	328173	330092	-	1920	466	1.92	242.708333333333	11.6480920425234	6.06671460548096
YBR046C	chrII	330073	331693	-	1621	2223	1.621	1371.37569401604	55.5658983058575	34.2787774866487
