Geneid	Chr	Start	End	Strand	Length	counts	Length_kb	RPK	CPM	TPM
YAL051W	chrI	48564	51707	+	3144	2897	3.144	921.437659033079	91.0660066660191	28.9650148428814
YAL049C	chrI	51691	54082	-	2392	4183	2.392	1748.74581939799	131.490889155664	54.9711075065484
YAL048C	chrI	52801	54789	-	1989	35	1.989	17.5967823026647	1.10021064318629	0.553147633577821
YAL047W-A	chrI	54209	55065	+	857	0	0.857	0	0	0
YAL047C	chrI	54931	56886	-	1956	927	1.956	473.926380368098	29.1398647495339	14.8976813647924
YAL046C	chrI	56907	57544	-	638	0	0.638	0	0	0
YAL045C	chrI	57488	57796	-	309	0	0.309	0	0	0
YAL044W-A	chrI	56955	57990	+	1036	0	1.036	0	0	0
YAL044C	chrI	57756	58614	-	859	7117	0.859	8285.21536670547	223.71997564448	260.442346501141
YAL043C	chrI	58499	61083	-	2585	4742	2.585	1834.42940038685	149.062824856839	57.6645357279842
YAL042C-A	chrI	61231	61608	-	378	0	0.378	0	0	0
YAL042W	chrI	61259	62680	+	1422	9091	1.422	6393.10829817159	285.771855920186	200.964736934027
YAL041W	chrI	62773	65501	+	2729	4917	2.729	1801.75888603884	154.56387807277	56.6375515107257
YAL040C	chrI	65456	67848	-	2393	2041	2.393	852.904304220644	64.1579977926631	26.8106969463699
YAL039C	chrI	68629	70088	-	1460	2164	1.46	1482.19178082192	68.0244523387178	46.5920906429574
YAL038W	chrI	71479	73450	+	1972	152124	1.972	77141.9878296146	4781.95553954487	2424.92674419111
YAL037C-B	chrI	72326	73300	-	975	0	0.975	0	0	0
YAL037C-A	chrI	73371	73710	-	340	0	0.34	0	0	0
YAL037W	chrI	73453	76400	+	2948	88	2.948	29.8507462686567	2.76624390286837	0.938345964337983
YAL036C	chrI	74176	76207	-	2032	0	2.032	0	0	0
YAL035W	chrI	76364	79559	+	3196	16499	3.196	5162.39048811014	518.639297198015	162.27762740864
YAL034C-B	chrI	79446	79873	-	428	0	0.428	0	0	0
YAL034W-A	chrI	79674	80747	+	1074	223	1.074	207.635009310987	7.0099135265869	6.52692134691518
YAL034C	chrI	80549	82602	-	2054	1284	2.054	625.121713729309	40.362013310034	19.650444649481
YAL033W	chrI	82685	83397	+	713	763	0.713	1070.12622720898	23.984592021461	33.6389789922315
YAL032C	chrI	83192	84590	-	1399	1304	1.399	932.094353109364	40.9907051061405	29.3000036498502
YAL031W-A	chrI	84669	84977	+	309	0	0.309	0	0	0
YAL031C	chrI	84587	87078	-	2492	1459	2.492	585.473515248796	45.8630665259654	18.4041197937261
YAL030W	chrI	87264	88061	+	798	1652	0.798	2070.17543859649	51.9299423583927	65.0751157373342
YAL029C	chrI	87855	92270	-	4416	10978	4.416	2485.96014492754	345.08892688283	78.145137428177
YAL028W	chrI	92409	94566	+	2158	462	2.158	214.087117701576	14.522780490059	6.72974072755281
YAL027W	chrI	94595	95583	+	989	469	0.989	474.216380182002	14.7428226186962	14.9067973899861
YAL026C-A	chrI	95386	95823	-	438	0	0.438	0	0	0
YAL026C	chrI	95630	99697	-	4068	10046	4.068	2469.51819075713	315.791889184269	77.6282913432324
YAL025C	chrI	99939	101168	-	1230	2470	1.23	2008.13008130081	77.6434368191464	63.1247453814199
YAL024C	chrI	101565	105872	-	4308	2576	4.308	597.957288765088	80.9755033385106	18.7965420934333
YAL023C	chrI	106141	108718	-	2578	22437	2.578	8703.2583397983	705.29789146202	273.583355881311
YAL022C	chrI	108731	110471	-	1741	4138	1.741	2376.79494543366	130.076332614424	74.7135741610708
YAL021C	chrI	110536	113406	-	2871	6568	2.871	2287.70463253222	206.462385841358	71.9130567193862
YAL020C	chrI	113468	114672	-	1205	950	1.205	788.381742738589	29.8628603150563	24.7824566929928
YAL019W-A	chrI	114250	114819	+	570	0	0.57	0	0	0
YAL019W	chrI	114788	118363	+	3576	5883	3.576	1645.13422818792	184.929691824712	51.714119637783
YAL018C	chrI	118426	119591	-	1166	21	1.166	18.0102915951973	0.660126385911771	0.566146128569272
YAL017W	chrI	120225	124295	+	4071	5680	4.071	1395.23458609678	178.548470094231	43.8586268961512
YAL016C-B	chrI	124307	124492	-	186	19	0.186	102.150537634409	0.597257206301126	3.21106024893079
YAL016C-A	chrI	124755	125069	-	315	0	0.315	0	0	0
YAL016W	chrI	124786	126883	+	2098	7170	2.098	3417.54051477598	225.386008904162	107.428984225053
YAL015C	chrI	126756	128110	-	1355	1673	1.355	1234.68634686347	52.5900687443044	38.8118588518852
YAL014C	chrI	128031	129072	-	1042	2205	1.042	2116.12284069098	69.313270520736	66.5194534747946
YAL013W	chrI	129194	130593	+	1400	629	1.4	449.285714285714	19.7723569875478	14.1231121339627
YAL012W	chrI	130436	132100	+	1665	27887	1.665	16748.948948949	876.616405901027	526.496339880497
YAL011W	chrI	132169	134210	+	2042	988	2.042	483.839373163565	31.0573747276586	15.209292227061
YAL010C	chrI	134001	135743	-	1743	804	1.743	461.273666092943	25.2734102034792	14.4999484816289
YAL009W	chrI	135408	136780	+	1373	734	1.373	534.595775673707	23.0729889171067	16.8047989199612
YAL008W	chrI	136431	137718	+	1288	1527	1.288	1185.55900621118	48.0006186327274	37.2675610502542
YAL007C	chrI	137408	138453	-	1046	0	1.046	0	0	0
YAL005C	chrI	139357	141684	-	2328	0	2.328	0	0	0
YAL004W	chrI	137649	142152	+	4504	64	4.504	14.2095914742451	2.01181374754064	0.446672679294102
YAL003W	chrI	142032	143496	+	1465	47854	1.465	32664.8464163823	1504.2708605439	1026.80604815283
YAL002W	chrI	143550	147630	+	4081	5623	4.081	1377.84856652781	176.756698475328	43.3121045026533
YAL001C	chrI	147594	151166	-	3573	3454	3.573	966.694654352085	108.575073187584	30.3876499265558
YAR002W	chrI	152204	154114	+	1911	3168	1.911	1657.77080062794	99.5847805032615	52.1113451089804
YAR002C-A	chrI	153765	154750	-	986	5996	0.986	6081.13590263692	188.481800472713	191.158012649811
YAR003W	chrI	154905	156909	+	2005	1749	2.005	872.319201995012	54.979097569509	27.4209962940194
YAR007C	chrI	156681	158715	-	2035	3948	2.035	1940.04914004914	124.103760551413	60.9846489196133
YAR008W	chrI	158847	159972	+	1126	526	1.126	467.140319715808	16.5345942375996	14.6843643317936
YAR014C	chrI	166565	169021	-	2457	4670	2.457	1900.6919006919	146.799534390856	59.7474702445486
YAR015W	chrI	169272	172008	+	2737	4334	2.737	1583.4855681403	136.237512216267	49.7762192971383
YAR018C	chrI	170177	171735	-	1559	0	1.559	0	0	0
YAR019C	chrI	172126	175168	-	3043	1515	3.043	497.863950049293	47.6234035550635	15.6501490486571
YAR019W-A	chrI	174998	175330	+	333	34	0.333	102.102102102102	1.06877605338096	3.20953769784073
YAR020C	chrI	176856	177023	-	168	78	0.168	464.285714285714	2.45189800481515	14.5946309810426
YAR023C	chrI	179099	180697	-	1599	544	1.599	340.21263289556	17.1004168540954	10.6944445616607
YAR027W	chrI	183671	184687	+	1017	2163	1.017	2126.84365781711	67.9930177489125	66.8564579635324
YAR028W	chrI	184821	185977	+	1157	76	1.157	65.6871218668971	2.38902882520451	2.06484773137814
YAR029W	chrI	185009	186754	+	1746	0	1.746	0	0	0
YAR030C	chrI	186033	186857	-	825	0	0.825	0	0	0
YAR031W	chrI	186836	187732	+	897	986	0.897	1099.21962095875	30.9945055480479	34.5535178908004
YAR033W	chrI	187843	189258	+	1416	873	1.416	616.525423728814	27.4423969000465	19.3802237994679
YAR035W	chrI	190156	192365	+	2210	455	2.21	205.882352941176	14.3027383614217	6.4718273128605
YAR035C-A	chrI	192337	192417	-	81	0	0.081	0	0	0
YAR042W	chrI	192583	196349	+	3767	8220	3.767	2182.10777807274	258.39232819975	68.5936629147201
YAR047C	chrI	201467	201787	-	321	104	0.321	323.98753894081	3.26919733975353	10.1844153886403
YAR050W	chrI	203403	208016	+	4614	1136	4.614	246.207195491981	35.7096940188463	7.73942219740925
YAR053W	chrI	208193	209632	+	1440	127	1.44	88.1944444444444	3.99219290527595	2.77235618421941
YAR060C	chrI	217157	217492	-	336	52	0.336	154.761904761905	1.63459866987677	4.86487699368085
YAR064W	chrI	220198	220497	+	300	121	0.3	403.333333333333	3.80358536644402	12.6786178881467
YAR066W	chrI	221049	221660	+	612	181	0.612	295.751633986928	5.68966075476336	9.29683129863295
YAR068W	chrI	222406	222891	+	486	151	0.486	310.699588477366	4.74662306060369	9.7667141164685
YAR069C	chrI	224011	224304	-	294	35	0.294	119.047619047619	1.10021064318629	3.7422130720622
YAR070C	chrI	224563	224862	-	300	11	0.3	36.6666666666667	0.345780487858547	1.15260162619516
YAR071W	chrI	225460	226863	+	1404	424	1.404	301.994301994302	13.3282660774567	9.49306700673555
YAR073W	chrI	227742	228953	+	1212	71	1.212	58.5808580858086	2.23185587617789	1.8414652443712
YAR075W	chrI	228844	229317	+	474	4	0.474	8.43881856540084	0.12573835922129	0.265270800044915
YBL113C	chrII	280	2658	-	2379	757	2.379	318.200924758302	23.7959844826291	10.0025155454515
YBL113W-A	chrII	646	1128	+	483	0	0.483	0	0	0
YBL112C	chrII	2582	2899	-	318	94	0.318	295.59748427673	2.95485144170031	9.29198566572424
YBL111C	chrII	2907	5009	-	2103	689	2.103	327.627199239182	21.6584323758672	10.2988266171503
YBL109W	chrII	5790	6125	+	336	0	0.336	0	0	0
YBL108C-A	chrII	7605	7733	-	129	13	0.129	100.77519379845	0.408649667469192	3.16782687960614
YBL108W	chrII	8177	8482	+	306	0	0.306	0	0	0
YBL107W-A	chrII	9268	9372	+	105	19	0.105	180.952380952381	0.597257206301126	5.68816386953454
YBL107C	chrII	9730	10563	-	834	1156	0.834	1386.09112709832	36.3383858149527	43.5712060131328
YBL106C	chrII	10847	13879	-	3033	2185	3.033	720.408836135839	68.6845787246295	22.6457562560599
YBL105C	chrII	14104	17965	-	3862	7239	3.862	1874.41740031072	227.554995600729	58.9215421027263
YBL104C	chrII	18076	21318	-	3243	3987	3.243	1229.41720629047	125.329709553821	38.6462255793465
YBL103C	chrII	21573	23802	-	2230	1389	2.23	622.869955156951	43.6626452395929	19.5796615424183
YBL102W	chrII	23879	24968	+	1090	2512	1.09	2304.5871559633	78.96368959097	72.4437519183211
YBL101C	chrII	24777	28406	-	3630	4690	3.63	1292.01101928375	147.428226186962	40.6138364151411
YBL100W-C	chrII	28372	29119	+	748	140	0.748	187.16577540107	4.40084257274514	5.88347937532773
YBL100C	chrII	36989	37303	-	315	0	0.315	0	0	0
YBL099W	chrII	36702	39100	+	2399	12774	2.399	5324.71863276365	401.545450173189	167.380346049683
YBL098W	chrII	39145	40527	+	1383	1213	1.383	877.07881417209	38.1301574338561	27.5706127504383
YBL097W	chrII	40831	43095	+	2265	369	2.265	162.913907284768	11.599363638164	5.12113184907902
YBL096C	chrII	43132	44042	-	911	0	0.911	0	0	0
YBL095W	chrII	42052	44341	+	2290	0	2.29	0	0	0
YBL094C	chrII	43765	44097	-	333	0	0.333	0	0	0
YBL093C	chrII	43818	45023	-	1206	1982	1.206	1643.44941956882	62.3033569941491	51.6611583699412
YBL092W	chrII	45281	45977	+	697	3842	0.697	5512.19512195122	120.771694032049	173.273592585436
YBL091C-A	chrII	46322	47201	-	880	4952	0.88	5627.27272727273	155.664088715957	176.891009904496
YBL091C	chrII	47010	48690	-	1681	6800	1.681	4045.21118381915	213.755210676193	127.159554239258
YBL090W	chrII	48785	49634	+	850	1434	0.85	1687.05882352941	45.0772017808324	53.0320020950969
YBL089W	chrII	49510	51278	+	1769	1555	1.769	879.027699265122	48.8807871472764	27.6318751539154
YBL088C	chrII	51019	59382	-	8364	6238	8.364	745.815399330464	196.088971205601	23.4444011484459
YBL087C	chrII	59593	60845	-	1253	10536	1.253	8408.61931364725	331.194838188877	264.321498953613
YBL086C	chrII	61142	62726	-	1585	1009	1.585	636.593059936909	31.7175011135703	20.0110417120318
YBL085W	chrII	63674	66938	+	3265	3414	3.265	1045.63552833078	107.317689595371	32.8691239189497
YBL084C	chrII	67169	69445	-	2277	1834	2.277	805.445761967501	57.6510377029614	25.3188571378838
YBL083C	chrII	69658	71093	-	1436	1	1.436	0.696378830083565	0.0314345898053224	0.0218903828727872
YBL082C	chrII	69715	71394	-	1680	40	1.68	23.8095238095238	1.2573835922129	0.748442614412439
YBL081W	chrII	71317	73109	+	1793	454	1.793	253.206915783603	14.2713037716164	7.95945553352838
YBL080C	chrII	72944	74748	-	1805	896	1.805	496.398891966759	28.1653924655689	15.6040955487916
YBL079W	chrII	75259	79767	+	4509	12223	4.509	2710.80062098026	384.224991190456	85.2129055645279
YBL078C	chrII	79873	80803	-	931	884	0.931	949.516648764769	27.788177387905	29.8476663672449
YBL077W	chrII	80897	81328	+	432	2	0.432	4.62962962962963	0.0628691796106449	0.145530508357974
YBL076C	chrII	80935	84307	-	3373	40229	3.373	11926.7714201008	1264.58211327832	374.913167292712
YBL075C	chrII	84418	86984	-	2567	16060	2.567	6256.33034670822	504.839512273478	196.665178135364
YBL074C	chrII	86433	87808	-	1376	450	1.376	327.03488372093	14.1455654123951	10.2802074217988
YBL073W	chrII	87646	87957	+	312	94	0.312	301.282051282051	2.95485144170031	9.4706776977574
YBL072C	chrII	88246	89440	-	1195	23382	1.195	19566.5271966527	735.003578828049	615.065756341464
YBL071C-B	chrII	89458	89556	-	99	5	0.099	50.5050505050505	0.157172949026612	1.58760554572336
YBL071W-A	chrII	89935	90746	+	812	0	0.812	0	0	0
YBL071C	chrII	89856	90544	-	689	1	0.689	1.45137880986938	0.0314345898053224	0.0456234975403809
YBL070C	chrII	90605	90925	-	321	0	0.321	0	0	0
YBL069W	chrII	90631	92191	+	1561	0	1.561	0	0	0
YBL068W-A	chrII	90847	92228	+	1382	0	1.382	0	0	0
YBL068W	chrII	92356	93912	+	1557	3180	1.557	2042.38921001927	99.9619955809254	64.2016670397722
YBL067C	chrII	93639	95882	-	2244	5584	2.244	2488.41354723708	175.530749472921	78.2222591234049
YBL066C	chrII	96669	100115	-	3447	2347	3.447	680.881926312736	73.7769822730918	21.4032440594986
YBL065W	chrII	99963	100307	+	345	0	0.345	0	0	0
YBL064C	chrII	100299	101420	-	1122	6067	1.122	5407.30837789661	190.713656348891	169.976520810064
YBL063W	chrII	101886	105221	+	3336	1600	3.336	479.616306954436	50.2953436885159	15.0765418730563
YBL062W	chrII	105308	105688	+	381	0	0.381	0	0	0
YBL061C	chrII	105195	107545	-	2351	3152	2.351	1340.70608251808	99.0818270663763	42.1445457534565
YBL060W	chrII	107701	110033	+	2333	756	2.333	324.046292327475	23.7645498928238	10.1862622772498
YBL059C-A	chrII	108799	111201	-	2403	867	2.403	360.799001248439	27.2537893612146	11.3415686064147
YBL059W	chrII	110594	111244	+	651	8	0.651	12.2887864823349	0.25147671844258	0.386292962277388
YBL058W	chrII	111409	112864	+	1456	7819	1.456	5370.19230769231	245.787057687816	168.809792368006
YBL057C	chrII	112277	113447	-	1171	302	1.171	257.899231426132	9.49324612120738	8.10695655098837
YBL056W	chrII	113041	115581	+	2541	8524	2.541	3354.58480913026	267.948443500569	105.449997442176
YBL055C	chrII	115477	117224	-	1748	3693	1.748	2112.70022883295	116.087940151056	66.4118650749747
YBL054W	chrII	116976	119359	+	2384	3625	2.384	1520.55369127517	113.950388044294	47.7979815622038
YBL053W	chrII	119335	119709	+	375	0	0.375	0	0	0
YBL052C	chrII	119308	122141	-	2834	1743	2.834	615.031757233592	54.790490030677	19.3332710058846
YBL051C	chrII	122304	124832	-	2529	4141	2.529	1637.40608936338	130.17063638384	51.4711887638751
YBL050W	chrII	125042	126230	+	1189	3724	1.189	3132.04373423045	117.062412435021	98.4545100378644
YBL049W	chrII	126606	127508	+	903	602	0.903	666.666666666667	18.9236230628041	20.9563932035483
YBL048W	chrII	127299	127610	+	312	8	0.312	25.6410256410256	0.25147671844258	0.806015123213396
YBL047C	chrII	127672	132213	-	4542	24456	4.542	5384.41215323646	768.764328278966	169.256787379781
YBL046W	chrII	132406	133937	+	1532	806	1.532	526.109660574412	25.3362793830899	16.5380413727741
YBL045C	chrII	133824	135777	-	1954	5523	1.954	2826.50972364381	173.613239494796	88.8501737434984
YBL044W	chrII	135998	136366	+	369	20	0.369	54.2005420054201	0.628691796106449	1.70377180516653
YBL043W	chrII	136495	137655	+	1161	909	1.161	782.945736434109	28.5740421330381	24.6115780646323
YBL042C	chrII	138150	140349	-	2200	6305	2.2	2865.90909090909	198.195088722558	90.0886766920718
YBL041W	chrII	140938	142040	+	1103	8854	1.103	8027.1985494107	278.321858136325	252.331693686605
YBL040C	chrII	141955	143165	-	1211	3642	1.211	3007.4318744839	114.484776070984	94.5373873418533
YBL039W-B	chrII	143086	143749	+	664	383	0.664	576.807228915663	12.0394478954385	18.1316986377086
YBL039C	chrII	143726	145807	-	2082	0	2.082	0	0	0
YBL039C-A	chrII	143805	145725	-	1921	0	1.921	0	0	0
YBL038W	chrII	146128	147061	+	934	2130	0.934	2280.51391862955	66.9556762853368	71.6870195774484
YBL037W	chrII	147209	150286	+	3078	2510	3.078	815.464587394412	78.9008204113593	25.6337948055099
YBL036C	chrII	150307	152281	-	1975	3522	1.975	1783.29113924051	110.712625294346	56.0570254654915
YBL035C	chrII	151364	153712	-	2349	1167	2.349	496.807151979566	36.6841663028113	15.6169290348281
YBL034C	chrII	153848	158389	-	4542	3580	4.542	788.19903126376	112.535831503054	24.7767132327288
YBL033C	chrII	158483	159721	-	1239	3072	1.239	2479.41888619855	96.5670598819505	77.9395156432208
YBL032W	chrII	160086	161542	+	1457	4881	1.457	3350.03431708991	153.432232839779	105.306954591475
YBL031W	chrII	161663	162887	+	1225	356	1.225	290.612244897959	11.1907139706948	9.13527671077126
YBL030C	chrII	162683	164145	-	1463	4656	1.463	3182.5017088175	146.359450133581	100.040635771416
YBL029C-A	chrII	164358	166047	-	1690	742	1.69	439.05325443787	23.3244656355493	13.8014589559463
YBL029W	chrII	166134	167264	+	1131	511	1.131	451.812555260831	16.0630753905198	14.2025423435188
YBL028C	chrII	167221	167899	-	679	2170	0.679	3195.87628865979	68.2130598775497	100.461060202577
YBL027W	chrII	168392	169839	+	1448	24884	1.448	17185.0828729282	782.218332715644	540.206030880969
YBL026W	chrII	170552	171530	+	979	1415	0.979	1445.35240040858	44.4799445745313	45.4340598309819
YBL025W	chrII	171165	172503	+	1339	584	1.339	436.146377893951	18.3578004463083	13.7100824841735
YBL024W	chrII	172476	174868	+	2393	10101	2.393	4221.06142916841	317.520791623562	132.687334568977
YBL023C	chrII	174746	177643	-	2898	3622	2.898	1249.82746721877	113.856084274878	39.2878137594472
YBL022C	chrII	177798	181408	-	3611	26595	3.611	7364.99584602603	836.00291587255	231.515623337732
YBL021C	chrII	181490	182524	-	1035	828	1.035	800	26.027840358807	25.147671844258
YBL020W	chrII	182285	184205	+	1921	2406	1.921	1252.47267048412	75.6316230716058	39.3709646390452
YBL019W	chrII	184283	186031	+	1749	717	1.749	409.948542024014	22.5386008904162	12.8865642598149
YBL018C	chrII	185253	186515	-	1263	267	1.263	211.401425178147	8.39303547802109	6.64531708473562
YBL017C	chrII	186844	191583	-	4740	18059	4.74	3809.91561181435	567.677257294318	119.763134450278
YBL016W	chrII	192372	193647	+	1276	1909	1.276	1496.08150470219	60.0086319383605	47.028708415643
YBL015W	chrII	193953	195984	+	2032	2674	2.032	1315.94488188976	84.0560931394322	41.3661875686182
YBL014C	chrII	198825	202236	-	3412	4577	3.412	1341.44196951934	143.876117538961	42.1676780594844
YBL013W	chrII	202056	203261	+	1206	240	1.206	199.004975124378	7.54430155327739	6.25563976225322
YBL012C	chrII	203406	203807	-	402	0	0.402	0	0	0
YBL011W	chrII	202814	206022	+	3209	6006	3.209	1871.61109379869	188.796146370767	58.8333270086527
YBL010C	chrII	205798	207017	-	1220	668	1.22	547.540983606557	20.9983059899554	17.2117262212749
YBL009W	chrII	207141	209372	+	2232	1553	2.232	695.78853046595	48.8179179676657	21.8718270464452
YBL008W-A	chrII	209409	209648	+	240	1	0.24	4.16666666666667	0.0314345898053224	0.130977457522177
YBL008W	chrII	209530	212279	+	2750	2793	2.75	1015.63636363636	87.7968093262656	31.9261124822784
YBL007C	chrII	212467	216436	-	3970	26401	3.97	6650.12594458438	829.904605450318	209.043981221743
YBL006C	chrII	216354	217444	-	1091	11	1.091	10.0824931255729	0.345780487858547	0.316939035617367
YBL006W-A	chrII	216559	217416	+	858	0	0.858	0	0	0
YBL005W	chrII	217404	220685	+	3282	4098	3.282	1248.62888482633	128.818949022211	39.2501368135927
YBL004W	chrII	227636	235117	+	7482	24887	7.482	3326.24966586474	782.31263648506	104.559293836549
YBL003C	chrII	234898	237057	-	2160	2524	2.16	1168.51851851852	79.3409046686338	36.7319003095527
YBL002W	chrII	235789	237188	+	1400	0	1.4	0	0	0
YBL001C	chrII	236907	237807	-	901	3029	0.901	3361.82019977802	95.2153725203217	105.677438979269
YBR001C	chrII	238710	241433	-	2724	2482	2.724	911.160058737151	78.0206518968103	28.6419426933958
YBR002C	chrII	241428	242593	-	1166	51	1.166	43.7392795883362	1.60316408007144	1.37492631223966
YBR003W	chrII	241674	244364	+	2691	2587	2.691	961.352657004831	81.3212838263692	30.2197264312037
YBR004C	chrII	244272	246715	-	2444	1847	2.444	755.728314238953	58.0596873704305	23.7560095623693
YBR005W	chrII	245511	246920	+	1410	0	1.41	0	0	0
YBR006W	chrII	246865	248649	+	1785	2694	1.785	1509.24369747899	84.6847849355387	47.4424565465203
YBR007C	chrII	248623	251119	-	2497	1307	2.497	523.428113736484	41.0850088755564	16.45374804788
YBR008C	chrII	252403	254936	-	2534	2320	2.534	915.548539857932	72.9282483483481	28.779892797296
YBR009C	chrII	255025	256209	-	1185	3795	1.185	3202.53164556962	119.294268311199	100.670268617045
YBR010W	chrII	256230	257098	+	869	4354	0.869	5010.35673187572	136.866204012374	157.498508644849
YBR011C	chrII	256887	258034	-	1148	27695	1.148	24124.5644599303	870.580964658405	758.34578802997
YBR012C	chrII	258941	259571	-	631	764	0.631	1210.7765451664	24.0160266112663	38.0602640432113
YBR013C	chrII	265492	265881	-	390	712	0.39	1825.64102564103	22.3814279413896	57.3882767727938
YBR014C	chrII	266417	267515	-	1099	1871	1.099	1702.4567788899	58.8141175257583	53.5160305056945
YBR015C	chrII	267568	270385	-	2818	10888	2.818	3863.73314407381	342.259813800351	121.454866501189
YBR016W	chrII	269749	270846	+	1098	728	1.098	663.023679417122	22.8843813782747	20.8418773936928
YBR017C	chrII	270760	274232	-	3473	10585	3.473	3047.79729340628	332.735133089338	95.8062577279983
YBR018C	chrII	274272	276040	-	1769	181	1.769	102.31769361221	5.68966075476336	3.21631472852649
YBR019C	chrII	275804	278388	-	2585	1284	2.585	496.711798839458	40.362013310034	15.6139316479822
YBR020W	chrII	278963	281395	+	2433	267	2.433	109.741060419236	8.39303547802109	3.44966521907978
YBR021W	chrII	279860	283531	+	3672	432	3.672	117.647058823529	13.5797427958993	3.69818703592029
YBR022W	chrII	282222	284429	+	2208	780	2.208	353.260869565217	24.5189800481515	11.1046105290541
YBR023C	chrII	284226	288069	-	3844	10874	3.844	2828.82414151925	341.819729543076	88.922926520051
YBR024W	chrII	289106	291278	+	2173	536	2.173	246.663598711459	16.8489401356528	7.75376904539937
YBR025C	chrII	289931	291968	-	2038	21445	2.038	10522.5711481845	674.11477837514	330.7727077405
YBR026C	chrII	292409	294102	-	1694	6737	1.694	3976.97756788666	211.774831518457	125.014658511486
YBR027C	chrII	294024	294356	-	333	0	0.333	0	0	0
YBR028C	chrII	294249	296196	-	1948	2431	1.948	1247.94661190965	76.4174878167389	39.2286898443218
YBR029C	chrII	296227	298090	-	1864	6377	1.864	3421.13733905579	200.458379188541	107.542048920891
YBR030W	chrII	298012	300071	+	2060	2270	2.06	1101.94174757282	71.3565188580819	34.6390868243116
YBR031W	chrII	300142	301451	+	1310	32290	1.31	24648.8549618321	1015.02290481386	774.826644896077
YBR032W	chrII	301439	301948	+	510	122	0.51	239.21568627451	3.83501995624934	7.51964697303792
YBR033W	chrII	301820	304792	+	2973	1212	2.973	407.669021190716	38.0987228440508	12.8149084574675
YBR034C	chrII	304383	306037	-	1655	12510	1.655	7558.91238670695	393.246718464584	237.611310250504
YBR035C	chrII	306108	307334	-	1227	5923	1.227	4827.22086389568	186.187075416925	151.741707756255
YBR036C	chrII	308745	310389	-	1645	6911	1.645	4201.21580547112	217.244450144583	132.063495528622
YBR037C	chrII	310414	311512	-	1099	2034	1.099	1850.77343039126	63.9379556640258	58.1783036069389
YBR038W	chrII	311819	314979	+	3161	3079	3.161	974.058842138564	96.7871020105878	30.6191401488731
YBR039W	chrII	315484	316949	+	1466	6559	1.466	4474.07912687585	206.17947453311	140.640842109898
YBR040W	chrII	316968	317864	+	897	30	0.897	33.4448160535117	0.943037694159673	1.0513240737566
YBR041W	chrII	318157	320450	+	2294	4387	2.294	1912.38012205754	137.90354547595	60.1148846887313
YBR042C	chrII	320279	321669	-	1391	2184	1.391	1570.09345794393	68.6531441348242	49.3552438064876
YBR043C	chrII	321721	324094	-	2374	2376	2.374	1000.84245998315	74.6885853774461	31.4610721893202
YBR044C	chrII	324265	326142	-	1878	1692	1.878	900.958466453674	53.1873259506056	28.3212598246036
YBR045C	chrII	328173	330092	-	1920	348	1.92	181.25	10.9392372522522	5.69751940221469
YBR046C	chrII	330073	331693	-	1621	1751	1.621	1080.19740900679	55.0419667491196	33.9555624609004
YBR047W	chrII	331288	332494	+	1207	439	1.207	363.711681855841	13.7997849245366	11.4331275265423
YBR048W	chrII	332813	334340	+	1528	14723	1.528	9635.47120418848	462.811465703762	302.887084884661
YBR049C	chrII	333943	336967	-	3025	5038	3.025	1665.45454545455	158.367463439214	52.3528804757734
