Geneid	Chr	Start	End	Strand	Length	counts	Length_kb	RPK	CPM	TPM
YAL051W	chrI	48564	51707	+	3144	2198	3.144	699.10941475827	54.4691706724306	17.324799832198
YAL049C	chrI	51691	54082	-	2392	3586	2.392	1499.16387959866	88.8655350461038	37.151143413923
YAL048C	chrI	52801	54789	-	1989	12	1.989	6.03318250377074	0.297374908129739	0.149509757732398
YAL047W-A	chrI	54209	55065	+	857	0	0.857	0	0	0
YAL047C	chrI	54931	56886	-	1956	964	1.956	492.842535787321	23.8891176197557	12.2132503168485
YAL046C	chrI	56907	57544	-	638	0	0.638	0	0	0
YAL045C	chrI	57488	57796	-	309	0	0.309	0	0	0
YAL044W-A	chrI	56955	57990	+	1036	0	1.036	0	0	0
YAL044C	chrI	57756	58614	-	859	5023	0.859	5847.49708963912	124.47618029464	144.908242485029
YAL043C	chrI	58499	61083	-	2585	4422	2.585	1710.63829787234	109.582653645809	42.3917422227501
YAL042C-A	chrI	61231	61608	-	378	3	0.378	7.93650793650794	0.0743437270324348	0.196676526540833
YAL042W	chrI	61259	62680	+	1422	12221	1.422	8594.23347398031	302.851562687795	212.975782480869
YAL041W	chrI	62773	65501	+	2729	4713	2.729	1727.00622938805	116.793995167955	42.7973599003133
YAL040C	chrI	65456	67848	-	2393	1766	2.393	737.985791893021	43.76367397976	18.2882047554367
YAL039C	chrI	68629	70088	-	1460	1321	1.46	904.794520547945	32.7360211366155	22.4219322853531
YAL038W	chrI	71479	73450	+	1972	190013	1.972	96355.476673428	4708.75820153801	2387.80841862982
YAL037C-B	chrI	72326	73300	-	975	0	0.975	0	0	0
YAL037C-A	chrI	73371	73710	-	340	0	0.34	0	0	0
YAL037W	chrI	73453	76400	+	2948	58	2.948	19.674355495251	1.43731205596041	0.487554971492675
YAL036C	chrI	74176	76207	-	2032	0	2.032	0	0	0
YAL035W	chrI	76364	79559	+	3196	22060	3.196	6902.37797246558	546.674206111838	171.049501286557
YAL034C-B	chrI	79446	79873	-	428	0	0.428	0	0	0
YAL034W-A	chrI	79674	80747	+	1074	291	1.074	270.949720670391	7.21134152214618	6.71447069101134
YAL034C	chrI	80549	82602	-	2054	906	2.054	441.090555014606	22.4518055637953	10.9307719395303
YAL033W	chrI	82685	83397	+	713	1366	0.713	1915.84852734923	33.851177042102	47.4771066509144
YAL032C	chrI	83192	84590	-	1399	1247	1.399	891.350964974982	30.9022092031487	22.0887842767325
YAL031W-A	chrI	84669	84977	+	309	0	0.309	0	0	0
YAL031C	chrI	84587	87078	-	2492	1396	2.492	560.192616372392	34.5946143124263	13.8822689857249
YAL030W	chrI	87264	88061	+	798	1177	0.798	1474.9373433584	29.1675222390586	36.5507797481937
YAL029C	chrI	87855	92270	-	4416	10615	4.416	2403.75905797101	263.052887483099	59.5681357525133
YAL028W	chrI	92409	94566	+	2158	312	2.158	144.578313253012	7.73174761137322	3.58283021843059
YAL027W	chrI	94595	95583	+	989	542	0.989	548.028311425683	13.4314333505266	13.5808223968924
YAL026C-A	chrI	95386	95823	-	438	0	0.438	0	0	0
YAL026C	chrI	95630	99697	-	4068	13582	4.068	3338.74139626352	336.578833518177	82.7381596652352
YAL025C	chrI	99939	101168	-	1230	2600	1.23	2113.82113821138	64.4312300947769	52.3831138981926
YAL024C	chrI	101565	105872	-	4308	3262	4.308	757.19591457753	80.8364125266008	18.7642554611423
YAL023C	chrI	106141	108718	-	2578	34177	2.578	13257.1761055081	846.948519595842	328.529293869605
YAL022C	chrI	108731	110471	-	1741	4859	1.741	2790.92475588742	120.4120565502	69.1625827399198
YAL021C	chrI	110536	113406	-	2871	6959	2.871	2423.89411354929	172.452665472905	60.0671074444112
YAL020C	chrI	113468	114672	-	1205	734	1.205	609.128630705394	18.1894318806024	15.0949642162675
YAL019W-A	chrI	114250	114819	+	570	0	0.57	0	0	0
YAL019W	chrI	114788	118363	+	3576	7641	3.576	2136.74496644295	189.353472751611	52.9511948410547
YAL018C	chrI	118426	119591	-	1166	2	1.166	1.71526586620926	0.0495624846882899	0.0425064191151714
YAL017W	chrI	120225	124295	+	4071	4031	4.071	990.174404323262	99.8931878892483	24.5377518765041
YAL016C-B	chrI	124307	124492	-	186	18	0.186	96.7741935483871	0.446062362194609	2.39818474298177
YAL016C-A	chrI	124755	125069	-	315	0	0.315	0	0	0
YAL016W	chrI	124786	126883	+	2098	7388	2.098	3521.44899904671	183.083818438543	87.2658810479232
YAL015C	chrI	126756	128110	-	1355	1311	1.355	967.527675276753	32.488208713174	23.9765377957004
YAL014C	chrI	128031	129072	-	1042	2062	1.042	1978.886756238	51.0989217136269	49.0392722779529
YAL013W	chrI	129194	130593	+	1400	476	1.4	340	11.795871355813	8.42562239700928
YAL012W	chrI	130436	132100	+	1665	28436	1.665	17078.6786786787	704.679407298106	423.230875254117
YAL011W	chrI	132169	134210	+	2042	868	2.042	425.073457394711	21.5101183547178	10.5338483617619
YAL010C	chrI	134001	135743	-	1743	819	1.743	469.879518072289	20.2958374798547	11.6441982098994
YAL009W	chrI	135408	136780	+	1373	695	1.373	506.190823015295	17.2229634291807	12.5440374575242
YAL008W	chrI	136431	137718	+	1288	637	1.288	494.565217391304	15.7856513732203	12.2559405071586
YAL007C	chrI	137408	138453	-	1046	0	1.046	0	0	0
YAL005C	chrI	139357	141684	-	2328	0	2.328	0	0	0
YAL004W	chrI	137649	142152	+	4504	32	4.504	7.10479573712256	0.792999755012638	0.176065664967282
YAL003W	chrI	142032	143496	+	1465	74347	1.465	50748.8054607509	1842.41102456014	1257.61844679873
YAL002W	chrI	143550	147630	+	4081	4371	4.081	1071.06101445724	108.318810286258	26.5422225646306
YAL001C	chrI	147594	151166	-	3573	3238	3.573	906.241253848307	80.2416627103413	22.4577841338767
YAR002W	chrI	152204	154114	+	1911	3719	1.911	1946.10151753009	92.161440277875	48.2268133322214
YAR002C-A	chrI	153765	154750	-	986	9827	0.986	9966.53144016227	243.525268515912	246.983030949201
YAR003W	chrI	154905	156909	+	2005	2458	2.005	1225.93516209476	60.9122936819083	30.3801963500789
YAR007C	chrI	156681	158715	-	2035	4127	2.035	2028.00982800983	102.272187154286	50.2566030242193
YAR008W	chrI	158847	159972	+	1126	1064	1.126	944.9378330373	26.3672418541702	23.4167334406485
YAR014C	chrI	166565	169021	-	2457	5951	2.457	2422.05942205942	147.473173190007	60.0216415099742
YAR015W	chrI	169272	172008	+	2737	5759	2.737	2104.12860796492	142.715174659931	52.1429209572271
YAR018C	chrI	170177	171735	-	1559	0	1.559	0	0	0
YAR019C	chrI	172126	175168	-	3043	1208	3.043	396.976667762077	29.9357407517271	9.83757500878314
YAR019W-A	chrI	174998	175330	+	333	13	0.333	39.039039039039	0.322156150473884	0.967435887308962
YAR020C	chrI	176856	177023	-	168	68	0.168	404.761904761905	1.68512447940186	10.0305028535825
YAR023C	chrI	179099	180697	-	1599	397	1.599	248.280175109443	9.83815321062554	6.15269118863386
YAR027W	chrI	183671	184687	+	1017	1587	1.017	1560.47197640118	39.327831600158	38.6704342184445
YAR028W	chrI	184821	185977	+	1157	99	1.157	85.5661192739844	2.45334299207035	2.12043473817662
YAR029W	chrI	185009	186754	+	1746	0	1.746	0	0	0
YAR030C	chrI	186033	186857	-	825	0	0.825	0	0	0
YAR031W	chrI	186836	187732	+	897	1059	0.897	1180.60200668896	26.2433356424495	29.256784439743
YAR033W	chrI	187843	189258	+	1416	1118	1.416	789.54802259887	27.705428940754	19.565980890363
YAR035W	chrI	190156	192365	+	2210	249	2.21	112.669683257919	6.17052934369209	2.79209472565253
YAR035C-A	chrI	192337	192417	-	81	0	0.081	0	0	0
YAR042W	chrI	192583	196349	+	3767	5987	3.767	1589.32837801964	148.365297914396	39.3855317001316
YAR047C	chrI	201467	201787	-	321	76	0.321	236.760124610592	1.88337441815502	5.86721002540503
YAR050W	chrI	203403	208016	+	4614	710	4.614	153.879497182488	17.5946820643429	3.81332511147441
YAR053W	chrI	208193	209632	+	1440	54	1.44	37.5	1.33818708658383	0.929296587905435
YAR060C	chrI	217157	217492	-	336	39	0.336	116.071428571429	0.966468451421653	2.87639420065968
YAR064W	chrI	220198	220497	+	300	36	0.3	120	0.892124724389218	2.97374908129739
YAR066W	chrI	221049	221660	+	612	151	0.612	246.732026143791	3.74196759396589	6.11432613393119
YAR068W	chrI	222406	222891	+	486	123	0.486	253.086419753086	3.04809280832983	6.27179590191323
YAR069C	chrI	224011	224304	-	294	6	0.294	20.4081632653061	0.14868745406487	0.505739639676427
YAR070C	chrI	224563	224862	-	300	8	0.3	26.6666666666667	0.19824993875316	0.660833129177198
YAR071W	chrI	225460	226863	+	1404	504	1.404	358.974358974359	12.4897461414491	8.89583058507767
YAR073W	chrI	227742	228953	+	1212	136	1.212	112.211221122112	3.37024895880371	2.7807334643595
YAR075W	chrI	228844	229317	+	474	12	0.474	25.3164556962025	0.297374908129739	0.627373223902404
YBL113C	chrII	280	2658	-	2379	869	2.379	365.279529213955	21.534899597062	9.0520805368062
YBL113W-A	chrII	646	1128	+	483	0	0.483	0	0	0
YBL112C	chrII	2582	2899	-	318	94	0.318	295.59748427673	2.32943678034962	7.32527289418121
YBL111C	chrII	2907	5009	-	2103	841	2.103	399.904897765097	20.8410248114259	9.91014018612739
YBL109W	chrII	5790	6125	+	336	0	0.336	0	0	0
YBL108C-A	chrII	7605	7733	-	129	22	0.129	170.542635658915	0.545187331571189	4.22625838427278
YBL108W	chrII	8177	8482	+	306	4	0.306	13.0718954248366	0.0991249693765798	0.323937808420195
YBL107W-A	chrII	9268	9372	+	105	17	0.105	161.904761904762	0.421281119850464	4.01220114143299
YBL107C	chrII	9730	10563	-	834	806	0.834	966.42685851319	19.9736813293808	23.949258188706
YBL106C	chrII	10847	13879	-	3033	2970	3.033	979.228486646884	73.6002897621105	24.2664984378867
YBL105C	chrII	14104	17965	-	3862	7298	3.862	1889.69445882962	180.85350662757	46.8289763406447
YBL104C	chrII	18076	21318	-	3243	3578	3.243	1103.29941412273	88.6672851073506	27.3411301595284
YBL103C	chrII	21573	23802	-	2230	1464	2.23	656.502242152466	36.2797387918282	16.2689411622548
YBL102W	chrII	23879	24968	+	1090	3369	1.09	3090.82568807339	83.4880054574243	76.5945004196553
YBL101C	chrII	24777	28406	-	3630	2139	3.63	589.256198347107	53.007077374126	14.6025006540292
YBL100W-C	chrII	28372	29119	+	748	77	0.748	102.941176470588	1.90815566049916	2.55101024130904
YBL100C	chrII	36989	37303	-	315	0	0.315	0	0	0
YBL099W	chrII	36702	39100	+	2399	14009	2.399	5839.51646519383	347.160423999127	144.710472696593
YBL098W	chrII	39145	40527	+	1383	1409	1.383	1018.79971077368	34.9167704629002	25.2471225328274
YBL097W	chrII	40831	43095	+	2265	360	2.265	158.940397350993	8.92124724389218	3.93874050502966
YBL096C	chrII	43132	44042	-	911	0	0.911	0	0	0
YBL095W	chrII	42052	44341	+	2290	0	2.29	0	0	0
YBL094C	chrII	43765	44097	-	333	0	0.333	0	0	0
YBL093C	chrII	43818	45023	-	1206	2035	1.206	1687.39635157546	50.429828170335	41.8157779190174
YBL092W	chrII	45281	45977	+	697	12187	0.697	17484.9354375897	302.009000448094	433.298422450638
YBL091C-A	chrII	46322	47201	-	880	17360	0.88	19727.2727272727	430.202367094356	488.866326243587
YBL091C	chrII	47010	48690	-	1681	7777	1.681	4626.41284949435	192.723721710415	114.648258007386
YBL090W	chrII	48785	49634	+	850	1279	0.85	1504.70588235294	31.6952089581614	37.2884811272487
YBL089W	chrII	49510	51278	+	1769	1587	1.769	897.11701526286	39.327831600158	22.2316741662849
YBL088C	chrII	51019	59382	-	8364	5138	8.364	614.2993782879	127.326023164217	15.22310176521
YBL087C	chrII	59593	60845	-	1253	36726	1.253	29310.4549082203	910.115906331067	726.349486297739
YBL086C	chrII	61142	62726	-	1585	869	1.585	548.264984227129	21.534899597062	13.5866874429413
YBL085W	chrII	63674	66938	+	3265	4070	3.265	1246.55436447167	100.85965634067	30.891165801124
YBL084C	chrII	67169	69445	-	2277	1664	2.277	730.78612209047	41.2359872606572	18.1097879932618
YBL083C	chrII	69658	71093	-	1436	0	1.436	0	0	0
YBL082C	chrII	69715	71394	-	1680	50	1.68	29.7619047619048	1.23906211720725	0.737536974528123
YBL081W	chrII	71317	73109	+	1793	385	1.793	214.723926380368	9.5407783024958	5.32112565671824
YBL080C	chrII	72944	74748	-	1805	866	1.805	479.778393351801	21.4605558700295	11.8895046371355
YBL079W	chrII	75259	79767	+	4509	15407	4.509	3416.94388999778	381.804600796241	84.6761146143804
YBL078C	chrII	79873	80803	-	931	372	0.931	399.570354457572	9.21862215202192	9.901849787349
YBL077W	chrII	80897	81328	+	432	0	0.432	0	0	0
YBL076C	chrII	80935	84307	-	3373	97981	3.373	29048.6214052772	2428.09090612167	719.86092680749
YBL075C	chrII	84418	86984	-	2567	1402	2.567	546.162835995325	34.7433017664912	13.5345935981656
YBL074C	chrII	86433	87808	-	1376	380	1.376	276.162790697674	9.41687209077508	6.84365704271445
YBL073W	chrII	87646	87957	+	312	29	0.312	92.9487179487179	0.718656027980203	2.30338470506475
YBL072C	chrII	88246	89440	-	1195	92939	1.195	77773.2217573222	2303.14388222249	1927.31705625313
YBL071C-B	chrII	89458	89556	-	99	15	0.099	151.515151515152	0.371718635162174	3.75473368850681
YBL071W-A	chrII	89935	90746	+	812	0	0.812	0	0	0
YBL071C	chrII	89856	90544	-	689	4	0.689	5.8055152394775	0.0991249693765798	0.143867880082119
YBL070C	chrII	90605	90925	-	321	0	0.321	0	0	0
YBL069W	chrII	90631	92191	+	1561	0	1.561	0	0	0
YBL068W-A	chrII	90847	92228	+	1382	0	1.382	0	0	0
YBL068W	chrII	92356	93912	+	1557	4210	1.557	2703.91779062299	104.32903026885	67.0064420480734
YBL067C	chrII	93639	95882	-	2244	6331	2.244	2821.30124777184	156.890045280782	69.9153499468724
YBL066C	chrII	96669	100115	-	3447	1901	3.447	551.494052799536	47.1091416962195	13.66670777378
YBL065W	chrII	99963	100307	+	345	0	0.345	0	0	0
YBL064C	chrII	100299	101420	-	1122	2017	1.122	1797.68270944742	49.9837658081403	44.5488108806955
YBL063W	chrII	101886	105221	+	3336	1565	3.336	469.124700239808	38.7826442685868	11.625492886267
YBL062W	chrII	105308	105688	+	381	0	0.381	0	0	0
YBL061C	chrII	105195	107545	-	2351	3141	2.351	1336.02722245853	77.8378822029593	33.1084143781196
YBL060W	chrII	107701	110033	+	2333	543	2.333	232.747535362195	13.4562145928707	5.76777307881299
YBL059C-A	chrII	108799	111201	-	2403	888	2.403	369.538077403246	22.0057432016007	9.15761265151923
YBL059W	chrII	110594	111244	+	651	4	0.651	6.14439324116743	0.0991249693765798	0.152265697967096
YBL058W	chrII	111409	112864	+	1456	5601	1.456	3846.84065934066	138.799738369556	95.3294906384312
YBL057C	chrII	112277	113447	-	1171	363	1.171	309.99146029035	8.99559097092461	7.68197350207055
YBL056W	chrII	113041	115581	+	2541	10342	2.541	4070.05116096025	256.287608323147	100.860924172824
YBL055C	chrII	115477	117224	-	1748	3473	1.748	1986.84210526316	86.0652546612154	49.2364157100774
YBL054W	chrII	116976	119359	+	2384	3283	2.384	1377.09731543624	81.3568186158278	34.1261823052969
YBL053W	chrII	119335	119709	+	375	0	0.375	0	0	0
YBL052C	chrII	119308	122141	-	2834	2693	2.834	950.247000705716	66.7358856327823	23.5483012112852
YBL051C	chrII	122304	124832	-	2529	5109	2.529	2020.16607354686	126.607367136237	50.0622250439844
YBL050W	chrII	125042	126230	+	1189	3534	1.189	2972.24558452481	87.5769104442082	73.6559381364241
YBL049W	chrII	126606	127508	+	903	403	0.903	446.290143964563	9.98684066469041	11.0596242133892
YBL048W	chrII	127299	127610	+	312	4	0.312	12.8205128205128	0.0991249693765798	0.317708235181345
YBL047C	chrII	127672	132213	-	4542	19390	4.542	4269.04447380009	480.50828905297	105.792225683173
YBL046W	chrII	132406	133937	+	1532	861	1.532	562.01044386423	21.3366496583088	13.9273170093399
YBL045C	chrII	133824	135777	-	1954	5689	1.954	2911.4636642784	140.980487695841	72.1496866406554
YBL044W	chrII	135998	136366	+	369	53	0.369	143.631436314363	1.31340584423968	3.55936543154385
YBL043W	chrII	136495	137655	+	1161	260	1.161	223.944875107666	6.44312300947769	5.54963222177234
YBL042C	chrII	138150	140349	-	2200	7989	2.2	3631.36363636364	197.977345087374	89.9897023124427
YBL041W	chrII	140938	142040	+	1103	5806	1.103	5263.82592928377	143.879893050106	130.444146010975
YBL040C	chrII	141955	143165	-	1211	4567	1.211	3771.26341866226	113.17593378571	93.4565927214781
YBL039W-B	chrII	143086	143749	+	664	313	0.664	471.385542168675	7.75652885371737	11.6815193580081
YBL039C	chrII	143726	145807	-	2082	0	2.082	0	0	0
YBL039C-A	chrII	143805	145725	-	1921	0	1.921	0	0	0
YBL038W	chrII	146128	147061	+	934	1922	0.934	2057.81584582441	47.6295477854466	50.9952331749963
YBL037W	chrII	147209	150286	+	3078	2447	3.078	794.996751137102	60.6397000161227	19.7010071527364
YBL036C	chrII	150307	152281	-	1975	4258	1.975	2155.94936708861	105.518529901369	53.4271037475287
YBL035C	chrII	151364	153712	-	2349	1417	2.349	603.235419327373	35.1150204016534	14.9489231169235
YBL034C	chrII	153848	158389	-	4542	4667	4.542	1027.52091589608	115.654058020124	25.4632448304986
YBL033C	chrII	158483	159721	-	1239	2241	1.239	1808.71670702179	55.5347640932288	44.8222470486108
YBL032W	chrII	160086	161542	+	1457	8994	1.457	6172.95813315031	222.88249364324	152.973571477858
YBL031W	chrII	161663	162887	+	1225	719	1.225	586.938775510204	17.8177132454402	14.545072037094
YBL030C	chrII	162683	164145	-	1463	5575	1.463	3810.66302118934	138.155426068608	94.4329638199645
YBL029C-A	chrII	164358	166047	-	1690	519	1.69	307.100591715976	12.8614647766112	7.61033418734392
YBL029W	chrII	166134	167264	+	1131	369	1.131	326.259946949602	9.14427842498948	8.08512681254596
YBL028C	chrII	167221	167899	-	679	4333	0.679	6381.44329896907	107.37712307718	158.140092897172
YBL027W	chrII	168392	169839	+	1448	94413	1.448	65202.3480662983	2339.67143343776	1615.79518883823
YBL026W	chrII	170552	171530	+	979	2243	0.979	2291.11338100102	55.5843265779171	56.7766359324996
YBL025W	chrII	171165	172503	+	1339	544	1.339	406.273338312173	13.4809958352148	10.0679580546788
YBL024W	chrII	172476	174868	+	2393	15961	2.393	6669.8704554952	395.533409054897	165.287676161679
YBL023C	chrII	174746	177643	-	2898	4566	2.898	1575.56935817805	113.151152543366	39.0445660950193
YBL022C	chrII	177798	181408	-	3611	16175	3.611	4479.3685959568	400.836594916544	111.004318725158
YBL021C	chrII	181490	182524	-	1035	726	1.035	701.449275362319	17.9911819418492	17.3827844848785
YBL020W	chrII	182285	184205	+	1921	4656	1.921	2423.73763664758	115.381464354339	60.0632297523888
YBL019W	chrII	184283	186031	+	1749	400	1.749	228.702115494568	9.91249693765798	5.66752254868952
YBL018C	chrII	185253	186515	-	1263	518	1.263	410.134600158353	12.8366835342671	10.1636449202431
YBL017C	chrII	186844	191583	-	4740	22194	4.74	4682.27848101266	549.994892585953	116.03267776075
YBL016W	chrII	192372	193647	+	1276	2668	1.276	2090.90909090909	66.1163545741787	51.815324901394
YBL015W	chrII	193953	195984	+	2032	2304	2.032	1133.85826771654	57.09598236091	28.0984165161958
YBL014C	chrII	198825	202236	-	3412	4583	3.412	1343.20046893318	113.572433663216	33.2861763374022
YBL013W	chrII	202056	203261	+	1206	163	1.206	135.157545605307	4.03934250209563	3.34937189228493
YBL012C	chrII	203406	203807	-	402	0	0.402	0	0	0
YBL011W	chrII	202814	206022	+	3209	7051	3.209	2197.25771268308	174.732539768566	54.450775870541
YBL010C	chrII	205798	207017	-	1220	811	1.22	664.754098360656	20.0975875411016	16.473432410739
YBL009W	chrII	207141	209372	+	2232	2472	2.232	1107.52688172043	61.2592310747263	27.4458920585691
YBL008W-A	chrII	209409	209648	+	240	0	0.24	0	0	0
YBL008W	chrII	209530	212279	+	2750	2800	2.75	1018.18181818182	69.3874785636058	25.2318103867658
YBL007C	chrII	212467	216436	-	3970	23329	3.97	5876.32241813602	578.121602646557	145.622569936161
YBL006C	chrII	216354	217444	-	1091	16	1.091	14.6654445462878	0.396499877506319	0.363427935386177
YBL006W-A	chrII	216559	217416	+	858	0	0.858	0	0	0
YBL005W	chrII	217404	220685	+	3282	4679	3.282	1425.65508836076	115.951432928254	35.3295042438313
YBL004W	chrII	227636	235117	+	7482	48788	7.482	6520.71638599305	1209.02725148614	161.591453018731
YBL003C	chrII	234898	237057	-	2160	11611	2.16	5375.46296296296	287.735004857867	133.210650397161
YBL002W	chrII	235789	237188	+	1400	0	1.4	0	0	0
YBL001C	chrII	236907	237807	-	901	2583	0.901	2866.81465038846	64.0099489749264	71.0432286070215
YBR001C	chrII	238710	241433	-	2724	1723	2.724	632.525697503671	42.6980805589617	15.6747725987378
YBR002C	chrII	241428	242593	-	1166	83	1.166	71.1835334476844	2.05684311456403	1.76401639327961
YBR003W	chrII	241674	244364	+	2691	2605	2.691	968.041620215533	64.5551363064976	23.9892739897798
YBR004C	chrII	244272	246715	-	2444	1507	2.444	616.612111292962	37.3453322126264	15.2804141622858
YBR005W	chrII	245511	246920	+	1410	2	1.41	1.41843971631206	0.0495624846882899	0.0351506983604893
YBR006W	chrII	246865	248649	+	1785	1184	1.785	663.305322128852	29.3409909354676	16.4375299358362
YBR007C	chrII	248623	251119	-	2497	1048	2.497	419.703644373248	25.9707419766639	10.4007777239343
YBR008C	chrII	252403	254936	-	2534	2520	2.534	994.475138121547	62.4487307072453	24.6443294030171
YBR009C	chrII	255025	256209	-	1185	17303	1.185	14601.6877637131	428.78983628074	361.84796310611
YBR010W	chrII	256230	257098	+	869	19329	0.869	22242.8078250863	478.996633269978	551.204411127707
YBR011C	chrII	256887	258034	-	1148	35321	1.148	30767.4216027875	875.298260837544	762.454931043157
YBR012C	chrII	258941	259571	-	631	409	0.631	648.177496038035	10.1355281187553	16.0626436113396
YBR013C	chrII	265492	265881	-	390	424	0.39	1087.17948717949	10.5072467539175	26.9416583433781
YBR014C	chrII	266417	267515	-	1099	1995	1.099	1815.28662420382	49.4385784765692	44.9850577584797
YBR015C	chrII	267568	270385	-	2818	14501	2.818	5145.8481192335	359.352795232446	127.520509308888
YBR016W	chrII	269749	270846	+	1098	515	1.098	469.034608378871	12.7623398072346	11.6232602980279
YBR017C	chrII	270760	274232	-	3473	13507	3.473	3889.14483155773	334.720240342366	96.3778405823109
YBR018C	chrII	274272	276040	-	1769	84	1.769	47.4844544940644	2.08162435690818	1.17672377439693
YBR019C	chrII	275804	278388	-	2585	921	2.585	356.286266924565	22.8235241989575	8.82921632454835
YBR020W	chrII	278963	281395	+	2433	252	2.433	103.575832305795	6.24487307072453	2.56673780136643
YBR021W	chrII	279860	283531	+	3672	548	3.672	149.237472766885	13.5801208045914	3.6982899794639
YBR022W	chrII	282222	284429	+	2208	706	2.208	319.746376811594	17.4955570949663	7.9237124524304
YBR023C	chrII	284226	288069	-	3844	14021	3.844	3647.50260145682	347.457798907256	90.3896459176005
YBR024W	chrII	289106	291278	+	2173	402	2.173	184.997699033594	9.96205942234627	4.58447281286068
YBR025C	chrII	289931	291968	-	2038	26163	2.038	12837.5858684985	648.351643449864	318.131326521032
YBR026C	chrII	292409	294102	-	1694	4207	1.694	2483.47107438017	104.254686541818	61.5434985488889
YBR027C	chrII	294024	294356	-	333	0	0.333	0	0	0
YBR028C	chrII	294249	296196	-	1948	3494	1.948	1793.63449691992	86.5856607504424	44.448491144991
YBR029C	chrII	296227	298090	-	1864	6314	1.864	3387.33905579399	156.468764160931	83.942470043418
YBR030W	chrII	298012	300071	+	2060	2510	2.06	1218.44660194175	62.2009182838038	30.1946205261184
YBR031W	chrII	300142	301451	+	1310	77917	1.31	59478.6259541985	1930.88005972874	1473.95424406774
YBR032W	chrII	301439	301948	+	510	147	0.51	288.235294117647	3.64284262458931	7.14282867566531
YBR033W	chrII	301820	304792	+	2973	975	2.973	327.95156407669	24.1617112855413	8.12704718652584
YBR034C	chrII	304383	306037	-	1655	14972	1.655	9046.52567975831	371.024760376538	224.184145242621
YBR035C	chrII	306108	307334	-	1227	4895	1.227	3989.40505297473	121.30418127459	98.8624134267233
YBR036C	chrII	308745	310389	-	1645	7806	1.645	4745.28875379939	193.442377738395	117.594150600848
YBR037C	chrII	310414	311512	-	1099	2115	1.099	1924.47679708826	52.4123275578666	47.6909258943281
YBR038W	chrII	311819	314979	+	3161	3944	3.161	1247.70642201835	97.7372198053076	30.9197152183827
YBR039W	chrII	315484	316949	+	1466	7083	1.466	4831.51432469304	175.525539523579	119.730927369426
YBR040W	chrII	316968	317864	+	897	194	0.897	216.276477146042	4.80756101476412	5.359599793494
YBR041W	chrII	318157	320450	+	2294	6203	2.294	2704.01046207498	153.718046260731	67.0087385617834
YBR042C	chrII	320279	321669	-	1391	3202	1.391	2301.9410496046	79.3495379859521	57.044959012187
YBR043C	chrII	321721	324094	-	2374	2350	2.374	989.89048020219	58.2359195087406	24.5307158840525
YBR044C	chrII	324265	326142	-	1878	1461	1.878	777.955271565495	36.2053950647958	19.2786981175696
YBR045C	chrII	328173	330092	-	1920	273	1.92	142.1875	6.76527915995157	3.52358289580811
YBR046C	chrII	330073	331693	-	1621	970	1.621	598.396051819864	24.0378050738206	14.8289975779276
YBR047W	chrII	331288	332494	+	1207	264	1.207	218.724109362055	6.54224797885426	5.42025516060834
YBR048W	chrII	332813	334340	+	1528	50069	1.528	32767.6701570681	1240.77202292899	812.02357521531
