"","logFC","logCPM","F","PValue","FDR"
"YGL213C",-0.652142360440901,6.29848174571101,118.945405850141,1.2475656958174e-06,6.83250146075997e-05
"YGR240C",-0.976088398725409,10.8041709971895,117.474420368827,1.31725026939279e-06,7.15451964499952e-05
"YBR049C",-0.922630676455808,6.72191841282949,116.518504829145,1.36507464380515e-06,7.35350045826841e-05
"YNL242W",0.827170744139561,6.3843436044008,116.033360811451,1.39015212074294e-06,7.38042444244555e-05
"YER174C",-0.917509073751614,4.63775649415566,115.98796792363,1.39253291366897e-06,7.38042444244555e-05
"YMR072W",-0.764116970658089,6.5608776215511,115.353358805842,1.42624925143304e-06,7.46405474828528e-05
"YER055C",-1.23465129482868,7.07750796462268,115.264920383371,1.4310269298295e-06,7.46405474828528e-05
"YPR194C",0.96643022434643,4.93084341435227,114.938183041352,1.4488539656384e-06,7.49753406470518e-05
"YBR250W",1.93448917660133,2.35549376892854,113.897160549112,1.50856742445315e-06,7.74555086992662e-05
"YDR030C",0.93602697189155,3.90450271622592,113.362835261714,1.53881430734158e-06,7.80580856632543e-05
"YJL138C",-0.984645399426072,9.95343480884185,113.242086079682,1.54580795450156e-06,7.80580856632543e-05
"YPR160W",2.14391363396953,6.9753087350292,112.918415125476,1.56519790151606e-06,7.80580856632543e-05
"YOR003W",1.04556767292454,4.28781505137454,112.814970709016,1.57147234045325e-06,7.80580856632543e-05
"YPR127W",0.992390473841425,5.81176731885403,112.679637687763,1.57969041284431e-06,7.80580856632543e-05
"YLR249W",-1.18001008530327,12.9625095532917,112.458401342865,1.5932614632997e-06,7.81364328254701e-05
"YJR123W",-1.36210064314396,10.7666384151372,112.268029662822,1.60505453917201e-06,7.81364328254701e-05
"YMR125W",-0.823825048689056,7.81762456260177,111.92426342695,1.62661970616482e-06,7.86040052126118e-05
"YDR023W",-1.04486471069914,9.1183786733716,111.677220798464,1.64233446174842e-06,7.87841027927782e-05
"YMR108W",-0.845038149529124,8.8154903917343,111.369241838488,1.66218444442177e-06,7.90270376564765e-05
"YML054C",1.0599079706692,4.15621250621347,111.228126591775,1.6714483010119e-06,7.90270376564765e-05
"YEL040W",-1.43951070807126,8.3271476353368,110.977020807037,1.68788737068182e-06,7.92342557151495e-05
"YMR012W",-0.829777512801748,9.82447582317116,110.578804906812,1.71447825932788e-06,7.98692161556614e-05
"YOR375C",-1.53877397279507,7.12805101794627,110.359178948424,1.72936180004298e-06,7.98692161556614e-05
"YLR058C",-1.35793983861102,8.69661627517206,110.234611918575,1.73787247569379e-06,7.98692161556614e-05
"YNR044W",-2.94794194128158,5.06529082109916,109.194199248898,1.81100070510975e-06,8.20968924940699e-05
"YNL012W",1.10853197533937,4.10791865771508,109.190477783051,1.81132827322583e-06,8.20968924940699e-05
"YBR031W",-1.15238028876656,10.1970539065258,108.780009873395,1.84112161755548e-06,8.28756936340727e-05
"YCL048W-A",3.51836930355499,1.19907331967735,109.71934153702,1.87255022247964e-06,8.37170072254163e-05
"YBL049W",1.58294576371664,3.28016384856061,108.034019629207,1.89739159230911e-06,8.3772019502736e-05
"YMR174C",1.2786983816887,3.81508977798073,108.006665378488,1.89927433139192e-06,8.3772019502736e-05
"YBL051C",-0.901128717833113,6.47136214998568,107.231349623625,1.95935067457526e-06,8.51050798868517e-05
"YLL047W",2.82851315165394,2.01368286771917,107.22920780502,1.96538378433964e-06,8.51050798868517e-05
"YLR216C",0.877227386099562,9.73239860142021,107.11817309825,1.96834633944027e-06,8.51050798868517e-05
"YJL088W",2.52989284423685,4.23737566620196,106.797338490808,1.99489911588387e-06,8.56893920888156e-05
"YDL171C",-1.08076374347705,9.4508325132679,105.830255299213,2.0743388259188e-06,8.85230828827164e-05
"YOR298C-A",-0.896442683709763,8.4303467886993,105.356134227158,2.11509438481211e-06,8.8992537469885e-05
"YDL222C",1.51486834550552,3.03805701674853,105.218105729989,2.12789358072617e-06,8.8992537469885e-05
"YGR061C",-1.01605929457592,9.30753104919569,105.026488102247,2.1440043274952e-06,8.8992537469885e-05
"YOL058W",1.60915336191752,6.48160724840919,104.766055038351,2.16718632512053e-06,8.8992537469885e-05
"YIL014C-A",1.67864375374587,4.12709211710077,104.692852158225,2.17398494491742e-06,8.8992537469885e-05
"YJL157C",-1.00973976219925,7.54277122439536,104.685393989545,2.1744249347096e-06,8.8992537469885e-05
"YDR382W",-1.15587675310021,9.31247786010338,104.622094863769,2.18012759169986e-06,8.8992537469885e-05
"YNL187W",0.974652965015956,4.9772916478894,104.16961032108,2.22143562096944e-06,8.95953541167879e-05
"YIR028W",1.37668889741785,3.60126963908902,104.10540707201,2.22764132080415e-06,8.95953541167879e-05
"YPR102C",-1.39105791147756,9.31435975705891,104.014582171964,2.23579398587237e-06,8.95953541167879e-05
"YPL036W",1.12834426871684,4.9322372222354,103.532011070365,2.28125531905345e-06,9.02637319746938e-05
"YPL033C",3.37651731522089,0.505720910113204,104.508922955308,2.30480647503865e-06,9.02637319746938e-05
"YOL126C",-1.99684220036354,5.98219208826503,103.114037186779,2.32152431097948e-06,9.02637319746938e-05
"YEL034C-A",-1.18475342388912,9.64106853494173,102.866765656212,2.34575470569474e-06,9.02637319746938e-05
"YNR050C",-1.01056590893661,6.81313438488448,102.790474006405,2.35329403783507e-06,9.02637319746938e-05
"YNR028W",-0.720869376644201,5.36619102333988,102.715386853208,2.36074578226315e-06,9.02637319746938e-05
"YGL081W",1.66184091976986,2.4324520658656,102.716817344623,2.36194947008249e-06,9.02637319746938e-05
"YOR276W",-0.855719029499848,7.01222645660834,102.699222169941,2.36234964997677e-06,9.02637319746938e-05
"YHR022C",1.07405618816579,3.42555755380592,102.188538374449,2.41411192730062e-06,9.17083444290154e-05
"YBR221C",-0.91216394410257,8.3463595043081,101.681447297262,2.46627556891721e-06,9.26871680666533e-05
"YLR237W",0.887490909394559,6.29305470486438,101.626668939983,2.47202619272157e-06,9.26871680666533e-05
"YKL080W",-0.840786287724798,8.33390980166935,101.530209331604,2.4821883109755e-06,9.26871680666533e-05
"YLR429W",-0.595275821878548,7.61244367385925,100.719197410902,2.56967795511576e-06,9.54119972939026e-05
"YML073C",-1.155330819866,9.15658651273862,99.4473886614155,2.71454365503725e-06,0.000100224611802836
"YLR178C",1.41781210927903,6.4164022578821,99.1161542027556,2.75389522653882e-06,0.000101109494015716
"YBR148W",1.54054082886338,2.44261180932457,98.8141363706572,2.79187395822876e-06,0.000101934420297108
"YER041W",0.886200831328057,5.00302530649149,98.2391379239062,2.86146035482841e-06,0.000103618136557648
"YOL083W",1.41070716864345,3.75048915952997,98.1775489244338,2.86952234532744e-06,0.000103618136557648
"YMR146C",-0.732346943223892,8.03802777976475,97.9155052489811,2.90242694135997e-06,0.000103704140996089
"YNL014W",1.25974812245794,4.19189896557989,97.8205186979305,2.91470852908863e-06,0.000103704140996089
"YML086C",-0.630632684063428,7.05612185725722,97.6655812179227,2.93455906057619e-06,0.000103704140996089
"YGR123C",-0.65424270418242,6.97509553777362,97.5409699057889,2.95074119651388e-06,0.000103704140996089
"YDR446W",3.74527435498461,-0.00312844912695561,98.6405741696214,2.95637589394073e-06,0.000103704140996089
"YML042W",1.09892075613081,4.23913483827905,97.3610344729605,2.97441631577018e-06,0.000103704140996089
"YER131W",-1.1469508175278,8.98767528057903,97.2216214666744,2.99270851894549e-06,0.000103704140996089
"YOR133W",-1.31094331916893,11.5598318670825,97.0431590980522,3.01647700410374e-06,0.000103704140996089
"YER165W",-1.03649496102166,9.64247930094991,97.0231132642824,3.01916111507655e-06,0.000103704140996089
"YOR378W",0.763324138998127,4.55887834767062,96.8548746761191,3.04182031317703e-06,0.000103704140996089
"YMR242C",-1.33859818121581,9.35472706882606,96.8276876834483,3.04548070788878e-06,0.000103704140996089
"YHR068W",-0.875344944820314,8.28003640981825,96.5632203523154,3.08154367836356e-06,0.000104391263166007
"YGR116W",-0.889687483547699,8.51852454567586,96.372094793833,3.10792858534079e-06,0.000104638060949801
"YDR332W",0.751436918397584,5.23540603131836,96.1825508812795,3.13437354970759e-06,0.000104638060949801
"YER069W",1.13872772852122,6.42683402654536,96.1666811602218,3.13659434070463e-06,0.000104638060949801
"YDR018C",1.56075839950205,2.69020326686094,96.0112094561935,3.15999776776886e-06,0.000104886390554429
"YBR093C",1.38070014774758,4.46203617063453,95.4780600977524,3.23508407547359e-06,0.000106839058010113
"YNL301C",-1.06293537595625,7.57588484672851,94.6923655865253,3.35201758040306e-06,0.000110147297692045
"YLR030W",1.26004843205683,3.56770514177704,94.4896478896477,3.38349144166452e-06,0.000110628386838902
"YNR069C",1.42289969473458,3.81265188107142,94.3302785759259,3.40800460704677e-06,0.000110878248898571
"YHR005C",-0.837387492478245,6.40260114009704,93.6479839467352,3.51554544086637e-06,0.000113813618903319
"YHR133C",-0.839157241205077,6.36997081794155,93.1035819445615,3.60462348052094e-06,0.000115884153914236
"YER156C",-0.724151244279264,6.86775113666829,93.0241370546641,3.61784992352908e-06,0.000115884153914236
"YJL066C",0.956274735459327,5.46106664227312,92.9144512845541,3.63621660842791e-06,0.000115884153914236
"YEL023C",0.927653394522588,4.46872956882482,92.8324495830872,3.65003345408502e-06,0.000115884153914236
"YLR043C",-0.966893506943216,7.20020970793607,92.4553379811029,3.71429260152233e-06,0.000117357360467331
"YBL056W",-0.635511006784127,7.53725048782597,92.0331359672253,3.78790163201741e-06,0.000118847539559694
"YOR168W",-0.755483503887331,8.7175562444635,91.9644583463936,3.80004190800606e-06,0.000118847539559694
"YJR096W",0.902875863202135,5.7414628198181,91.7532785525921,3.83767640828837e-06,0.000118847539559694
"YBR130C",-0.648188040106887,5.67997661099264,91.658848526405,3.85464584760654e-06,0.000118847539559694
"YGR021W",0.845141712886289,4.8266000076502,91.6169432623065,3.8622191741601e-06,0.000118847539559694
"YOR173W",1.41345941955614,4.37519891053833,91.5762451481478,3.86995944397054e-06,0.000118847539559694
"YDR453C",1.21108677837408,4.84953389141814,91.2118099834511,3.93638283283324e-06,0.000119723137261199
"YDR086C",-0.99333437391085,6.78591570769919,91.1431023408881,3.94896267605075e-06,0.000119723137261199
"YHR019C",-0.792720236271498,9.41074084417581,91.1206968203812,3.9531224567377e-06,0.000119723137261199
"YGR059W",1.78511748820393,1.25338141968198,91.0330605588955,3.97950836692158e-06,0.00011996939902481
"YMR205C",-0.960004498844292,10.8245956494022,90.7392779435281,4.02477383096874e-06,0.000120277703714442
"YBR286W",-0.779101335381758,10.0012482106391,90.6557646234865,4.04067197980097e-06,0.000120277703714442
"YDR058C",0.911360140300504,4.13461167183788,90.62708935454,4.0463087992226e-06,0.000120277703714442
"YOR047C",-0.602027612749971,6.235706029626,90.4702573186165,4.07626167012488e-06,0.000120277703714442
"YJL185C",0.99296968726785,4.1916544111333,90.4148746078316,4.08700272465752e-06,0.000120277703714442
"YLR441C",-1.23611585956206,10.106027987193,90.3499443758018,4.09954437492924e-06,0.000120277703714442
"YDR461C-A",1.20860522995373,3.36116108278703,90.1768879805498,4.13405818423292e-06,0.000120751246163461
"YNL307C",-0.789266403352447,7.21499248627747,89.9364754409577,4.18080487124555e-06,0.000121576325724893
"YPL223C",1.375568416095,2.77056291210055,89.6843414374975,4.23268482759352e-06,0.000122542751924866
"YDR037W",-0.842976913350426,9.64731553764361,89.3195934684667,4.305708457568e-06,0.000123213596734697
"YDR321W",-0.730340192010007,7.46253620415833,89.2902140015271,4.31176980158482e-06,0.000123213596734697
"YKR094C",-1.25613214197061,9.08273923022456,89.2886081814259,4.31210092041698e-06,0.000123213596734697
"YPL160W",-0.968128258078296,10.0300772512321,88.9143821792169,4.39022263945479e-06,0.000124902784357129
"YPR163C",-0.86829883709506,8.64535624116214,88.333184597067,4.5149862913357e-06,0.000127898663390768
"YBR039W",-0.628723051895407,6.98500400471805,88.0581658602635,4.57552266967558e-06,0.000129057231695742
"YDR010C",-1.55198627236006,4.8096720976216,87.8363338939369,4.62508947309873e-06,0.000129897812039337
"YGL147C",-1.47610438237979,9.76164282091696,87.4733338879081,4.70756037471642e-06,0.000131135619872144
"YFL004W",-0.688245904988102,7.62624293306924,87.3788569696639,4.72932244105312e-06,0.000131135619872144
"YDL024C",1.79844464267793,3.34798902994498,87.3228657476836,4.74328077781359e-06,0.000131135619872144
"YDR025W",-1.16892520852158,9.36848303620152,87.2939792903251,4.74897710431682e-06,0.000131135619872144
"YCR053W",-0.885752796666103,8.44088398923961,87.1629046435206,4.77952497657144e-06,0.000131426937849487
"YPL131W",-1.14184016423184,11.1763293153667,86.9827680395134,4.82189699720347e-06,0.000132039612773422
"YNR021W",-0.823512816120812,7.59942831696161,86.7623039749904,4.87437762118379e-06,0.000132452053692024
"YGL234W",-0.840637593755374,8.64243908289776,86.7502497465823,4.87726673668134e-06,0.000132452053692024
"YNL270C",1.35845676037641,2.35209435608947,86.6040926430352,4.91520797853314e-06,0.000132775213917269
"YIL069C",-0.988988892130742,8.84295190017421,86.4406350350389,4.95219849213805e-06,0.000132775213917269
"YCL026C-A",1.5368948416948,2.37403446933415,86.4121290470234,4.96189585267757e-06,0.000132775213917269
"YDR082W",0.915246567659995,4.8385680663161,86.2870758692844,4.98990096357204e-06,0.000132775213917269
"YMR148W",0.779063993014373,4.58192505262063,86.2859603019381,4.99018226378049e-06,0.000132775213917269
"YHR074W",-0.651917981923301,7.44207229404746,85.9981474910961,5.06172907092517e-06,0.000133001747162108
"YOL159C-A",1.04717090435091,3.93056146606799,85.9160032861461,5.08259218480471e-06,0.000133001747162108
"YGR198W",-0.65416775002171,7.42210112480325,85.8785093944913,5.09184697183371e-06,0.000133001747162108
"YLR355C",-1.71034092287375,10.5719755388759,85.8303217339029,5.10403881958031e-06,0.000133001747162108
"YDR216W",1.17681129387004,6.28951102247255,85.7620381500112,5.12137974285596e-06,0.000133001747162108
"YML063W",-1.33105669517021,10.5172114492913,85.7100917396407,5.13461380669574e-06,0.000133001747162108
"YMR189W",-1.06415207164109,7.59931457559588,85.6854282166949,5.1409141306221e-06,0.000133001747162108
"YPL214C",0.594371616773176,5.44308055933367,85.6086280771067,5.16059731076346e-06,0.000133001747162108
"YOR108W",-0.753304377570808,7.60747729601,85.2858007625926,5.24430485012135e-06,0.000134631138574209
"YHR015W",1.56093407312548,2.94105961559931,84.6439263816214,5.41733928825372e-06,0.000138368276179198
"YBR241C",0.744724372535764,5.25169302447974,84.5842901726298,5.4319864963836e-06,0.000138368276179198
"YHR096C",1.68701592068462,3.87798088248954,84.3573407822992,5.49552269419409e-06,0.000139446236085882
"YDL084W",-0.979477840557418,9.2095543526281,84.101939759501,5.56575270366251e-06,0.000140685102955654
"YGR094W",-0.955458412447206,10.247278467785,83.9838059471944,5.5991244362638e-06,0.000140986382356803
"YDR429C",-0.884869715763744,7.55902944704124,83.8102038188211,5.64860775754501e-06,0.000141004792789075
"YOL040C",-1.16066401629953,10.0172296961356,83.7428015982535,5.66796243040161e-06,0.000141004792789075
"YGR281W",-0.771898146113135,8.35124536507448,83.7045489599729,5.67898287579122e-06,0.000141004792789075
"YML066C",1.42106593391425,4.11322946763066,83.6831385775989,5.68567712859174e-06,0.000141004792789075
"YPR072W",-0.710028396433612,6.40106198706025,83.4488115782458,5.75333291664205e-06,0.000142146255369066
"YOR142W",-0.607149822306142,7.20508570959661,83.2929732223063,5.79921661262679e-06,0.000142743264337765
