Geneid	Chr	Start	End	Strand	Length	counts	Length_kb	RPK	CPM	TPM
YAL053W	chrI	45675	48312	+	2638	6580	2.638	2494.31387414708	194.714997020091	73.8115985671308
YAL051W	chrI	48564	51707	+	3144	2316	3.144	736.641221374046	68.5349442398984	21.7986463867361
YAL049C	chrI	51691	54082	-	2392	2915	2.392	1218.64548494983	86.2605191965905	36.0620899651298
YAL048C	chrI	52801	54789	-	1989	22	1.989	11.0608345902464	0.651022786389363	0.327311607033365
YAL047W-A	chrI	54209	55065	+	857	2	0.857	2.33372228704784	0.0591838896717602	0.0690593811805837
YAL047C	chrI	54931	56886	-	1956	842	1.956	430.470347648262	24.9164175518111	12.7384547810895
YAL046C	chrI	56907	57544	-	638	0	0.638	0	0	0
YAL045C	chrI	57488	57796	-	309	0	0.309	0	0	0
YAL044W-A	chrI	56955	57990	+	1036	0	1.036	0	0	0
YAL044C	chrI	57756	58614	-	859	3740	0.859	4353.89988358556	110.673873686192	128.840365176009
YAL043C	chrI	58499	61083	-	2585	4192	2.585	1621.66344294004	124.049432752009	47.988175145845
YAL042C-A	chrI	61231	61608	-	378	0	0.378	0	0	0
YAL042W	chrI	61259	62680	+	1422	9979	1.422	7017.58087201125	295.298017517248	207.663866045884
YAL041W	chrI	62773	65501	+	2729	4502	2.729	1649.68853059729	133.222935651132	48.8174919938191
YAL040C	chrI	65456	67848	-	2393	2710	2.393	1132.4697033013	80.1941705052351	33.5119809883975
YAL039C	chrI	68629	70088	-	1460	1449	1.46	992.465753424658	42.8787280671903	29.3689918268427
YAL038W	chrI	71479	73450	+	1972	199001	1.972	100913.286004057	5888.82661428498	2986.22039263944
YAL037C-B	chrI	72326	73300	-	975	0	0.975	0	0	0
YAL037C-A	chrI	73371	73710	-	340	0	0.34	0	0	0
YAL037W	chrI	73453	76400	+	2948	55	2.948	18.6567164179104	1.62755696597341	0.552088523057465
YAL036C	chrI	74176	76207	-	2032	0	2.032	0	0	0
YAL035W	chrI	76364	79559	+	3196	24396	3.196	7633.29161451815	721.925086216131	225.883944373007
YAL034C-B	chrI	79446	79873	-	428	1	0.428	2.33644859813084	0.0295919448358801	0.0691400580277573
YAL034W-A	chrI	79674	80747	+	1074	295	1.074	274.674115456238	8.72962372658463	8.12814127242517
YAL034C	chrI	80549	82602	-	2054	1088	2.054	529.698149951315	32.1960359814376	15.674798433027
YAL033W	chrI	82685	83397	+	713	841	0.713	1179.52314165498	24.8868256069752	34.9043837404981
YAL032C	chrI	83192	84590	-	1399	1209	1.399	864.188706218728	35.7766613065791	25.5730245222152
YAL031W-A	chrI	84669	84977	+	309	0	0.309	0	0	0
YAL031C	chrI	84587	87078	-	2492	1465	2.492	587.881219903692	43.3521991845644	17.39654862944
YAL030W	chrI	87264	88061	+	798	946	0.798	1185.46365914787	27.9939798147426	35.0801752064443
YAL029C	chrI	87855	92270	-	4416	9553	4.416	2163.26992753623	282.691849017163	64.0153643607705
YAL028W	chrI	92409	94566	+	2158	508	2.158	235.403151065802	15.0327079766271	6.96603706053156
YAL027W	chrI	94595	95583	+	989	440	0.989	444.893832153691	13.0204557277873	13.1652737389153
YAL026C-A	chrI	95386	95823	-	438	0	0.438	0	0	0
YAL026C	chrI	95630	99697	-	4068	11132	4.068	2736.47984267453	329.417529913017	80.9777605489227
YAL025C	chrI	99939	101168	-	1230	2525	1.23	2052.84552845528	74.7196607105973	60.747691634632
YAL024C	chrI	101565	105872	-	4308	2465	4.308	572.191272051996	72.9441440204445	16.9322525581347
YAL023C	chrI	106141	108718	-	2578	27356	2.578	10611.326609775	809.517242930336	314.009791671969
YAL022C	chrI	108731	110471	-	1741	3843	1.741	2207.35209649627	113.721844004287	65.3198414728818
YAL021C	chrI	110536	113406	-	2871	6700	2.871	2333.68164402647	198.266030400397	69.0581784745374
YAL020C	chrI	113468	114672	-	1205	703	1.205	583.402489626556	20.8031372196237	17.2640142901442
YAL019W-A	chrI	114250	114819	+	570	0	0.57	0	0	0
YAL019W	chrI	114788	118363	+	3576	6281	3.576	1756.43176733781	185.867005514163	51.9762319670478
YAL018C	chrI	118426	119591	-	1166	0	1.166	0	0	0
YAL017W	chrI	120225	124295	+	4071	4233	4.071	1039.79366249079	125.262702490281	30.7695167011252
YAL016C-B	chrI	124307	124492	-	186	11	0.186	59.1397849462366	0.325511393194681	1.75006125373485
YAL016C-A	chrI	124755	125069	-	315	0	0.315	0	0	0
YAL016W	chrI	124786	126883	+	2098	7152	2.098	3408.96091515729	211.641589466215	100.877783349006
YAL015C	chrI	126756	128110	-	1355	980	1.355	723.247232472325	29.0001059391625	21.402292206024
YAL014C	chrI	128031	129072	-	1042	1639	1.042	1572.93666026871	48.5011975860075	46.5462548810053
YAL013W	chrI	129194	130593	+	1400	666	1.4	475.714285714286	19.7082352606962	14.0773109004973
YAL012W	chrI	130436	132100	+	1665	28603	1.665	17178.978978979	846.418398140679	508.35939828269
YAL011W	chrI	132169	134210	+	2042	773	2.042	378.550440744368	22.8745733581353	11.2020437601055
YAL010C	chrI	134001	135743	-	1743	742	1.743	425.70281124498	21.957223068223	12.5973741068405
YAL009W	chrI	135408	136780	+	1373	645	1.373	469.774217042972	19.0868044191427	13.9015327160544
YAL008W	chrI	136431	137718	+	1288	765	1.288	593.944099378882	22.6378377994483	17.5759610244164
YAL007C	chrI	137408	138453	-	1046	0	1.046	0	0	0
YAL005C	chrI	139357	141684	-	2328	0	2.328	0	0	0
YAL004W	chrI	137649	142152	+	4504	28	4.504	6.21669626998224	0.828574455404643	0.183964133082736
YAL003W	chrI	142032	143496	+	1465	50995	1.465	34808.8737201365	1509.04122690571	1030.0622709254
YAL002W	chrI	143550	147630	+	4081	3651	4.081	894.633668218574	108.040190595798	26.4739501582451
YAL001C	chrI	147594	151166	-	3573	3126	3.573	874.895046179681	92.5044195569612	25.8898459437339
YAR002W	chrI	152204	154114	+	1911	3238	1.911	1694.40083725798	95.8187173785798	50.1406161060072
YAR002C-A	chrI	153765	154750	-	986	7332	0.986	7436.10547667343	216.968139536673	220.048823059506
YAR003W	chrI	154905	156909	+	2005	1847	2.005	921.197007481297	54.6563221118706	27.2600110283644
YAR007C	chrI	156681	158715	-	2035	3362	2.035	1652.08845208845	99.488118538229	48.888510338196
YAR008W	chrI	158847	159972	+	1126	1006	1.126	893.428063943162	29.7694965048954	26.4382739830332
YAR014C	chrI	166565	169021	-	2457	5395	2.457	2195.7671957672	159.648542389573	64.977021729578
YAR015W	chrI	169272	172008	+	2737	5676	2.737	2073.80343441725	167.963878888456	61.3678768317338
YAR018C	chrI	170177	171735	-	1559	0	1.559	0	0	0
YAR019C	chrI	172126	175168	-	3043	1440	3.043	473.217219848833	42.6124005636674	14.0034178651552
YAR019W-A	chrI	174998	175330	+	333	10	0.333	30.03003003003	0.295919448358801	0.888646992068472
YAR020C	chrI	176856	177023	-	168	58	0.168	345.238095238095	1.71633280048105	10.21626666953
YAR023C	chrI	179099	180697	-	1599	361	1.599	225.766103814884	10.6826920857527	6.68085808990164
YAR027W	chrI	183671	184687	+	1017	1436	1.017	1411.99606686332	42.4940327843238	41.7837097190992
YAR028W	chrI	184821	185977	+	1157	40	1.157	34.5721694036301	1.1836777934352	1.02305772984892
YAR029W	chrI	185009	186754	+	1746	0	1.746	0	0	0
YAR030C	chrI	186033	186857	-	825	0	0.825	0	0	0
YAR031W	chrI	186836	187732	+	897	812	0.897	905.239687848383	24.0286592067347	26.7878029060587
YAR033W	chrI	187843	189258	+	1416	921	1.416	650.423728813559	27.2541811938456	19.2473031029983
YAR035W	chrI	190156	192365	+	2210	323	2.21	146.153846153846	9.55819818198928	4.32497655293632
YAR035C-A	chrI	192337	192417	-	81	0	0.081	0	0	0
YAR042W	chrI	192583	196349	+	3767	6341	3.767	1683.30236262278	187.642522204316	49.8121906568399
YAR047C	chrI	201467	201787	-	321	55	0.321	171.339563862928	1.62755696597341	5.07027092203553
YAR050W	chrI	203403	208016	+	4614	848	4.614	183.788469874296	25.0939692208263	5.43865826199097
YAR053W	chrI	208193	209632	+	1440	58	1.44	40.2777777777778	1.71633280048105	1.19189777811184
YAR060C	chrI	217157	217492	-	336	46	0.336	136.904761904762	1.36122946245049	4.05127816205502
YAR064W	chrI	220198	220497	+	300	116	0.3	386.666666666667	3.43266560096209	11.4422186698736
YAR066W	chrI	221049	221660	+	612	217	0.612	354.575163398693	6.42145202938598	10.4925686754673
YAR068W	chrI	222406	222891	+	486	148	0.486	304.526748971193	4.37960783571026	9.01153875660547
YAR069C	chrI	224011	224304	-	294	13	0.294	44.2176870748299	0.384695282866441	1.30848735668858
YAR070C	chrI	224563	224862	-	300	10	0.3	33.3333333333333	0.295919448358801	0.986398161196004
YAR071W	chrI	225460	226863	+	1404	699	1.404	497.863247863248	20.6847694402802	14.7327417665813
YAR073W	chrI	227742	228953	+	1212	104	1.212	85.8085808580858	3.07756226293153	2.53924279119763
YAR075W	chrI	228844	229317	+	474	18	0.474	37.9746835443038	0.532655007045842	1.12374474060304
YBL113C	chrII	280	2658	-	2379	739	2.379	310.634720470786	21.8684472337154	9.19228551228054
YBL113W-A	chrII	646	1128	+	483	0	0.483	0	0	0
YBL112C	chrII	2582	2899	-	318	82	0.318	257.861635220126	2.42653947654217	7.6306272847238
YBL111C	chrII	2907	5009	-	2103	784	2.103	372.800760817879	23.20008475133	11.0318995488968
YBL109W	chrII	5790	6125	+	336	0	0.336	0	0	0
YBL108C-A	chrII	7605	7733	-	129	34	0.129	263.565891472868	1.00612612441992	7.79942732108468
YBL108W	chrII	8177	8482	+	306	2	0.306	6.5359477124183	0.0591838896717602	0.193411404156079
YBL107W-A	chrII	9268	9372	+	105	13	0.105	123.809523809524	0.384695282866441	3.66376459872801
YBL107C	chrII	9730	10563	-	834	607	0.834	727.817745803357	17.9623105153792	21.5375425843876
YBL106C	chrII	10847	13879	-	3033	2476	3.033	816.353445433564	73.2696554136392	24.1574861238507
YBL105C	chrII	14104	17965	-	3862	6595	3.862	1707.66442257897	195.158876192629	50.5331113911521
YBL104C	chrII	18076	21318	-	3243	2969	3.243	915.510329941412	87.8584842177281	27.0917311803047
YBL103C	chrII	21573	23802	-	2230	1626	2.23	729.14798206278	48.1165023031411	21.5769068623951
YBL102W	chrII	23879	24968	+	1090	2463	1.09	2259.63302752294	72.8849601307727	66.8669358997915
YBL101C	chrII	24777	28406	-	3630	3343	3.63	920.936639118457	98.9258715863472	27.2523062221342
YBL100W-C	chrII	28372	29119	+	748	121	0.748	161.764705882353	3.58062532514149	4.78693225286296
YBL100C	chrII	36989	37303	-	315	0	0.315	0	0	0
YBL099W	chrII	36702	39100	+	2399	13226	2.399	5513.1304710296	391.38306239935	163.144252771718
YBL098W	chrII	39145	40527	+	1383	1011	1.383	731.019522776573	29.9174562290748	21.6322893919557
YBL097W	chrII	40831	43095	+	2265	380	2.265	167.770419426049	11.2449390376344	4.9646529967481
YBL096C	chrII	43132	44042	-	911	0	0.911	0	0	0
YBL095W	chrII	42052	44341	+	2290	0	2.29	0	0	0
YBL094C	chrII	43765	44097	-	333	0	0.333	0	0	0
YBL093C	chrII	43818	45023	-	1206	1662	1.206	1378.10945273632	49.1818123172327	40.7809389031781
YBL092W	chrII	45281	45977	+	697	7565	0.697	10853.6585365854	223.863062683433	321.180864682113
YBL091C-A	chrII	46322	47201	-	880	11796	0.88	13404.5454545455	349.066581284042	396.666569640957
YBL091C	chrII	47010	48690	-	1681	8278	1.681	4924.4497323022	244.962119351416	145.724044825351
YBL090W	chrII	48785	49634	+	850	976	0.85	1148.23529411765	28.881738159819	33.97851548214
YBL089W	chrII	49510	51278	+	1769	1274	1.769	720.180893159977	37.7001377209113	21.3115532622449
YBL088C	chrII	51019	59382	-	8364	4436	8.364	530.368244858919	131.269867291964	15.6946278445677
YBL087C	chrII	59593	60845	-	1253	24739	1.253	19743.8148443735	732.075123294838	584.257879724532
YBL086C	chrII	61142	62726	-	1585	968	1.585	610.725552050473	28.645002601132	18.07255684614
YBL085W	chrII	63674	66938	+	3265	4155	3.265	1272.58805513017	122.954530793082	37.6583555262119
YBL084C	chrII	67169	69445	-	2277	1447	2.277	635.485287659201	42.8195441775185	18.8052455764245
YBL083C	chrII	69658	71093	-	1436	0	1.436	0	0	0
YBL082C	chrII	69715	71394	-	1680	23	1.68	13.6904761904762	0.680614731225243	0.405127816205502
YBL081W	chrII	71317	73109	+	1793	498	1.793	277.746793084216	14.7367885282683	8.21906777929074
YBL080C	chrII	72944	74748	-	1805	764	1.805	423.268698060942	22.6082458546124	12.5253439637742
YBL079W	chrII	75259	79767	+	4509	12974	4.509	2877.35639831448	383.925892300709	85.1465718120888
YBL078C	chrII	79873	80803	-	931	492	0.931	528.464017185822	14.559236859253	15.6382780443104
YBL077W	chrII	80897	81328	+	432	0	0.432	0	0	0
YBL076C	chrII	80935	84307	-	3373	76958	3.373	22815.8908983101	2277.33689067966	675.166584844252
YBL075C	chrII	84418	86984	-	2567	1268	2.567	493.961823139852	37.522586051896	14.6172910213853
YBL074C	chrII	86433	87808	-	1376	274	1.376	199.127906976744	8.10819288503115	5.89258203854008
YBL073W	chrII	87646	87957	+	312	8	0.312	25.6410256410256	0.236735558687041	0.758767816304618
YBL072C	chrII	88246	89440	-	1195	62285	1.195	52121.3389121339	1843.13428410279	1542.37178586008
YBL071C-B	chrII	89458	89556	-	99	12	0.099	121.212121212121	0.355103338030561	3.5869024043491
YBL071W-A	chrII	89935	90746	+	812	0	0.812	0	0	0
YBL071C	chrII	89856	90544	-	689	0	0.689	0	0	0
YBL070C	chrII	90605	90925	-	321	0	0.321	0	0	0
YBL069W	chrII	90631	92191	+	1561	0	1.561	0	0	0
YBL068W-A	chrII	90847	92228	+	1382	4	1.382	2.89435600578871	0.11836777934352	0.0856496232586979
YBL068W	chrII	92356	93912	+	1557	3121	1.557	2004.49582530507	92.3564598327818	59.3169298861797
YBL067C	chrII	93639	95882	-	2244	5040	2.244	2245.98930481283	149.143401972836	66.4631916099981
YBL066C	chrII	96669	100115	-	3447	1757	3.447	509.718595880476	51.9930470766414	15.0835645711173
YBL065W	chrII	99963	100307	+	345	0	0.345	0	0	0
YBL064C	chrII	100299	101420	-	1122	1758	1.122	1566.8449197861	52.0226390214772	46.3659884326892
YBL063W	chrII	101886	105221	+	3336	1570	3.336	470.623501199041	46.4593533923318	13.9266646859508
YBL062W	chrII	105308	105688	+	381	0	0.381	0	0	0
YBL061C	chrII	105195	107545	-	2351	2952	2.351	1255.63589961718	87.3554211555181	37.1567082754224
YBL060W	chrII	107701	110033	+	2333	456	2.333	195.456493784826	13.4939268451613	5.78393778189513
YBL059C-A	chrII	108799	111201	-	2403	646	2.403	268.83062838119	19.1163963639786	7.95522112525117
YBL059W	chrII	110594	111244	+	651	6	0.651	9.21658986175115	0.177551669015281	0.272736818763872
YBL058W	chrII	111409	112864	+	1456	4674	1.456	3210.16483516484	138.312750162904	94.99502071628
YBL057C	chrII	112277	113447	-	1171	254	1.171	216.908625106746	7.51635398831355	6.41874806858544
YBL056W	chrII	113041	115581	+	2541	8854	2.541	3484.45493900039	262.007079576883	103.11179833801
YBL055C	chrII	115477	117224	-	1748	2620	1.748	1498.85583524027	77.5308954700059	44.3540591933672
YBL054W	chrII	116976	119359	+	2384	2611	2.384	1095.21812080537	77.264567966483	32.4096342141288
YBL053W	chrII	119335	119709	+	375	0	0.375	0	0	0
YBL052C	chrII	119308	122141	-	2834	2110	2.834	744.530698659139	62.439003603707	22.0321113633405
YBL051C	chrII	122304	124832	-	2529	4724	2.529	1867.93198892843	139.792347404698	55.2757403735459
YBL050W	chrII	125042	126230	+	1189	2828	1.189	2378.4693019344	83.686019995869	70.383532376677
YBL049W	chrII	126606	127508	+	903	267	0.903	295.681063122924	7.90104927117999	8.74977770894794
YBL048W	chrII	127299	127610	+	312	5	0.312	16.025641025641	0.147959724179401	0.474229885190387
YBL047C	chrII	127672	132213	-	4542	18544	4.542	4082.78291501541	548.753025036561	120.81748679801
YBL046W	chrII	132406	133937	+	1532	815	1.532	531.984334203655	24.1174350412423	15.742451071307
YBL045C	chrII	133824	135777	-	1954	5683	1.954	2908.39303991812	168.171022502307	86.0650063983146
YBL044W	chrII	135998	136366	+	369	20	0.369	54.2005420054201	0.591838896717602	1.60389944909919
YBL043W	chrII	136495	137655	+	1161	186	1.161	160.206718346253	5.5041017394737	4.74082837163971
YBL042C	chrII	138150	140349	-	2200	6287	2.2	2857.72727272727	186.044557183178	84.5657078105356
YBL041W	chrII	140938	142040	+	1103	4854	1.103	4400.72529465095	143.639300233362	130.226020157173
YBL040C	chrII	141955	143165	-	1211	3402	1.211	2809.24855491329	100.671796331664	83.1311282672701
YBL039W-B	chrII	143086	143749	+	664	233	0.664	350.903614457831	6.89492314676007	10.3839204017471
YBL039C	chrII	143726	145807	-	2082	0	2.082	0	0	0
YBL039C-A	chrII	143805	145725	-	1921	0	1.921	0	0	0
YBL038W	chrII	146128	147061	+	934	1532	0.934	1640.25695931478	45.3348594885683	48.5383934567113
YBL037W	chrII	147209	150286	+	3078	2250	3.078	730.994152046784	66.5818758807303	21.6315386227194
YBL036C	chrII	150307	152281	-	1975	3494	1.975	1769.11392405063	103.394255256565	52.3515216488937
YBL035C	chrII	151364	153712	-	2349	1181	2.349	502.767134951043	34.9480868511744	14.8778573227648
YBL034C	chrII	153848	158389	-	4542	3441	4.542	757.595772787318	101.825882180263	22.4187323162183
YBL033C	chrII	158483	159721	-	1239	2181	1.239	1760.29055690073	64.5400316870545	52.090421054927
YBL032W	chrII	160086	161542	+	1457	7053	1.457	4840.768702814	208.711986927462	143.247760416927
YBL031W	chrII	161663	162887	+	1225	477	1.225	389.387755102041	14.1153576867148	11.5227409687468
YBL030C	chrII	162683	164145	-	1463	6332	1.463	4328.09295967191	187.376194700793	128.076688107172
YBL029C-A	chrII	164358	166047	-	1690	558	1.69	330.177514792899	16.5123052184211	9.77059480379947
YBL029W	chrII	166134	167264	+	1131	430	1.131	380.194518125553	12.7245362794284	11.2506952072754
YBL028C	chrII	167221	167899	-	679	2584	0.679	3805.59646539028	76.4655854559142	112.61500067145
YBL027W	chrII	168392	169839	+	1448	61699	1.448	42609.8066298343	1825.79340442897	1260.90704725757
YBL026W	chrII	170552	171530	+	979	1320	0.979	1348.31460674157	39.0613671833618	39.899251464108
YBL025W	chrII	171165	172503	+	1339	437	1.339	326.362957430919	12.9316798932796	9.65771463277043
YBL024W	chrII	172476	174868	+	2393	13644	2.393	5701.62975344756	403.752495340748	168.722313138633
YBL023C	chrII	174746	177643	-	2898	3717	2.898	1282.60869565217	109.993258954966	37.9548857677593
YBL022C	chrII	177798	181408	-	3611	14837	3.611	4108.83411797286	439.055685529953	121.588392558835
YBL021C	chrII	181490	182524	-	1035	691	1.035	667.632850241546	20.4480338815932	19.7565544749692
YBL020W	chrII	182285	184205	+	1921	3330	1.921	1733.47214992192	98.5411763034808	51.2968122350238
YBL019W	chrII	184283	186031	+	1749	373	1.749	213.264722698685	11.0377954237833	6.31091790953876
YBL018C	chrII	185253	186515	-	1263	344	1.263	272.36737925574	10.1796290235428	8.0598804620291
YBL017C	chrII	186844	191583	-	4740	20628	4.74	4351.89873417722	610.422638074535	128.781147273109
YBL016W	chrII	192372	193647	+	1276	2579	1.276	2021.15987460815	76.3176257317348	59.8100515138987
YBL015W	chrII	193953	195984	+	2032	2131	2.032	1048.72047244094	63.0604344452605	31.0336783687306
YBL014C	chrII	198825	202236	-	3412	3515	3.412	1030.18757327081	104.015686098119	30.485253838839
YBL013W	chrII	202056	203261	+	1206	160	1.206	132.669983416252	4.73471117374082	3.92596283063086
YBL012C	chrII	203406	203807	-	402	0	0.402	0	0	0
YBL011W	chrII	202814	206022	+	3209	6334	3.209	1973.82362106575	187.435378590465	58.4092797103349
YBL010C	chrII	205798	207017	-	1220	642	1.22	526.229508196721	18.998028584635	15.5721545775697
YBL009W	chrII	207141	209372	+	2232	2605	2.232	1167.1146953405	77.0870162974677	34.5371936816612
YBL008W-A	chrII	209409	209648	+	240	3	0.24	12.5	0.0887758345076403	0.369899310448501
YBL008W	chrII	209530	212279	+	2750	2170	2.75	789.090909090909	64.2145202938598	23.3507346523127
YBL007C	chrII	212467	216436	-	3970	19926	3.97	5019.1435768262	589.649092799747	148.526219848803
YBL006C	chrII	216354	217444	-	1091	11	1.091	10.0824931255729	0.325511393194681	0.298360580380093
YBL006W-A	chrII	216559	217416	+	858	0	0.858	0	0	0
YBL005W	chrII	217404	220685	+	3282	3778	3.282	1151.12736136502	111.798367589955	34.064097376586
YBL004W	chrII	227636	235117	+	7482	39737	7.482	5311.01309810211	1175.89511194337	157.163206621674
YBL003C	chrII	234898	237057	-	2160	7723	2.16	3575.46296296296	228.538589967502	105.804902762732
YBL002W	chrII	235789	237188	+	1400	0	1.4	0	0	0
YBL001C	chrII	236907	237807	-	901	1646	0.901	1826.85904550499	48.7083411998587	54.0603120975124
YBR001C	chrII	238710	241433	-	2724	2013	2.724	738.986784140969	59.5685849546267	21.868056150744
YBR002C	chrII	241428	242593	-	1166	44	1.166	37.7358490566038	1.30204557277873	1.11667716361812
YBR003W	chrII	241674	244364	+	2691	2507	2.691	931.623931623932	74.1870057035514	27.5685639924011
YBR004C	chrII	244272	246715	-	2444	1572	2.444	643.207855973813	46.5185372820035	19.0337713919818
YBR005W	chrII	245511	246920	+	1410	1	1.41	0.709219858156028	0.0295919448358801	0.0209871949190639
YBR006W	chrII	246865	248649	+	1785	1060	1.785	593.837535014006	31.3674615260329	17.5728075776095
YBR007C	chrII	248623	251119	-	2497	1160	2.497	464.557468962755	34.3266560096209	13.7471589946419
YBR008C	chrII	252403	254936	-	2534	1832	2.534	722.967640094712	54.2124429393324	21.3940185238091
YBR009C	chrII	255025	256209	-	1185	12865	1.185	10856.5400843882	380.700370313598	321.266135285736
YBR010W	chrII	256230	257098	+	869	12557	0.869	14449.9424626007	371.586051304147	427.601900234921
YBR011C	chrII	256887	258034	-	1148	37852	1.148	32972.1254355401	1120.11429592773	975.709317010221
YBR012C	chrII	258941	259571	-	631	417	0.631	660.855784469097	12.339840996562	19.5560079184818
YBR013C	chrII	265492	265881	-	390	262	0.39	671.794871794872	7.75308954700059	19.879716787181
YBR014C	chrII	266417	267515	-	1099	1350	1.099	1228.38944494995	39.9491255284382	36.3504326919364
YBR015C	chrII	267568	270385	-	2818	12255	2.818	4348.82895670688	362.649283963711	128.690306587548
YBR016W	chrII	269749	270846	+	1098	721	1.098	656.648451730419	21.3357922266696	19.4315047601726
YBR017C	chrII	270760	274232	-	3473	11198	3.473	3224.30175640656	331.370598272186	95.4133597098144
YBR018C	chrII	274272	276040	-	1769	119	1.769	67.2696438665913	3.52144143546973	1.99063959042947
YBR019C	chrII	275804	278388	-	2585	885	2.585	342.359767891683	26.1888711797539	10.1310913654754
YBR020W	chrII	278963	281395	+	2433	189	2.433	77.6818742293465	5.59287757398134	2.2987577369426
YBR021W	chrII	279860	283531	+	3672	396	3.672	107.843137254902	11.7184101550085	3.19128816857531
YBR022W	chrII	282222	284429	+	2208	540	2.208	244.565217391304	15.9796502113753	7.23716042181851
YBR023C	chrII	284226	288069	-	3844	11757	3.844	3058.53277835588	347.912495435443	90.5079332558383
YBR024W	chrII	289106	291278	+	2173	369	2.173	169.811320754717	10.9194276444398	5.02504723628153
YBR025C	chrII	289931	291968	-	2038	20027	2.038	9826.79097154073	592.637879228171	290.793856343558
YBR026C	chrII	292409	294102	-	1694	3288	1.694	1940.9681227863	97.2983146203738	57.4370216176941
YBR027C	chrII	294024	294356	-	333	0	0.333	0	0	0
YBR028C	chrII	294249	296196	-	1948	2278	1.948	1169.4045174538	67.4104503361349	34.6049539713218
YBR029C	chrII	296227	298090	-	1864	4676	1.864	2508.58369098712	138.371934052575	74.2338701998795
YBR030W	chrII	298012	300071	+	2060	1875	2.06	910.194174757282	55.4848965672752	26.9344158093569
YBR031W	chrII	300142	301451	+	1310	72388	1.31	55258.0152671756	2142.10170277969	1635.19213952648
YBR032W	chrII	301439	301948	+	510	108	0.51	211.764705882353	3.19593004227505	6.26652949465697
YBR033W	chrII	301820	304792	+	2973	700	2.973	235.452404978137	20.7143613851161	6.96749457958832
YBR034C	chrII	304383	306037	-	1655	9454	1.655	5712.38670694864	279.762246478411	169.040632313239
YBR035C	chrII	306108	307334	-	1227	4261	1.227	3472.69763651182	126.091276945685	102.763876891349
YBR036C	chrII	308745	310389	-	1645	7455	1.645	4531.91489361702	220.607948751486	134.108175532818
YBR037C	chrII	310414	311512	-	1099	1492	1.099	1357.59781619654	44.1511816951331	40.1739596861994
YBR038W	chrII	311819	314979	+	3161	4348	3.161	1375.51407782347	128.665776146407	40.7041367119287
YBR039W	chrII	315484	316949	+	1466	5622	1.466	3834.92496589359	166.365913867318	113.482888040462
YBR040W	chrII	316968	317864	+	897	118	0.897	131.549609810479	3.49184949063385	3.89280879669326
YBR041W	chrII	318157	320450	+	2294	5644	2.294	2460.33129904098	167.016936653707	72.8059880792098
YBR042C	chrII	320279	321669	-	1391	2257	1.391	1622.57368799425	66.7890194945814	48.0151110672764
YBR043C	chrII	321721	324094	-	2374	1776	2.374	748.104465037911	52.5552940285231	22.1378660608775
YBR044C	chrII	324265	326142	-	1878	1389	1.878	739.61661341853	41.1032113770375	21.8866940239816
YBR045C	chrII	328173	330092	-	1920	216	1.92	112.5	6.3918600845501	3.32909379403651
YBR046C	chrII	330073	331693	-	1621	919	1.621	566.933991363356	27.1949973041738	16.7766793980098
YBR047W	chrII	331288	332494	+	1207	174	1.207	144.159072079536	5.14899840144314	4.2659473085693
YBR048W	chrII	332813	334340	+	1528	33326	1.528	21810.2094240838	986.181153600541	645.40651413648
